ppm,hz,total_with_exchange,total_carbon_bound,exchangeable pool (H2O/OH/COOH),EGDA CH3
2.18584,175.23,0.319677,0.240028,0.079649,0.239952
2.18604,175.25,0.317694,0.238030,0.079664,0.237954
2.18624,175.27,0.315736,0.236057,0.079679,0.235981
2.18644,175.28,0.313802,0.234108,0.079694,0.234032
2.18664,175.30,0.311891,0.232182,0.079709,0.232106
2.18684,175.31,0.310004,0.230280,0.079724,0.230204
2.18704,175.33,0.308140,0.228401,0.079740,0.228325
2.18724,175.35,0.306299,0.226544,0.079755,0.226468
2.18744,175.36,0.304480,0.224710,0.079770,0.224634
2.18764,175.38,0.302683,0.222897,0.079785,0.222822
2.18784,175.39,0.300907,0.221107,0.079800,0.221031
2.18804,175.41,0.299152,0.219337,0.079815,0.219261
2.18824,175.43,0.297419,0.217588,0.079831,0.217512
2.18844,175.44,0.295706,0.215860,0.079846,0.215784
2.18864,175.46,0.294013,0.214152,0.079861,0.214076
2.18884,175.47,0.292341,0.212465,0.079876,0.212389
2.18904,175.49,0.290688,0.210796,0.079891,0.210720
2.18924,175.51,0.289054,0.209147,0.079907,0.209071
2.18944,175.52,0.287439,0.207518,0.079922,0.207441
2.18964,175.54,0.285843,0.205906,0.079937,0.205830
2.18984,175.55,0.284266,0.204314,0.079952,0.204238
2.19004,175.57,0.282707,0.202739,0.079967,0.202663
2.19024,175.59,0.281166,0.201183,0.079983,0.201107
2.19044,175.60,0.279642,0.199644,0.079998,0.199568
2.19064,175.62,0.278136,0.198123,0.080013,0.198046
2.19084,175.63,0.276647,0.196618,0.080028,0.196542
2.19104,175.65,0.275175,0.195131,0.080044,0.195055
2.19124,175.67,0.273719,0.193660,0.080059,0.193584
2.19144,175.68,0.272280,0.192206,0.080074,0.192130
2.19164,175.70,0.270857,0.190767,0.080089,0.190691
2.19184,175.72,0.269450,0.189345,0.080105,0.189269
2.19204,175.73,0.268058,0.187939,0.080120,0.187862
2.19224,175.75,0.266683,0.186547,0.080135,0.186471
2.19244,175.76,0.265322,0.185171,0.080150,0.185095
2.19264,175.78,0.263976,0.183810,0.080166,0.183734
2.19284,175.80,0.262645,0.182464,0.080181,0.182388
2.19304,175.81,0.261329,0.181133,0.080196,0.181056
2.19324,175.83,0.260027,0.179816,0.080212,0.179739
2.19344,175.84,0.258740,0.178513,0.080227,0.178436
2.19364,175.86,0.257466,0.177224,0.080242,0.177147
2.19384,175.88,0.256206,0.175948,0.080258,0.175872
2.19404,175.89,0.254960,0.174687,0.080273,0.174610
2.19424,175.91,0.253727,0.173438,0.080288,0.173362
2.19444,175.92,0.252507,0.172203,0.080303,0.172127
2.19464,175.94,0.251300,0.170981,0.080319,0.170905
2.19484,175.96,0.250106,0.169772,0.080334,0.169696
2.19504,175.97,0.248925,0.168576,0.080349,0.168499
2.19524,175.99,0.247756,0.167392,0.080365,0.167315
2.19544,176.00,0.246600,0.166220,0.080380,0.166143
2.19564,176.02,0.245456,0.165060,0.080396,0.164984
2.19584,176.04,0.244324,0.163913,0.080411,0.163836
2.19604,176.05,0.243203,0.162777,0.080426,0.162700
2.19624,176.07,0.242094,0.161653,0.080442,0.161576
2.19644,176.08,0.240997,0.160540,0.080457,0.160464
2.19664,176.10,0.239911,0.159439,0.080472,0.159363
2.19684,176.12,0.238837,0.158349,0.080488,0.158272
2.19704,176.13,0.237773,0.157270,0.080503,0.157193
2.19724,176.15,0.236720,0.156202,0.080518,0.156125
2.19744,176.16,0.235678,0.155145,0.080534,0.155068
2.19764,176.18,0.234647,0.154098,0.080549,0.154021
2.19784,176.20,0.233626,0.153062,0.080565,0.152985
2.19804,176.21,0.232616,0.152036,0.080580,0.151959
2.19824,176.23,0.231615,0.151020,0.080595,0.150943
2.19844,176.24,0.230625,0.150014,0.080611,0.149938
2.19864,176.26,0.229645,0.149019,0.080626,0.148942
2.19884,176.28,0.228674,0.148033,0.080642,0.147956
2.19904,176.29,0.227713,0.147056,0.080657,0.146980
2.19924,176.31,0.226762,0.146090,0.080672,0.146013
2.19944,176.32,0.225820,0.145132,0.080688,0.145056
2.19964,176.34,0.224888,0.144184,0.080703,0.144108
2.19984,176.36,0.223964,0.143246,0.080719,0.143169
2.20004,176.37,0.223050,0.142316,0.080734,0.142239
2.20024,176.39,0.222145,0.141395,0.080750,0.141318
2.20044,176.40,0.221248,0.140483,0.080765,0.140406
2.20064,176.42,0.220361,0.139580,0.080781,0.139503
2.20084,176.44,0.219482,0.138685,0.080796,0.138609
2.20104,176.45,0.218611,0.137799,0.080812,0.137723
2.20124,176.47,0.217749,0.136922,0.080827,0.136845
2.20144,176.48,0.216895,0.136052,0.080842,0.135975
2.20164,176.50,0.216049,0.135191,0.080858,0.135114
2.20184,176.52,0.215212,0.134338,0.080873,0.134261
2.20204,176.53,0.214382,0.133493,0.080889,0.133416
2.20224,176.55,0.213560,0.132656,0.080904,0.132579
2.20244,176.56,0.212746,0.131827,0.080920,0.131750
2.20264,176.58,0.211940,0.131005,0.080935,0.130928
2.20284,176.60,0.211142,0.130191,0.080951,0.130114
2.20304,176.61,0.210351,0.129384,0.080966,0.129307
2.20324,176.63,0.209567,0.128585,0.080982,0.128508
2.20344,176.65,0.208791,0.127793,0.080997,0.127716
2.20364,176.66,0.208022,0.127009,0.081013,0.126932
2.20384,176.68,0.207260,0.126231,0.081029,0.126154
2.20404,176.69,0.206505,0.125461,0.081044,0.125384
2.20424,176.71,0.205757,0.124698,0.081060,0.124620
2.20444,176.73,0.205016,0.123941,0.081075,0.123864
2.20464,176.74,0.204282,0.123192,0.081091,0.123114
2.20484,176.76,0.203555,0.122449,0.081106,0.122371
2.20504,176.77,0.202834,0.121712,0.081122,0.121635
2.20524,176.79,0.202120,0.120983,0.081137,0.120906
2.20544,176.81,0.201412,0.120260,0.081153,0.120182
2.20564,176.82,0.200711,0.119543,0.081168,0.119466
2.20584,176.84,0.200016,0.118832,0.081184,0.118755
2.20604,176.85,0.199328,0.118128,0.081200,0.118051
2.20624,176.87,0.198646,0.117430,0.081215,0.117353
2.20644,176.89,0.197969,0.116739,0.081231,0.116661
2.20664,176.90,0.197299,0.116053,0.081246,0.115976
2.20684,176.92,0.196635,0.115373,0.081262,0.115296
2.20704,176.93,0.195977,0.114699,0.081278,0.114622
2.20724,176.95,0.195325,0.114031,0.081293,0.113954
2.20744,176.97,0.194678,0.113369,0.081309,0.113292
2.20764,176.98,0.194037,0.112713,0.081324,0.112636
2.20784,177.00,0.193402,0.112062,0.081340,0.111985
2.20804,177.01,0.192772,0.111417,0.081356,0.111339
2.20824,177.03,0.192148,0.110777,0.081371,0.110700
2.20844,177.05,0.191530,0.110143,0.081387,0.110066
2.20864,177.06,0.190917,0.109514,0.081403,0.109437
2.20884,177.08,0.190309,0.108891,0.081418,0.108813
2.20904,177.09,0.189706,0.108272,0.081434,0.108195
2.20924,177.11,0.189109,0.107660,0.081449,0.107582
2.20944,177.13,0.188517,0.107052,0.081465,0.106974
2.20964,177.14,0.187930,0.106449,0.081481,0.106371
2.20984,177.16,0.187348,0.105851,0.081496,0.105774
2.21004,177.17,0.186771,0.105259,0.081512,0.105181
2.21024,177.19,0.186199,0.104671,0.081528,0.104593
2.21044,177.21,0.185632,0.104088,0.081543,0.104011
2.21064,177.22,0.185069,0.103510,0.081559,0.103433
2.21084,177.24,0.184512,0.102937,0.081575,0.102859
2.21104,177.25,0.183959,0.102368,0.081590,0.102291
2.21124,177.27,0.183411,0.101805,0.081606,0.101727
2.21144,177.29,0.182867,0.101245,0.081622,0.101168
2.21164,177.30,0.182328,0.100691,0.081638,0.100613
2.21184,177.32,0.181794,0.100141,0.081653,0.100063
2.21204,177.33,0.181264,0.099595,0.081669,0.099517
2.21224,177.35,0.180738,0.099054,0.081685,0.098976
2.21244,177.37,0.180217,0.098517,0.081700,0.098439
2.21264,177.38,0.179701,0.097984,0.081716,0.097907
2.21284,177.40,0.179188,0.097456,0.081732,0.097378
2.21304,177.41,0.178680,0.096932,0.081748,0.096854
2.21324,177.43,0.178176,0.096412,0.081763,0.096335
2.21344,177.45,0.177676,0.095897,0.081779,0.095819
2.21364,177.46,0.177180,0.095385,0.081795,0.095307
2.21384,177.48,0.176688,0.094878,0.081811,0.094800
2.21404,177.49,0.176201,0.094374,0.081826,0.094297
2.21424,177.51,0.175717,0.093875,0.081842,0.093797
2.21444,177.53,0.175237,0.093379,0.081858,0.093301
2.21464,177.54,0.174761,0.092888,0.081874,0.092810
2.21484,177.56,0.174289,0.092400,0.081889,0.092322
2.21504,177.58,0.173821,0.091916,0.081905,0.091838
2.21524,177.59,0.173357,0.091436,0.081921,0.091358
2.21544,177.61,0.172896,0.090959,0.081937,0.090881
2.21564,177.62,0.172439,0.090487,0.081953,0.090409
2.21584,177.64,0.171986,0.090018,0.081968,0.089940
2.21604,177.66,0.171536,0.089552,0.081984,0.089474
2.21624,177.67,0.171090,0.089090,0.082000,0.089012
2.21644,177.69,0.170648,0.088632,0.082016,0.088554
2.21664,177.70,0.170209,0.088177,0.082032,0.088099
2.21684,177.72,0.169773,0.087726,0.082047,0.087648
2.21704,177.74,0.169341,0.087278,0.082063,0.087200
2.21724,177.75,0.168912,0.086833,0.082079,0.086755
2.21744,177.77,0.168487,0.086392,0.082095,0.086314
2.21764,177.78,0.168065,0.085954,0.082111,0.085876
2.21784,177.80,0.167647,0.085520,0.082127,0.085442
2.21804,177.82,0.167231,0.085089,0.082142,0.085011
2.21824,177.83,0.166819,0.084661,0.082158,0.084583
2.21844,177.85,0.166410,0.084236,0.082174,0.084158
2.21864,177.86,0.166005,0.083815,0.082190,0.083736
2.21884,177.88,0.165602,0.083396,0.082206,0.083318
2.21904,177.90,0.165203,0.082981,0.082222,0.082903
2.21924,177.91,0.164806,0.082569,0.082238,0.082490
2.21944,177.93,0.164413,0.082159,0.082254,0.082081
2.21964,177.94,0.164023,0.081753,0.082269,0.081675
2.21984,177.96,0.163635,0.081350,0.082285,0.081272
2.22004,177.98,0.163251,0.080950,0.082301,0.080872
2.22024,177.99,0.162870,0.080553,0.082317,0.080474
2.22044,178.01,0.162491,0.080158,0.082333,0.080080
2.22064,178.02,0.162116,0.079767,0.082349,0.079689
2.22084,178.04,0.161743,0.079378,0.082365,0.079300
2.22104,178.06,0.161373,0.078992,0.082381,0.078914
2.22124,178.07,0.161006,0.078609,0.082397,0.078531
2.22144,178.09,0.160642,0.078229,0.082413,0.078151
2.22164,178.10,0.160280,0.077852,0.082429,0.077773
2.22184,178.12,0.159921,0.077477,0.082444,0.077399
2.22204,178.14,0.159565,0.077105,0.082460,0.077027
2.22224,178.15,0.159212,0.076736,0.082476,0.076657
2.22244,178.17,0.158861,0.076369,0.082492,0.076290
2.22264,178.18,0.158513,0.076005,0.082508,0.075926
2.22284,178.20,0.158167,0.075643,0.082524,0.075565
2.22304,178.22,0.157824,0.075284,0.082540,0.075206
2.22324,178.23,0.157484,0.074928,0.082556,0.074849
2.22344,178.25,0.157146,0.074574,0.082572,0.074495
2.22364,178.26,0.156810,0.074222,0.082588,0.074144
2.22384,178.28,0.156477,0.073873,0.082604,0.073795
2.22404,178.30,0.156147,0.073527,0.082620,0.073448
2.22424,178.31,0.155819,0.073183,0.082636,0.073104
2.22444,178.33,0.155493,0.072841,0.082652,0.072762
2.22464,178.34,0.155170,0.072502,0.082668,0.072423
2.22484,178.36,0.154849,0.072165,0.082684,0.072086
2.22504,178.38,0.154530,0.071830,0.082700,0.071751
2.22524,178.39,0.154214,0.071498,0.082716,0.071419
2.22544,178.41,0.153900,0.071168,0.082732,0.071089
2.22564,178.42,0.153588,0.070840,0.082748,0.070761
2.22584,178.44,0.153279,0.070514,0.082764,0.070436
2.22604,178.46,0.152971,0.070191,0.082780,0.070112
2.22624,178.47,0.152666,0.069870,0.082796,0.069791
2.22644,178.49,0.152364,0.069551,0.082812,0.069473
2.22664,178.51,0.152063,0.069235,0.082828,0.069156
2.22684,178.52,0.151764,0.068920,0.082844,0.068841
2.22704,178.54,0.151468,0.068608,0.082860,0.068529
2.22724,178.55,0.151174,0.068297,0.082876,0.068219
2.22744,178.57,0.150882,0.067989,0.082893,0.067910
2.22764,178.59,0.150592,0.067683,0.082909,0.067604
2.22784,178.60,0.150304,0.067379,0.082925,0.067300
2.22804,178.62,0.150018,0.067077,0.082941,0.066998
2.22824,178.63,0.149734,0.066777,0.082957,0.066698
2.22844,178.65,0.149452,0.066479,0.082973,0.066400
2.22864,178.67,0.149172,0.066183,0.082989,0.066104
2.22884,178.68,0.148894,0.065889,0.083005,0.065810
2.22904,178.70,0.148618,0.065597,0.083021,0.065518
2.22924,178.71,0.148344,0.065307,0.083037,0.065228
2.22944,178.73,0.148072,0.065019,0.083053,0.064940
2.22964,178.75,0.147802,0.064732,0.083070,0.064653
2.22984,178.76,0.147533,0.064448,0.083086,0.064369
2.23004,178.78,0.147267,0.064165,0.083102,0.064086
2.23024,178.79,0.147002,0.063884,0.083118,0.063805
2.23044,178.81,0.146740,0.063606,0.083134,0.063527
2.23064,178.83,0.146479,0.063328,0.083150,0.063249
2.23084,178.84,0.146220,0.063053,0.083166,0.062974
2.23104,178.86,0.145962,0.062780,0.083182,0.062701
2.23124,178.87,0.145707,0.062508,0.083199,0.062429
2.23144,178.89,0.145453,0.062238,0.083215,0.062159
2.23164,178.91,0.145201,0.061970,0.083231,0.061891
2.23184,178.92,0.144950,0.061703,0.083247,0.061624
2.23204,178.94,0.144702,0.061438,0.083263,0.061359
2.23224,178.95,0.144455,0.061175,0.083279,0.061096
2.23244,178.97,0.144210,0.060914,0.083296,0.060835
2.23264,178.99,0.143966,0.060654,0.083312,0.060575
2.23284,179.00,0.143724,0.060396,0.083328,0.060317
2.23304,179.02,0.143484,0.060140,0.083344,0.060061
2.23324,179.03,0.143245,0.059885,0.083360,0.059806
2.23344,179.05,0.143008,0.059632,0.083377,0.059552
2.23364,179.07,0.142773,0.059380,0.083393,0.059301
2.23384,179.08,0.142539,0.059130,0.083409,0.059051
2.23404,179.10,0.142307,0.058882,0.083425,0.058802
2.23424,179.11,0.142076,0.058635,0.083441,0.058555
2.23444,179.13,0.141847,0.058389,0.083458,0.058310
2.23464,179.15,0.141620,0.058146,0.083474,0.058066
2.23484,179.16,0.141394,0.057903,0.083490,0.057824
2.23504,179.18,0.141169,0.057663,0.083506,0.057583
2.23524,179.19,0.140946,0.057423,0.083523,0.057344
2.23544,179.21,0.140724,0.057186,0.083539,0.057106
2.23564,179.23,0.140504,0.056949,0.083555,0.056870
2.23584,179.24,0.140286,0.056714,0.083571,0.056635
2.23604,179.26,0.140069,0.056481,0.083588,0.056401
2.23624,179.27,0.139853,0.056249,0.083604,0.056169
2.23644,179.29,0.139639,0.056018,0.083620,0.055939
2.23664,179.31,0.139426,0.055789,0.083637,0.055710
2.23684,179.32,0.139214,0.055561,0.083653,0.055482
2.23704,179.34,0.139004,0.055335,0.083669,0.055256
2.23724,179.35,0.138796,0.055110,0.083685,0.055031
2.23744,179.37,0.138588,0.054887,0.083702,0.054807
2.23764,179.39,0.138382,0.054664,0.083718,0.054585
2.23784,179.40,0.138178,0.054443,0.083734,0.054364
2.23804,179.42,0.137974,0.054224,0.083751,0.054144
2.23824,179.44,0.137773,0.054006,0.083767,0.053926
2.23844,179.45,0.137572,0.053789,0.083783,0.053709
2.23864,179.47,0.137373,0.053573,0.083800,0.053493
2.23884,179.48,0.137175,0.053359,0.083816,0.053279
2.23904,179.50,0.136978,0.053146,0.083832,0.053066
2.23924,179.52,0.136782,0.052934,0.083849,0.052854
2.23944,179.53,0.136588,0.052723,0.083865,0.052644
2.23964,179.55,0.136395,0.052514,0.083881,0.052434
2.23984,179.56,0.136204,0.052306,0.083898,0.052226
2.24004,179.58,0.136013,0.052099,0.083914,0.052019
2.24024,179.60,0.135824,0.051894,0.083930,0.051814
2.24044,179.61,0.135636,0.051689,0.083947,0.051609
2.24064,179.63,0.135449,0.051486,0.083963,0.051406
2.24084,179.64,0.135264,0.051284,0.083980,0.051204
2.24104,179.66,0.135079,0.051083,0.083996,0.051004
2.24124,179.68,0.134896,0.050884,0.084012,0.050804
2.24144,179.69,0.134714,0.050685,0.084029,0.050605
2.24164,179.71,0.134533,0.050488,0.084045,0.050408
2.24184,179.72,0.134353,0.050292,0.084062,0.050212
2.24204,179.74,0.134175,0.050097,0.084078,0.050017
2.24224,179.76,0.133997,0.049903,0.084094,0.049823
2.24244,179.77,0.133821,0.049710,0.084111,0.049630
2.24264,179.79,0.133646,0.049519,0.084127,0.049439
2.24284,179.80,0.133472,0.049328,0.084144,0.049248
2.24304,179.82,0.133299,0.049139,0.084160,0.049059
2.24324,179.84,0.133127,0.048950,0.084177,0.048870
2.24344,179.85,0.132956,0.048763,0.084193,0.048683
2.24364,179.87,0.132786,0.048577,0.084209,0.048497
2.24384,179.88,0.132618,0.048392,0.084226,0.048312
2.24404,179.90,0.132450,0.048208,0.084242,0.048128
2.24424,179.92,0.132284,0.048025,0.084259,0.047945
2.24444,179.93,0.132118,0.047843,0.084275,0.047763
2.24464,179.95,0.131954,0.047662,0.084292,0.047582
2.24484,179.96,0.131790,0.047482,0.084308,0.047402
2.24504,179.98,0.131628,0.047303,0.084325,0.047223
2.24524,180.00,0.131466,0.047125,0.084341,0.047045
2.24544,180.01,0.131306,0.046948,0.084358,0.046868
2.24564,180.03,0.131146,0.046772,0.084374,0.046692
2.24584,180.04,0.130988,0.046597,0.084391,0.046517
2.24604,180.06,0.130831,0.046423,0.084407,0.046343
2.24624,180.08,0.130674,0.046250,0.084424,0.046170
2.24644,180.09,0.130519,0.046078,0.084440,0.045998
2.24664,180.11,0.130364,0.045907,0.084457,0.045827
2.24684,180.12,0.130210,0.045737,0.084473,0.045657
2.24704,180.14,0.130058,0.045568,0.084490,0.045488
2.24724,180.16,0.129906,0.045400,0.084506,0.045320
2.24744,180.17,0.129755,0.045233,0.084523,0.045152
2.24764,180.19,0.129606,0.045066,0.084539,0.044986
2.24784,180.20,0.129457,0.044901,0.084556,0.044820
2.24804,180.22,0.129309,0.044736,0.084572,0.044656
2.24824,180.24,0.129162,0.044573,0.084589,0.044492
2.24844,180.25,0.129015,0.044410,0.084606,0.044329
2.24864,180.27,0.128870,0.044248,0.084622,0.044168
2.24884,180.28,0.128726,0.044087,0.084639,0.044007
2.24904,180.30,0.128582,0.043927,0.084655,0.043846
2.24924,180.32,0.128440,0.043768,0.084672,0.043687
2.24944,180.33,0.128298,0.043609,0.084688,0.043529
2.24964,180.35,0.128157,0.043452,0.084705,0.043371
2.24984,180.36,0.128017,0.043295,0.084722,0.043215
2.25004,180.38,0.127878,0.043139,0.084738,0.043059
2.25024,180.40,0.127739,0.042984,0.084755,0.042904
2.25044,180.41,0.127602,0.042830,0.084772,0.042750
2.25064,180.43,0.127465,0.042677,0.084788,0.042596
2.25084,180.45,0.127329,0.042524,0.084805,0.042444
2.25104,180.46,0.127194,0.042373,0.084821,0.042292
2.25124,180.48,0.127060,0.042222,0.084838,0.042141
2.25144,180.49,0.126927,0.042072,0.084855,0.041991
2.25164,180.51,0.126794,0.041923,0.084871,0.041842
2.25184,180.53,0.126662,0.041774,0.084888,0.041693
2.25204,180.54,0.126531,0.041626,0.084905,0.041546
2.25224,180.56,0.126401,0.041480,0.084921,0.041399
2.25244,180.57,0.126271,0.041333,0.084938,0.041253
2.25264,180.59,0.126143,0.041188,0.084955,0.041107
2.25284,180.61,0.126015,0.041044,0.084971,0.040963
2.25304,180.62,0.125888,0.040900,0.084988,0.040819
2.25324,180.64,0.125761,0.040757,0.085005,0.040676
2.25344,180.65,0.125636,0.040614,0.085021,0.040533
2.25364,180.67,0.125511,0.040473,0.085038,0.040392
2.25384,180.69,0.125387,0.040332,0.085055,0.040251
2.25404,180.70,0.125263,0.040192,0.085071,0.040111
2.25424,180.72,0.125140,0.040052,0.085088,0.039972
2.25444,180.73,0.125019,0.039914,0.085105,0.039833
2.25464,180.75,0.124897,0.039776,0.085122,0.039695
2.25484,180.77,0.124777,0.039639,0.085138,0.039558
2.25504,180.78,0.124657,0.039502,0.085155,0.039421
2.25524,180.80,0.124538,0.039366,0.085172,0.039285
2.25544,180.81,0.124420,0.039231,0.085188,0.039150
2.25564,180.83,0.124302,0.039097,0.085205,0.039016
2.25584,180.85,0.124185,0.038963,0.085222,0.038882
2.25604,180.86,0.124069,0.038830,0.085239,0.038749
2.25624,180.88,0.123953,0.038698,0.085255,0.038617
2.25644,180.89,0.123838,0.038566,0.085272,0.038485
2.25664,180.91,0.123724,0.038435,0.085289,0.038354
2.25684,180.93,0.123610,0.038305,0.085306,0.038224
2.25704,180.94,0.123497,0.038175,0.085322,0.038094
2.25724,180.96,0.123385,0.038046,0.085339,0.037965
2.25744,180.97,0.123274,0.037918,0.085356,0.037836
2.25764,180.99,0.123163,0.037790,0.085373,0.037709
2.25784,181.01,0.123052,0.037663,0.085390,0.037582
2.25804,181.02,0.122943,0.037536,0.085406,0.037455
2.25824,181.04,0.122834,0.037410,0.085423,0.037329
2.25844,181.05,0.122725,0.037285,0.085440,0.037204
2.25864,181.07,0.122618,0.037161,0.085457,0.037080
2.25884,181.09,0.122510,0.037037,0.085474,0.036956
2.25904,181.10,0.122404,0.036914,0.085490,0.036832
2.25924,181.12,0.122298,0.036791,0.085507,0.036710
2.25944,181.13,0.122193,0.036669,0.085524,0.036587
2.25964,181.15,0.122088,0.036547,0.085541,0.036466
2.25984,181.17,0.121984,0.036426,0.085558,0.036345
2.26004,181.18,0.121881,0.036306,0.085575,0.036225
2.26024,181.20,0.121778,0.036186,0.085592,0.036105
2.26044,181.21,0.121676,0.036067,0.085608,0.035986
2.26064,181.23,0.121574,0.035949,0.085625,0.035868
2.26084,181.25,0.121473,0.035831,0.085642,0.035750
2.26104,181.26,0.121373,0.035714,0.085659,0.035632
2.26124,181.28,0.121273,0.035597,0.085676,0.035516
2.26144,181.29,0.121173,0.035481,0.085693,0.035399
2.26164,181.31,0.121075,0.035365,0.085710,0.035284
2.26184,181.33,0.120977,0.035250,0.085727,0.035169
2.26204,181.34,0.120879,0.035136,0.085743,0.035054
2.26224,181.36,0.120782,0.035022,0.085760,0.034940
2.26244,181.38,0.120686,0.034908,0.085777,0.034827
2.26264,181.39,0.120590,0.034795,0.085794,0.034714
2.26284,181.41,0.120494,0.034683,0.085811,0.034602
2.26304,181.42,0.120399,0.034571,0.085828,0.034490
2.26324,181.44,0.120305,0.034460,0.085845,0.034379
2.26344,181.46,0.120211,0.034350,0.085862,0.034268
2.26364,181.47,0.120118,0.034239,0.085879,0.034158
2.26384,181.49,0.120026,0.034130,0.085896,0.034048
2.26404,181.50,0.119933,0.034021,0.085913,0.033939
2.26424,181.52,0.119842,0.033912,0.085930,0.033831
2.26444,181.54,0.119751,0.033804,0.085947,0.033722
2.26464,181.55,0.119660,0.033697,0.085964,0.033615
2.26484,181.57,0.119570,0.033590,0.085981,0.033508
2.26504,181.58,0.119481,0.033483,0.085998,0.033401
2.26524,181.60,0.119392,0.033377,0.086014,0.033295
2.26544,181.62,0.119303,0.033272,0.086031,0.033190
2.26564,181.63,0.119215,0.033167,0.086048,0.033085
2.26584,181.65,0.119128,0.033062,0.086065,0.032980
2.26604,181.66,0.119041,0.032958,0.086082,0.032876
2.26624,181.68,0.118954,0.032855,0.086099,0.032773
2.26644,181.70,0.118868,0.032752,0.086116,0.032670
2.26664,181.71,0.118783,0.032649,0.086133,0.032567
2.26684,181.73,0.118698,0.032547,0.086150,0.032465
2.26704,181.74,0.118613,0.032445,0.086168,0.032364
2.26724,181.76,0.118529,0.032344,0.086185,0.032262
2.26744,181.78,0.118445,0.032244,0.086202,0.032162
2.26764,181.79,0.118362,0.032144,0.086219,0.032062
2.26784,181.81,0.118280,0.032044,0.086236,0.031962
2.26804,181.82,0.118197,0.031945,0.086253,0.031863
2.26824,181.84,0.118116,0.031846,0.086270,0.031764
2.26844,181.86,0.118034,0.031748,0.086287,0.031666
2.26864,181.87,0.117954,0.031650,0.086304,0.031568
2.26884,181.89,0.117873,0.031552,0.086321,0.031470
2.26904,181.90,0.117793,0.031455,0.086338,0.031373
2.26924,181.92,0.117714,0.031359,0.086355,0.031277
2.26944,181.94,0.117635,0.031263,0.086372,0.031181
2.26964,181.95,0.117556,0.031167,0.086389,0.031085
2.26984,181.97,0.117478,0.031072,0.086406,0.030990
2.27004,181.98,0.117401,0.030977,0.086423,0.030895
2.27024,182.00,0.117324,0.030883,0.086441,0.030801
2.27044,182.02,0.117247,0.030789,0.086458,0.030707
2.27064,182.03,0.117170,0.030696,0.086475,0.030613
2.27084,182.05,0.117094,0.030603,0.086492,0.030520
2.27104,182.06,0.117019,0.030510,0.086509,0.030428
2.27124,182.08,0.116944,0.030418,0.086526,0.030336
2.27144,182.10,0.116869,0.030326,0.086543,0.030244
2.27164,182.11,0.116795,0.030235,0.086560,0.030152
2.27184,182.13,0.116721,0.030144,0.086578,0.030061
2.27204,182.14,0.116648,0.030053,0.086595,0.029971
2.27224,182.16,0.116575,0.029963,0.086612,0.029881
2.27244,182.18,0.116502,0.029873,0.086629,0.029791
2.27264,182.19,0.116430,0.029784,0.086646,0.029702
2.27284,182.21,0.116358,0.029695,0.086663,0.029613
2.27304,182.22,0.116287,0.029607,0.086681,0.029524
2.27324,182.24,0.116216,0.029518,0.086698,0.029436
2.27344,182.26,0.116146,0.029431,0.086715,0.029348
2.27364,182.27,0.116076,0.029343,0.086732,0.029261
2.27384,182.29,0.116006,0.029256,0.086749,0.029174
2.27404,182.31,0.115936,0.029170,0.086767,0.029087
2.27424,182.32,0.115867,0.029084,0.086784,0.029001
2.27444,182.34,0.115799,0.028998,0.086801,0.028915
2.27464,182.35,0.115731,0.028913,0.086818,0.028830
2.27484,182.37,0.115663,0.028827,0.086835,0.028745
2.27504,182.39,0.115595,0.028743,0.086853,0.028660
2.27524,182.40,0.115528,0.028659,0.086870,0.028576
2.27544,182.42,0.115462,0.028575,0.086887,0.028492
2.27564,182.43,0.115395,0.028491,0.086904,0.028408
2.27584,182.45,0.115329,0.028408,0.086922,0.028325
2.27604,182.47,0.115264,0.028325,0.086939,0.028242
2.27624,182.48,0.115199,0.028243,0.086956,0.028160
2.27644,182.50,0.115134,0.028160,0.086973,0.028078
2.27664,182.51,0.115069,0.028079,0.086991,0.027996
2.27684,182.53,0.115005,0.027997,0.087008,0.027915
2.27704,182.55,0.114941,0.027916,0.087025,0.027834
2.27724,182.56,0.114878,0.027836,0.087042,0.027753
2.27744,182.58,0.114815,0.027755,0.087060,0.027673
2.27764,182.59,0.114752,0.027675,0.087077,0.027593
2.27784,182.61,0.114690,0.027596,0.087094,0.027513
2.27804,182.63,0.114628,0.027516,0.087112,0.027434
2.27824,182.64,0.114566,0.027437,0.087129,0.027355
2.27844,182.66,0.114505,0.027359,0.087146,0.027276
2.27864,182.67,0.114444,0.027281,0.087164,0.027198
2.27884,182.69,0.114384,0.027203,0.087181,0.027120
2.27904,182.71,0.114323,0.027125,0.087198,0.027042
2.27924,182.72,0.114263,0.027048,0.087216,0.026965
2.27944,182.74,0.114204,0.026971,0.087233,0.026888
2.27964,182.75,0.114144,0.026894,0.087250,0.026811
2.27984,182.77,0.114086,0.026818,0.087268,0.026735
2.28004,182.79,0.114027,0.026742,0.087285,0.026659
2.28024,182.80,0.113969,0.026666,0.087302,0.026583
2.28044,182.82,0.113911,0.026591,0.087320,0.026508
2.28064,182.83,0.113853,0.026516,0.087337,0.026433
2.28084,182.85,0.113796,0.026441,0.087354,0.026358
2.28104,182.87,0.113739,0.026367,0.087372,0.026284
2.28124,182.88,0.113682,0.026293,0.087389,0.026210
2.28144,182.90,0.113626,0.026219,0.087407,0.026136
2.28164,182.91,0.113570,0.026146,0.087424,0.026063
2.28184,182.93,0.113514,0.026073,0.087441,0.025990
