ppm,hz,total_with_exchange,total_carbon_bound,exchangeable pool (H2O/OH/COOH),EGDA CH3,EGMA CH3,AcOH CH3
2.04143,163.66,0.373012,0.307451,0.065561,0.000536,0.006684,0.300105
2.04163,163.67,0.376018,0.310445,0.065573,0.000538,0.006716,0.303066
2.04183,163.69,0.379068,0.313484,0.065584,0.000540,0.006748,0.306070
2.04203,163.71,0.382162,0.316566,0.065595,0.000542,0.006780,0.309118
2.04223,163.72,0.385300,0.319694,0.065607,0.000544,0.006812,0.312211
2.04243,163.74,0.388485,0.322867,0.065618,0.000547,0.006845,0.315350
2.04263,163.75,0.391717,0.326088,0.065629,0.000549,0.006878,0.318535
2.04283,163.77,0.394996,0.329356,0.065641,0.000551,0.006911,0.321768
2.04303,163.79,0.398324,0.332673,0.065652,0.000553,0.006944,0.325049
2.04323,163.80,0.401702,0.336039,0.065663,0.000556,0.006978,0.328379
2.04343,163.82,0.405130,0.339456,0.065675,0.000558,0.007012,0.331760
2.04363,163.83,0.408610,0.342924,0.065686,0.000560,0.007046,0.335192
2.04383,163.85,0.412143,0.346445,0.065697,0.000563,0.007080,0.338677
2.04403,163.87,0.415729,0.350020,0.065709,0.000565,0.007115,0.342214
2.04423,163.88,0.419369,0.353649,0.065720,0.000567,0.007149,0.345807
2.04443,163.90,0.423066,0.357335,0.065731,0.000570,0.007184,0.349454
2.04463,163.91,0.426820,0.361077,0.065743,0.000572,0.007220,0.353159
2.04483,163.93,0.430631,0.364877,0.065754,0.000574,0.007255,0.356921
2.04503,163.95,0.434502,0.368737,0.065765,0.000577,0.007291,0.360742
2.04523,163.96,0.438433,0.372657,0.065777,0.000579,0.007327,0.364624
2.04543,163.98,0.442427,0.376638,0.065788,0.000582,0.007364,0.368567
2.04563,163.99,0.446483,0.380683,0.065799,0.000584,0.007400,0.372572
2.04583,164.01,0.450603,0.384792,0.065811,0.000586,0.007437,0.376642
2.04603,164.03,0.454789,0.388967,0.065822,0.000589,0.007474,0.380777
2.04623,164.04,0.459042,0.393209,0.065834,0.000591,0.007512,0.384979
2.04643,164.06,0.463364,0.397519,0.065845,0.000594,0.007550,0.389248
2.04663,164.07,0.467755,0.401899,0.065856,0.000596,0.007588,0.393588
2.04683,164.09,0.472218,0.406350,0.065868,0.000599,0.007626,0.397998
2.04703,164.11,0.476753,0.410874,0.065879,0.000602,0.007665,0.402481
2.04723,164.12,0.481363,0.415473,0.065891,0.000604,0.007704,0.407038
2.04743,164.14,0.486049,0.420147,0.065902,0.000607,0.007743,0.411671
2.04763,164.15,0.490813,0.424899,0.065913,0.000609,0.007782,0.416381
2.04783,164.17,0.495655,0.429731,0.065925,0.000612,0.007822,0.421170
2.04803,164.19,0.500579,0.434643,0.065936,0.000615,0.007862,0.426039
2.04823,164.20,0.505586,0.439638,0.065948,0.000617,0.007903,0.430992
2.04843,164.22,0.510677,0.444718,0.065959,0.000620,0.007943,0.436028
2.04863,164.23,0.515855,0.449885,0.065970,0.000623,0.007984,0.441151
2.04883,164.25,0.521121,0.455140,0.065982,0.000625,0.008026,0.446361
2.04903,164.27,0.526478,0.460485,0.065993,0.000628,0.008068,0.451662
2.04923,164.28,0.531927,0.465922,0.066005,0.000631,0.008110,0.457055
2.04943,164.30,0.537470,0.471454,0.066016,0.000633,0.008152,0.462542
2.04963,164.32,0.543111,0.477083,0.066028,0.000636,0.008195,0.468125
2.04983,164.33,0.548849,0.482810,0.066039,0.000639,0.008238,0.473807
2.05003,164.35,0.554689,0.488639,0.066050,0.000642,0.008281,0.479589
2.05023,164.36,0.560632,0.494571,0.066062,0.000645,0.008325,0.485474
2.05043,164.38,0.566681,0.500608,0.066073,0.000648,0.008369,0.491465
2.05063,164.40,0.572838,0.506754,0.066085,0.000650,0.008413,0.497563
2.05083,164.41,0.579106,0.513010,0.066096,0.000653,0.008458,0.503772
2.05103,164.43,0.585487,0.519379,0.066108,0.000656,0.008503,0.510093
2.05123,164.44,0.591984,0.525865,0.066119,0.000659,0.008548,0.516530
2.05143,164.46,0.598599,0.532469,0.066131,0.000662,0.008594,0.523085
2.05163,164.48,0.605336,0.539194,0.066142,0.000665,0.008640,0.529762
2.05183,164.49,0.612197,0.546044,0.066153,0.000668,0.008687,0.536562
2.05203,164.51,0.619186,0.553021,0.066165,0.000671,0.008734,0.543489
2.05223,164.52,0.626304,0.560128,0.066176,0.000674,0.008781,0.550545
2.05243,164.54,0.633556,0.567368,0.066188,0.000677,0.008829,0.557735
2.05263,164.56,0.640945,0.574746,0.066199,0.000680,0.008877,0.565061
2.05283,164.57,0.648474,0.582263,0.066211,0.000683,0.008925,0.572527
2.05303,164.59,0.656146,0.589923,0.066222,0.000686,0.008974,0.580135
2.05323,164.60,0.663964,0.597731,0.066234,0.000690,0.009023,0.587890
2.05343,164.62,0.671934,0.605688,0.066245,0.000693,0.009073,0.595795
2.05363,164.64,0.680057,0.613800,0.066257,0.000696,0.009123,0.603854
2.05383,164.65,0.688339,0.622070,0.066268,0.000699,0.009173,0.612070
2.05403,164.67,0.696782,0.630502,0.066280,0.000702,0.009224,0.620448
2.05423,164.68,0.705392,0.639100,0.066291,0.000706,0.009276,0.628991
2.05443,164.70,0.714171,0.647868,0.066303,0.000709,0.009327,0.637704
2.05463,164.72,0.723125,0.656811,0.066314,0.000712,0.009380,0.646591
2.05483,164.73,0.732258,0.665932,0.066326,0.000715,0.009432,0.655657
2.05503,164.75,0.741575,0.675237,0.066337,0.000719,0.009485,0.664905
2.05523,164.76,0.751079,0.684730,0.066349,0.000722,0.009539,0.674342
2.05543,164.78,0.760777,0.694416,0.066360,0.000725,0.009593,0.683970
2.05563,164.80,0.770672,0.704300,0.066372,0.000729,0.009647,0.693796
2.05583,164.81,0.780771,0.714387,0.066383,0.000732,0.009702,0.703825
2.05603,164.83,0.791077,0.724683,0.066395,0.000736,0.009757,0.714061
2.05623,164.84,0.801598,0.735192,0.066406,0.000739,0.009813,0.724511
2.05643,164.86,0.812338,0.745920,0.066418,0.000743,0.009869,0.735180
2.05663,164.88,0.823303,0.756874,0.066429,0.000746,0.009926,0.746073
2.05683,164.89,0.834500,0.768059,0.066441,0.000750,0.009983,0.757197
2.05703,164.91,0.845933,0.779481,0.066453,0.000753,0.010041,0.768558
2.05723,164.92,0.857611,0.791146,0.066464,0.000757,0.010099,0.780162
2.05743,164.94,0.869538,0.803062,0.066476,0.000761,0.010158,0.792015
2.05763,164.96,0.881722,0.815235,0.066487,0.000764,0.010217,0.804125
2.05783,164.97,0.894170,0.827671,0.066499,0.000768,0.010277,0.816498
2.05803,164.99,0.906888,0.840378,0.066510,0.000772,0.010337,0.829141
2.05823,165.00,0.919885,0.853364,0.066522,0.000775,0.010398,0.842061
2.05843,165.02,0.933168,0.866635,0.066533,0.000779,0.010460,0.855267
2.05863,165.04,0.946744,0.880199,0.066545,0.000783,0.010522,0.868766
2.05883,165.05,0.960622,0.894066,0.066557,0.000787,0.010584,0.882567
2.05903,165.07,0.974810,0.908242,0.066568,0.000791,0.010647,0.896676
2.05923,165.08,0.989317,0.922737,0.066580,0.000794,0.010711,0.911104
2.05943,165.10,1.004151,0.937559,0.066591,0.000798,0.010775,0.925858
2.05963,165.12,1.019321,0.952718,0.066603,0.000802,0.010839,0.940948
2.05983,165.13,1.034837,0.968222,0.066614,0.000806,0.010905,0.956383
2.06003,165.15,1.050708,0.984082,0.066626,0.000810,0.010971,0.972173
2.06023,165.16,1.066945,1.000308,0.066638,0.000814,0.011037,0.988328
2.06043,165.18,1.083558,1.016909,0.066649,0.000818,0.011104,1.004857
2.06063,165.20,1.100557,1.033896,0.066661,0.000822,0.011172,1.021773
2.06083,165.21,1.117952,1.051280,0.066672,0.000826,0.011240,1.039085
2.06103,165.23,1.135756,1.069072,0.066684,0.000831,0.011309,1.056804
2.06123,165.25,1.153980,1.087285,0.066696,0.000835,0.011379,1.074943
2.06143,165.26,1.172636,1.105929,0.066707,0.000839,0.011449,1.093512
2.06163,165.28,1.191736,1.125017,0.066719,0.000843,0.011520,1.112525
2.06183,165.29,1.211292,1.144562,0.066730,0.000847,0.011591,1.131994
2.06203,165.31,1.231318,1.164576,0.066742,0.000852,0.011663,1.151932
2.06223,165.33,1.251827,1.185073,0.066754,0.000856,0.011736,1.172352
2.06243,165.34,1.272832,1.206067,0.066765,0.000860,0.011810,1.193268
2.06263,165.36,1.294349,1.227572,0.066777,0.000865,0.011884,1.214694
2.06283,165.37,1.316390,1.249602,0.066789,0.000869,0.011959,1.236645
2.06303,165.39,1.338972,1.272172,0.066800,0.000874,0.012034,1.259135
2.06323,165.41,1.362110,1.295298,0.066812,0.000878,0.012111,1.282180
2.06343,165.42,1.385818,1.318995,0.066823,0.000883,0.012188,1.305795
2.06363,165.44,1.410115,1.343280,0.066835,0.000887,0.012266,1.329998
2.06383,165.45,1.435015,1.368168,0.066847,0.000892,0.012344,1.354803
2.06403,165.47,1.460537,1.393678,0.066858,0.000896,0.012423,1.380229
2.06423,165.49,1.486697,1.419827,0.066870,0.000901,0.012503,1.406293
2.06443,165.50,1.513513,1.446632,0.066882,0.000906,0.012584,1.433012
2.06463,165.52,1.541005,1.474111,0.066893,0.000911,0.012666,1.460406
2.06483,165.53,1.569189,1.502284,0.066905,0.000915,0.012748,1.488491
2.06503,165.55,1.598086,1.531170,0.066917,0.000920,0.012831,1.517289
2.06523,165.57,1.627715,1.560787,0.066928,0.000925,0.012915,1.546817
2.06543,165.58,1.658096,1.591156,0.066940,0.000930,0.013000,1.577097
2.06563,165.60,1.689249,1.622298,0.066952,0.000935,0.013086,1.608148
2.06583,165.61,1.721195,1.654232,0.066963,0.000940,0.013172,1.639990
2.06603,165.63,1.753955,1.686980,0.066975,0.000945,0.013259,1.672646
2.06623,165.65,1.787549,1.720562,0.066987,0.000950,0.013347,1.706135
2.06643,165.66,1.822000,1.755001,0.066998,0.000955,0.013437,1.740480
2.06663,165.68,1.857329,1.790319,0.067010,0.000960,0.013526,1.775702
2.06683,165.69,1.893558,1.826536,0.067022,0.000965,0.013617,1.811824
2.06703,165.71,1.930709,1.863676,0.067033,0.000970,0.013709,1.848867
2.06723,165.73,1.968805,1.901760,0.067045,0.000976,0.013802,1.886853
2.06743,165.74,2.007867,1.940811,0.067057,0.000981,0.013895,1.925804
2.06763,165.76,2.047919,1.980850,0.067069,0.000986,0.013990,1.965744
2.06783,165.77,2.088981,2.021900,0.067080,0.000992,0.014085,2.006693
2.06803,165.79,2.131075,2.063983,0.067092,0.000997,0.014182,2.048674
2.06823,165.81,2.174224,2.107121,0.067104,0.001003,0.014279,2.091709
2.06843,165.82,2.218449,2.151333,0.067115,0.001008,0.014378,2.135817
2.06863,165.84,2.263769,2.196642,0.067127,0.001014,0.014477,2.181021
2.06883,165.85,2.310205,2.243066,0.067139,0.001019,0.014578,2.227339
2.06903,165.87,2.357775,2.290625,0.067151,0.001025,0.014679,2.274791
2.06923,165.89,2.406499,2.339337,0.067162,0.001031,0.014782,2.323394
2.06943,165.90,2.456392,2.389218,0.067174,0.001036,0.014886,2.373166
2.06963,165.92,2.507471,2.440285,0.067186,0.001042,0.014990,2.424122
2.06983,165.93,2.559748,2.492551,0.067197,0.001048,0.015096,2.476276
2.07003,165.95,2.613236,2.546027,0.067209,0.001054,0.015203,2.529640
2.07023,165.97,2.667946,2.600725,0.067221,0.001060,0.015311,2.584223
2.07043,165.98,2.723883,2.656650,0.067233,0.001066,0.015420,2.640034
2.07063,166.00,2.781054,2.713809,0.067244,0.001072,0.015531,2.697076
2.07083,166.01,2.839460,2.772203,0.067256,0.001078,0.015642,2.755353
2.07103,166.03,2.899099,2.831831,0.067268,0.001084,0.015755,2.814861
2.07123,166.05,2.959966,2.892686,0.067280,0.001090,0.015869,2.875596
2.07143,166.06,3.022052,2.954760,0.067291,0.001097,0.015984,2.937549
2.07163,166.08,3.085342,3.018039,0.067303,0.001103,0.016101,3.000704
2.07183,166.09,3.149818,3.082503,0.067315,0.001109,0.016219,3.065044
2.07203,166.11,3.215455,3.148128,0.067327,0.001116,0.016338,3.130544
2.07223,166.13,3.282222,3.214884,0.067339,0.001122,0.016458,3.197173
2.07243,166.14,3.350084,3.282733,0.067350,0.001129,0.016579,3.264895
2.07263,166.16,3.418995,3.351633,0.067362,0.001135,0.016702,3.333665
2.07283,166.17,3.488906,3.421532,0.067374,0.001142,0.016827,3.403433
2.07303,166.19,3.559756,3.492371,0.067386,0.001149,0.016952,3.474139
2.07323,166.21,3.631479,3.564081,0.067397,0.001155,0.017080,3.545716
2.07343,166.22,3.703997,3.636588,0.067409,0.001162,0.017208,3.618087
2.07363,166.24,3.777225,3.709804,0.067421,0.001169,0.017338,3.691166
2.07383,166.26,3.851066,3.783634,0.067433,0.001176,0.017469,3.764857
2.07403,166.27,3.925415,3.857971,0.067445,0.001183,0.017602,3.839054
2.07423,166.29,4.000155,3.932698,0.067456,0.001190,0.017737,3.913641
2.07443,166.30,4.075157,4.007689,0.067468,0.001197,0.017873,3.988488
2.07463,166.32,4.150282,4.082802,0.067480,0.001204,0.018010,4.063457
2.07483,166.34,4.225380,4.157889,0.067492,0.001212,0.018149,4.138397
2.07503,166.35,4.300289,4.232786,0.067504,0.001219,0.018290,4.213146
2.07523,166.37,4.374836,4.307321,0.067515,0.001226,0.018432,4.287531
2.07543,166.38,4.448836,4.381309,0.067527,0.001234,0.018576,4.361368
2.07563,166.40,4.522095,4.454555,0.067539,0.001241,0.018722,4.434461
2.07583,166.42,4.594406,4.526855,0.067551,0.001249,0.018869,4.506606
2.07603,166.43,4.665555,4.597993,0.067563,0.001257,0.019018,4.577587
2.07623,166.45,4.735320,4.667745,0.067575,0.001264,0.019169,4.647181
2.07643,166.46,4.803469,4.735882,0.067586,0.001272,0.019321,4.715158
2.07663,166.48,4.869765,4.802167,0.067598,0.001280,0.019476,4.781280
2.07683,166.50,4.933967,4.866356,0.067610,0.001288,0.019632,4.845305
2.07703,166.51,4.995829,4.928207,0.067622,0.001296,0.019790,4.906989
2.07723,166.53,5.055106,4.987472,0.067634,0.001304,0.019950,4.966086
2.07743,166.54,5.111552,5.043906,0.067646,0.001312,0.020112,5.022351
2.07763,166.56,5.164925,5.097268,0.067658,0.001320,0.020276,5.075540
2.07783,166.58,5.214989,5.147319,0.067669,0.001329,0.020441,5.125418
2.07803,166.59,5.261513,5.193831,0.067681,0.001337,0.020609,5.171753
2.07823,166.61,5.304278,5.236584,0.067693,0.001346,0.020779,5.214328
2.07843,166.62,5.343077,5.275372,0.067705,0.001354,0.020951,5.252935
2.07863,166.64,5.377717,5.310000,0.067717,0.001363,0.021125,5.287381
2.07883,166.66,5.408024,5.340296,0.067729,0.001372,0.021301,5.317491
2.07903,166.67,5.433841,5.366101,0.067741,0.001380,0.021480,5.343109
2.07923,166.69,5.455034,5.387281,0.067753,0.001389,0.021660,5.364100
2.07943,166.70,5.471490,5.403725,0.067764,0.001398,0.021843,5.380352
2.07963,166.72,5.483121,5.415345,0.067776,0.001407,0.022028,5.391777
2.07983,166.74,5.489866,5.422078,0.067788,0.001416,0.022216,5.398314
2.08003,166.75,5.491689,5.423889,0.067800,0.001426,0.022405,5.399926
2.08023,166.77,5.488581,5.420769,0.067812,0.001435,0.022598,5.396604
2.08043,166.78,5.480561,5.412737,0.067824,0.001444,0.022792,5.388368
2.08063,166.80,5.467672,5.399836,0.067836,0.001454,0.022990,5.375261
2.08083,166.82,5.449987,5.382140,0.067848,0.001464,0.023189,5.357355
2.08103,166.83,5.427602,5.359743,0.067860,0.001473,0.023392,5.334746
2.08123,166.85,5.400637,5.332766,0.067871,0.001483,0.023597,5.307554
2.08143,166.86,5.369235,5.301351,0.067883,0.001493,0.023804,5.275922
2.08163,166.88,5.333558,5.265663,0.067895,0.001503,0.024014,5.240013
2.08183,166.90,5.293788,5.225881,0.067907,0.001513,0.024228,5.200008
2.08203,166.91,5.250123,5.182204,0.067919,0.001523,0.024443,5.156105
2.08223,166.93,5.202775,5.134844,0.067931,0.001534,0.024662,5.108516
2.08243,166.94,5.151967,5.084024,0.067943,0.001544,0.024884,5.057464
2.08263,166.96,5.097932,5.029977,0.067955,0.001554,0.025108,5.003182
2.08283,166.98,5.040908,4.972941,0.067967,0.001565,0.025336,4.945908
2.08303,166.99,4.981139,4.913161,0.067979,0.001576,0.025566,4.885886
2.08323,167.01,4.918872,4.850882,0.067991,0.001587,0.025800,4.823362
2.08343,167.02,4.854352,4.786349,0.068003,0.001598,0.026037,4.758582
2.08363,167.04,4.787823,4.719809,0.068015,0.001609,0.026277,4.691790
2.08383,167.06,4.719526,4.651499,0.068027,0.001620,0.026520,4.623226
2.08403,167.07,4.649695,4.581656,0.068039,0.001631,0.026767,4.553126
2.08423,167.09,4.578559,4.510509,0.068051,0.001642,0.027017,4.481716
2.08443,167.10,4.506339,4.438277,0.068062,0.001654,0.027271,4.409219
2.08463,167.12,4.433246,4.365171,0.068074,0.001666,0.027528,4.335845
2.08483,167.14,4.359482,4.291395,0.068086,0.001677,0.027789,4.261797
2.08503,167.15,4.285238,4.217140,0.068098,0.001689,0.028053,4.187265
2.08523,167.17,4.210696,4.142586,0.068110,0.001701,0.028321,4.112430
2.08543,167.19,4.136024,4.067902,0.068122,0.001713,0.028593,4.037463
2.08563,167.20,4.061381,3.993247,0.068134,0.001726,0.028869,3.962520
2.08583,167.22,3.986913,3.918767,0.068146,0.001738,0.029148,3.887748
2.08603,167.23,3.912756,3.844598,0.068158,0.001751,0.029432,3.813283
2.08623,167.25,3.839034,3.770864,0.068170,0.001763,0.029720,3.739248
2.08643,167.27,3.765860,3.697678,0.068182,0.001776,0.030012,3.665757
2.08663,167.28,3.693337,3.625143,0.068194,0.001789,0.030308,3.592913
2.08683,167.30,3.621558,3.553352,0.068206,0.001802,0.030608,3.520808
2.08703,167.31,3.550605,3.482386,0.068218,0.001815,0.030913,3.449525
2.08723,167.33,3.480551,3.412321,0.068230,0.001829,0.031222,3.379137
2.08743,167.35,3.411462,3.343220,0.068242,0.001842,0.031536,3.309709
2.08763,167.36,3.343395,3.275140,0.068254,0.001856,0.031855,3.241297
2.08783,167.38,3.276396,3.208130,0.068266,0.001870,0.032178,3.173949
2.08803,167.39,3.210509,3.142231,0.068278,0.001884,0.032506,3.107708
2.08823,167.41,3.145768,3.077477,0.068290,0.001898,0.032839,3.042607
2.08843,167.43,3.082200,3.013898,0.068302,0.001912,0.033177,2.978675
2.08863,167.44,3.019829,2.951515,0.068314,0.001926,0.033521,2.915935
2.08883,167.46,2.958673,2.890346,0.068326,0.001941,0.033869,2.854403
2.08903,167.47,2.898743,2.830404,0.068338,0.001956,0.034223,2.794092
2.08923,167.49,2.840047,2.771697,0.068351,0.001971,0.034582,2.735011
2.08943,167.51,2.782591,2.714228,0.068363,0.001986,0.034947,2.677162
2.08963,167.52,2.726373,2.657999,0.068375,0.002001,0.035317,2.620547
2.08983,167.54,2.671393,2.603006,0.068387,0.002017,0.035694,2.565162
2.09003,167.55,2.617643,2.549244,0.068399,0.002032,0.036076,2.511003
2.09023,167.57,2.565116,2.496705,0.068411,0.002048,0.036464,2.458060
2.09043,167.59,2.513801,2.445378,0.068423,0.002064,0.036858,2.406322
2.09063,167.60,2.463686,2.395251,0.068435,0.002080,0.037259,2.355778
2.09083,167.62,2.414756,2.346309,0.068447,0.002097,0.037666,2.306413
2.09103,167.63,2.366996,2.298537,0.068459,0.002113,0.038079,2.258211
2.09123,167.65,2.320389,2.251917,0.068471,0.002130,0.038499,2.211154
2.09143,167.67,2.274915,2.206432,0.068483,0.002147,0.038926,2.165225
2.09163,167.68,2.230557,2.162062,0.068495,0.002164,0.039360,2.120403
2.09183,167.70,2.187294,2.118786,0.068507,0.002181,0.039801,2.076670
2.09203,167.71,2.145105,2.076585,0.068519,0.002199,0.040250,2.034003
2.09223,167.73,2.103970,2.035438,0.068531,0.002217,0.040706,1.992382
2.09243,167.75,2.063866,1.995323,0.068544,0.002235,0.041169,1.951785
2.09263,167.76,2.024773,1.956217,0.068556,0.002253,0.041640,1.912190
2.09283,167.78,1.986668,1.918100,0.068568,0.002271,0.042119,1.873576
2.09303,167.79,1.949529,1.880949,0.068580,0.002290,0.042606,1.835919
2.09323,167.81,1.913335,1.844743,0.068592,0.002309,0.043101,1.799199
2.09343,167.83,1.878062,1.809458,0.068604,0.002328,0.043605,1.763391
2.09363,167.84,1.843690,1.775074,0.068616,0.002347,0.044117,1.728476
2.09383,167.86,1.810197,1.741569,0.068628,0.002367,0.044638,1.694430
2.09403,167.87,1.777561,1.708921,0.068640,0.002387,0.045168,1.661232
2.09423,167.89,1.745762,1.677109,0.068653,0.002407,0.045708,1.628861
2.09443,167.91,1.714777,1.646112,0.068665,0.002427,0.046256,1.597295
2.09463,167.92,1.684587,1.615910,0.068677,0.002448,0.046815,1.566514
2.09483,167.94,1.655171,1.586482,0.068689,0.002468,0.047383,1.536497
2.09503,167.95,1.626510,1.557809,0.068701,0.002490,0.047961,1.507224
2.09523,167.97,1.598583,1.529870,0.068713,0.002511,0.048550,1.478675
2.09543,167.99,1.571373,1.502648,0.068725,0.002533,0.049149,1.450832
2.09563,168.00,1.544859,1.476122,0.068737,0.002554,0.049759,1.423674
2.09583,168.02,1.519025,1.450275,0.068750,0.002577,0.050380,1.397184
2.09603,168.03,1.493851,1.425089,0.068762,0.002599,0.051012,1.371344
2.09623,168.05,1.469320,1.400547,0.068774,0.002622,0.051655,1.346135
2.09643,168.07,1.445417,1.376631,0.068786,0.002645,0.052311,1.321540
2.09663,168.08,1.422123,1.353325,0.068798,0.002668,0.052979,1.297543
2.09683,168.10,1.399423,1.330613,0.068810,0.002692,0.053659,1.274127
2.09703,168.12,1.377301,1.308478,0.068822,0.002716,0.054351,1.251276
2.09723,168.13,1.355742,1.286907,0.068835,0.002740,0.055057,1.228975
2.09743,168.15,1.334730,1.265884,0.068847,0.002765,0.055776,1.207208
2.09763,168.16,1.314253,1.245394,0.068859,0.002790,0.056509,1.185960
2.09783,168.18,1.294294,1.225423,0.068871,0.002815,0.057255,1.165218
2.09803,168.20,1.274842,1.205958,0.068883,0.002841,0.058016,1.144966
2.09823,168.21,1.255882,1.186986,0.068896,0.002867,0.058792,1.125193
2.09843,168.23,1.237401,1.168494,0.068908,0.002893,0.059583,1.105883
2.09863,168.24,1.219388,1.150468,0.068920,0.002920,0.060388,1.087025
2.09883,168.26,1.201830,1.132898,0.068932,0.002947,0.061210,1.068606
2.09903,168.28,1.184716,1.115772,0.068944,0.002974,0.062048,1.050614
2.09923,168.29,1.168033,1.099077,0.068956,0.003002,0.062902,1.033037
2.09943,168.31,1.151772,1.082803,0.068969,0.003030,0.063774,1.015864
2.09963,168.32,1.135921,1.066940,0.068981,0.003059,0.064663,0.999084
2.09983,168.34,1.120470,1.051477,0.068993,0.003088,0.065569,0.982685
2.10004,168.36,1.105410,1.036405,0.069005,0.003117,0.066494,0.966658
2.10024,168.37,1.090730,1.021712,0.069018,0.003147,0.067438,0.950992
2.10044,168.39,1.076421,1.007391,0.069030,0.003177,0.068401,0.935678
2.10064,168.40,1.062474,0.993432,0.069042,0.003208,0.069383,0.920705
2.10084,168.42,1.048880,0.979826,0.069054,0.003239,0.070386,0.906065
2.10104,168.44,1.035631,0.966565,0.069066,0.003270,0.071410,0.891749
2.10124,168.45,1.022719,0.953641,0.069079,0.003302,0.072455,0.877748
2.10144,168.47,1.010136,0.941045,0.069091,0.003335,0.073522,0.864053
2.10164,168.48,0.997874,0.928771,0.069103,0.003368,0.074611,0.850657
2.10184,168.50,0.985926,0.916811,0.069115,0.003401,0.075724,0.837550
2.10204,168.52,0.974285,0.905157,0.069128,0.003435,0.076860,0.824727
2.10224,168.53,0.962943,0.893803,0.069140,0.003469,0.078021,0.812178
2.10244,168.55,0.951895,0.882743,0.069152,0.003504,0.079206,0.799897
2.10264,168.56,0.941134,0.871970,0.069164,0.003539,0.080417,0.787877
2.10284,168.58,0.930653,0.861477,0.069177,0.003575,0.081654,0.776111
2.10304,168.60,0.920448,0.851259,0.069189,0.003612,0.082919,0.764592
2.10324,168.61,0.910511,0.841310,0.069201,0.003649,0.084211,0.753315
2.10344,168.63,0.900839,0.831625,0.069213,0.003686,0.085532,0.742271
2.10364,168.64,0.891424,0.822199,0.069226,0.003725,0.086882,0.731456
2.10384,168.66,0.882263,0.813025,0.069238,0.003763,0.088262,0.720864
2.10404,168.68,0.873351,0.804100,0.069250,0.003803,0.089673,0.710489
2.10424,168.69,0.864682,0.795419,0.069262,0.003842,0.091116,0.700325
2.10444,168.71,0.856252,0.786978,0.069275,0.003883,0.092591,0.690367
2.10464,168.72,0.848058,0.778771,0.069287,0.003924,0.094100,0.680610
2.10484,168.74,0.840094,0.770795,0.069299,0.003966,0.095644,0.671049
2.10504,168.76,0.832358,0.763046,0.069312,0.004008,0.097223,0.661678
2.10524,168.77,0.824844,0.755520,0.069324,0.004052,0.098839,0.652494
2.10544,168.79,0.817550,0.748214,0.069336,0.004095,0.100492,0.643491
2.10564,168.80,0.810473,0.741124,0.069349,0.004140,0.102184,0.634664
2.10584,168.82,0.803608,0.734247,0.069361,0.004185,0.103915,0.626011
2.10604,168.84,0.796953,0.727580,0.069373,0.004231,0.105687,0.617525
2.10624,168.85,0.790504,0.721119,0.069385,0.004278,0.107501,0.609204
2.10644,168.87,0.784260,0.714862,0.069398,0.004325,0.109358,0.601042
2.10664,168.88,0.778217,0.708807,0.069410,0.004373,0.111260,0.593037
2.10684,168.90,0.772373,0.702951,0.069422,0.004422,0.113207,0.585185
2.10704,168.92,0.766725,0.697291,0.069435,0.004472,0.115201,0.577481
2.10724,168.93,0.761272,0.691825,0.069447,0.004523,0.117243,0.569923
2.10744,168.95,0.756011,0.686551,0.069459,0.004574,0.119335,0.562506
2.10764,168.96,0.750940,0.681468,0.069472,0.004627,0.121478,0.555227
2.10784,168.98,0.746057,0.676573,0.069484,0.004680,0.123673,0.548084
2.10804,169.00,0.741362,0.671865,0.069496,0.004734,0.125922,0.541073
2.10824,169.01,0.736851,0.667342,0.069509,0.004789,0.128227,0.534190
2.10844,169.03,0.732525,0.663003,0.069521,0.004845,0.130589,0.527433
2.10864,169.05,0.728380,0.658847,0.069533,0.004902,0.133009,0.520799
2.10884,169.06,0.724418,0.654872,0.069546,0.004960,0.135490,0.514285
2.10904,169.08,0.720635,0.651077,0.069558,0.005019,0.138033,0.507889
2.10924,169.09,0.717032,0.647461,0.069571,0.005079,0.140639,0.501607
2.10944,169.11,0.713607,0.644024,0.069583,0.005140,0.143311,0.495437
2.10964,169.13,0.710361,0.640765,0.069595,0.005202,0.146051,0.489376
2.10984,169.14,0.707291,0.637684,0.069608,0.005265,0.148860,0.483422
2.11004,169.16,0.704399,0.634779,0.069620,0.005329,0.151740,0.477573
2.11024,169.17,0.701683,0.632050,0.069632,0.005394,0.154693,0.471826
2.11044,169.19,0.699143,0.629498,0.069645,0.005461,0.157721,0.466179
2.11064,169.21,0.696779,0.627121,0.069657,0.005529,0.160827,0.460629
2.11084,169.22,0.694591,0.624921,0.069670,0.005598,0.164011,0.455175
2.11104,169.24,0.692578,0.622897,0.069682,0.005668,0.167277,0.449814
2.11124,169.25,0.690742,0.621048,0.069694,0.005740,0.170626,0.444545
2.11144,169.27,0.689082,0.619376,0.069707,0.005812,0.174061,0.439365
2.11164,169.29,0.687599,0.617880,0.069719,0.005887,0.177584,0.434272
2.11184,169.30,0.686293,0.616561,0.069731,0.005962,0.181196,0.429265
2.11204,169.32,0.685163,0.615419,0.069744,0.006039,0.184901,0.424342
2.11224,169.33,0.684211,0.614455,0.069756,0.006118,0.188700,0.419501
2.11244,169.35,0.683438,0.613669,0.069769,0.006197,0.192595,0.414739
2.11264,169.37,0.682843,0.613062,0.069781,0.006279,0.196590,0.410056
