ppm,hz,total_with_exchange,total_carbon_bound,exchangeable pool (H2O/OH/COOH),EG O-CH2
3.40006,272.58,0.377045,0.005476,0.371569,0.005174
3.40046,272.61,0.377361,0.005492,0.371870,0.005190
3.40086,272.64,0.377678,0.005507,0.372171,0.005206
3.40126,272.67,0.377995,0.005523,0.372472,0.005222
3.40166,272.70,0.378313,0.005539,0.372774,0.005239
3.40206,272.74,0.378631,0.005555,0.373076,0.005255
3.40246,272.77,0.378950,0.005571,0.373378,0.005271
3.40286,272.80,0.379269,0.005588,0.373681,0.005288
3.40326,272.83,0.379588,0.005604,0.373985,0.005304
3.40366,272.86,0.379908,0.005620,0.374288,0.005321
3.40406,272.90,0.380229,0.005637,0.374592,0.005337
3.40446,272.93,0.380550,0.005653,0.374896,0.005354
3.40486,272.96,0.380871,0.005670,0.375201,0.005371
3.40526,272.99,0.381193,0.005687,0.375506,0.005388
3.40566,273.02,0.381515,0.005703,0.375811,0.005404
3.40606,273.06,0.381837,0.005720,0.376117,0.005421
3.40646,273.09,0.382160,0.005737,0.376423,0.005439
3.40686,273.12,0.382484,0.005754,0.376730,0.005456
3.40726,273.15,0.382808,0.005771,0.377037,0.005473
3.40766,273.19,0.383132,0.005788,0.377344,0.005490
3.40806,273.22,0.383457,0.005806,0.377652,0.005508
3.40846,273.25,0.383783,0.005823,0.377960,0.005525
3.40886,273.28,0.384108,0.005840,0.378268,0.005543
3.40926,273.31,0.384435,0.005858,0.378577,0.005561
3.40966,273.35,0.384761,0.005875,0.378886,0.005578
3.41006,273.38,0.385088,0.005893,0.379195,0.005596
3.41046,273.41,0.385416,0.005911,0.379505,0.005614
3.41086,273.44,0.385744,0.005929,0.379815,0.005632
3.41126,273.47,0.386073,0.005947,0.380126,0.005650
3.41166,273.51,0.386402,0.005965,0.380437,0.005668
3.41206,273.54,0.386731,0.005983,0.380748,0.005687
3.41246,273.57,0.387061,0.006001,0.381060,0.005705
3.41286,273.60,0.387391,0.006019,0.381372,0.005723
3.41326,273.63,0.387722,0.006037,0.381685,0.005742
3.41366,273.67,0.388054,0.006056,0.381998,0.005761
3.41406,273.70,0.388385,0.006074,0.382311,0.005779
3.41446,273.73,0.388718,0.006093,0.382625,0.005798
3.41486,273.76,0.389050,0.006112,0.382939,0.005817
3.41526,273.79,0.389384,0.006131,0.383253,0.005836
3.41566,273.83,0.389717,0.006150,0.383568,0.005855
3.41606,273.86,0.390052,0.006169,0.383883,0.005874
3.41646,273.89,0.390386,0.006188,0.384199,0.005894
3.41686,273.92,0.390721,0.006207,0.384514,0.005913
3.41726,273.95,0.391057,0.006226,0.384831,0.005933
3.41766,273.99,0.391393,0.006246,0.385147,0.005952
3.41806,274.02,0.391730,0.006265,0.385465,0.005972
3.41846,274.05,0.392067,0.006285,0.385782,0.005992
3.41886,274.08,0.392404,0.006304,0.386100,0.006011
3.41926,274.11,0.392742,0.006324,0.386418,0.006031
3.41966,274.15,0.393081,0.006344,0.386737,0.006051
3.42006,274.18,0.393420,0.006364,0.387056,0.006072
3.42046,274.21,0.393759,0.006384,0.387375,0.006092
3.42086,274.24,0.394099,0.006404,0.387695,0.006112
3.42126,274.28,0.394440,0.006425,0.388015,0.006133
3.42166,274.31,0.394781,0.006445,0.388336,0.006153
3.42206,274.34,0.395122,0.006466,0.388657,0.006174
3.42246,274.37,0.395464,0.006486,0.388978,0.006195
3.42286,274.40,0.395807,0.006507,0.389300,0.006216
3.42326,274.44,0.396150,0.006528,0.389622,0.006237
3.42366,274.47,0.396493,0.006549,0.389945,0.006258
3.42406,274.50,0.396837,0.006570,0.390268,0.006279
3.42446,274.53,0.397182,0.006591,0.390591,0.006300
3.42486,274.56,0.397527,0.006612,0.390915,0.006322
3.42526,274.60,0.397872,0.006633,0.391239,0.006343
3.42566,274.63,0.398218,0.006655,0.391563,0.006365
3.42606,274.66,0.398565,0.006676,0.391888,0.006387
3.42646,274.69,0.398912,0.006698,0.392214,0.006408
3.42686,274.72,0.399259,0.006720,0.392539,0.006430
3.42726,274.76,0.399607,0.006742,0.392866,0.006452
3.42766,274.79,0.399956,0.006764,0.393192,0.006475
3.42806,274.82,0.400305,0.006786,0.393519,0.006497
3.42846,274.85,0.400655,0.006808,0.393846,0.006519
3.42886,274.88,0.401005,0.006831,0.394174,0.006542
3.42926,274.92,0.401355,0.006853,0.394502,0.006565
3.42966,274.95,0.401707,0.006876,0.394831,0.006587
3.43006,274.98,0.402058,0.006898,0.395160,0.006610
3.43046,275.01,0.402410,0.006921,0.395489,0.006633
3.43086,275.04,0.402763,0.006944,0.395819,0.006656
3.43126,275.08,0.403116,0.006967,0.396149,0.006680
3.43166,275.11,0.403470,0.006991,0.396480,0.006703
3.43206,275.14,0.403825,0.007014,0.396811,0.006727
3.43246,275.17,0.404179,0.007037,0.397142,0.006750
3.43286,275.21,0.404535,0.007061,0.397474,0.006774
3.43326,275.24,0.404891,0.007085,0.397806,0.006798
3.43366,275.27,0.405247,0.007108,0.398139,0.006822
3.43406,275.30,0.405604,0.007132,0.398472,0.006846
3.43446,275.33,0.405962,0.007157,0.398805,0.006870
3.43486,275.37,0.406320,0.007181,0.399139,0.006895
3.43526,275.40,0.406679,0.007205,0.399473,0.006919
3.43566,275.43,0.407038,0.007230,0.399808,0.006944
3.43606,275.46,0.407398,0.007254,0.400143,0.006969
3.43646,275.49,0.407758,0.007279,0.400479,0.006994
3.43686,275.53,0.408119,0.007304,0.400815,0.007019
3.43726,275.56,0.408480,0.007329,0.401151,0.007044
3.43766,275.59,0.408842,0.007354,0.401488,0.007069
3.43806,275.62,0.409204,0.007379,0.401825,0.007095
3.43846,275.65,0.409567,0.007405,0.402163,0.007120
3.43886,275.69,0.409931,0.007430,0.402501,0.007146
3.43926,275.72,0.410295,0.007456,0.402839,0.007172
3.43966,275.75,0.410660,0.007482,0.403178,0.007198
3.44006,275.78,0.411025,0.007508,0.403517,0.007224
3.44046,275.81,0.411391,0.007534,0.403857,0.007250
3.44086,275.85,0.411758,0.007560,0.404197,0.007277
3.44126,275.88,0.412125,0.007587,0.404538,0.007303
3.44166,275.91,0.412492,0.007613,0.404879,0.007330
3.44206,275.94,0.412860,0.007640,0.405220,0.007357
3.44246,275.97,0.413229,0.007667,0.405562,0.007384
3.44286,276.01,0.413598,0.007694,0.405904,0.007411
3.44326,276.04,0.413968,0.007721,0.406247,0.007438
3.44366,276.07,0.414339,0.007748,0.406590,0.007466
3.44406,276.10,0.414710,0.007776,0.406934,0.007494
3.44446,276.14,0.415081,0.007803,0.407278,0.007521
3.44486,276.17,0.415453,0.007831,0.407622,0.007549
3.44526,276.20,0.415826,0.007859,0.407967,0.007577
3.44566,276.23,0.416200,0.007887,0.408312,0.007606
3.44606,276.26,0.416574,0.007915,0.408658,0.007634
3.44646,276.30,0.416948,0.007944,0.409004,0.007663
3.44686,276.33,0.417323,0.007972,0.409351,0.007691
3.44726,276.36,0.417699,0.008001,0.409698,0.007720
3.44766,276.39,0.418075,0.008030,0.410045,0.007749
3.44806,276.42,0.418452,0.008059,0.410393,0.007779
3.44846,276.46,0.418830,0.008088,0.410741,0.007808
3.44886,276.49,0.419208,0.008118,0.411090,0.007837
3.44926,276.52,0.419587,0.008147,0.411439,0.007867
3.44966,276.55,0.419966,0.008177,0.411789,0.007897
3.45006,276.58,0.420346,0.008207,0.412139,0.007927
3.45046,276.62,0.420727,0.008237,0.412490,0.007957
3.45086,276.65,0.421108,0.008267,0.412841,0.007988
3.45126,276.68,0.421490,0.008298,0.413192,0.008018
3.45166,276.71,0.421872,0.008328,0.413544,0.008049
3.45206,276.74,0.422255,0.008359,0.413896,0.008080
3.45246,276.78,0.422639,0.008390,0.414249,0.008111
3.45286,276.81,0.423023,0.008421,0.414602,0.008142
3.45326,276.84,0.423408,0.008452,0.414956,0.008174
3.45366,276.87,0.423794,0.008484,0.415310,0.008206
3.45406,276.90,0.424180,0.008516,0.415664,0.008237
3.45446,276.94,0.424567,0.008547,0.416019,0.008269
3.45486,276.97,0.424954,0.008580,0.416375,0.008302
3.45526,277.00,0.425342,0.008612,0.416730,0.008334
3.45566,277.03,0.425731,0.008644,0.417087,0.008367
3.45606,277.07,0.426120,0.008677,0.417443,0.008399
3.45646,277.10,0.426510,0.008710,0.417801,0.008432
3.45686,277.13,0.426901,0.008743,0.418158,0.008466
3.45726,277.16,0.427292,0.008776,0.418516,0.008499
3.45766,277.19,0.427684,0.008809,0.418875,0.008533
3.45806,277.23,0.428077,0.008843,0.419234,0.008566
3.45846,277.26,0.428470,0.008877,0.419593,0.008600
3.45886,277.29,0.428864,0.008911,0.419953,0.008634
3.45926,277.32,0.429259,0.008945,0.420314,0.008669
3.45966,277.35,0.429654,0.008979,0.420675,0.008703
3.46006,277.39,0.430050,0.009014,0.421036,0.008738
3.46046,277.42,0.430446,0.009049,0.421398,0.008773
3.46086,277.45,0.430844,0.009084,0.421760,0.008808
3.46126,277.48,0.431242,0.009119,0.422123,0.008844
3.46166,277.51,0.431640,0.009154,0.422486,0.008879
3.46206,277.55,0.432040,0.009190,0.422849,0.008915
3.46246,277.58,0.432439,0.009226,0.423213,0.008951
3.46286,277.61,0.432840,0.009262,0.423578,0.008988
3.46326,277.64,0.433241,0.009299,0.423943,0.009024
3.46366,277.67,0.433644,0.009335,0.424308,0.009061
3.46406,277.71,0.434046,0.009372,0.424674,0.009098
3.46446,277.74,0.434450,0.009409,0.425041,0.009135
3.46486,277.77,0.434854,0.009446,0.425408,0.009172
3.46526,277.80,0.435259,0.009484,0.425775,0.009210
3.46566,277.83,0.435664,0.009521,0.426143,0.009248
3.46606,277.87,0.436070,0.009559,0.426511,0.009286
3.46646,277.90,0.436477,0.009597,0.426880,0.009324
3.46686,277.93,0.436885,0.009636,0.427249,0.009363
3.46726,277.96,0.437293,0.009675,0.427619,0.009402
3.46766,278.00,0.437702,0.009713,0.427989,0.009441
3.46806,278.03,0.438112,0.009753,0.428359,0.009480
3.46846,278.06,0.438522,0.009792,0.428730,0.009520
3.46886,278.09,0.438934,0.009832,0.429102,0.009559
3.46926,278.12,0.439346,0.009871,0.429474,0.009599
3.46966,278.16,0.439758,0.009912,0.429847,0.009640
3.47006,278.19,0.440172,0.009952,0.430220,0.009680
3.47046,278.22,0.440586,0.009993,0.430593,0.009721
3.47086,278.25,0.441001,0.010034,0.430967,0.009762
3.47126,278.28,0.441416,0.010075,0.431341,0.009803
3.47166,278.32,0.441833,0.010116,0.431716,0.009845
3.47206,278.35,0.442250,0.010158,0.432092,0.009887
3.47246,278.38,0.442667,0.010200,0.432468,0.009929
3.47286,278.41,0.443086,0.010242,0.432844,0.009971
3.47326,278.44,0.443505,0.010285,0.433221,0.010014
3.47366,278.48,0.443926,0.010327,0.433598,0.010057
3.47406,278.51,0.444346,0.010370,0.433976,0.010100
3.47446,278.54,0.444768,0.010414,0.434354,0.010144
3.47486,278.57,0.445190,0.010457,0.434733,0.010187
3.47526,278.60,0.445614,0.010501,0.435113,0.010231
3.47566,278.64,0.446038,0.010545,0.435492,0.010276
3.47606,278.67,0.446462,0.010590,0.435873,0.010320
3.47646,278.70,0.446888,0.010635,0.436253,0.010365
3.47686,278.73,0.447314,0.010680,0.436635,0.010411
3.47726,278.76,0.447741,0.010725,0.437016,0.010456
3.47766,278.80,0.448169,0.010771,0.437399,0.010502
3.47806,278.83,0.448598,0.010817,0.437781,0.010548
3.47846,278.86,0.449027,0.010863,0.438164,0.010594
3.47886,278.89,0.449458,0.010909,0.438548,0.010641
3.47926,278.93,0.449889,0.010956,0.438932,0.010688
3.47966,278.96,0.450321,0.011003,0.439317,0.010735
3.48006,278.99,0.450753,0.011051,0.439702,0.010783
3.48046,279.02,0.451187,0.011099,0.440088,0.010831
3.48086,279.05,0.451621,0.011147,0.440474,0.010879
3.48126,279.09,0.452056,0.011195,0.440861,0.010928
3.48166,279.12,0.452492,0.011244,0.441248,0.010977
3.48206,279.15,0.452929,0.011293,0.441636,0.011026
3.48246,279.18,0.453367,0.011343,0.442024,0.011076
3.48286,279.21,0.453805,0.011393,0.442413,0.011126
3.48326,279.25,0.454245,0.011443,0.442802,0.011176
3.48366,279.28,0.454685,0.011493,0.443192,0.011227
3.48406,279.31,0.455126,0.011544,0.443582,0.011278
3.48446,279.34,0.455568,0.011595,0.443973,0.011329
3.48486,279.37,0.456011,0.011647,0.444364,0.011381
3.48526,279.41,0.456454,0.011698,0.444756,0.011433
3.48566,279.44,0.456899,0.011751,0.445148,0.011485
3.48606,279.47,0.457344,0.011803,0.445541,0.011538
3.48646,279.50,0.457790,0.011856,0.445934,0.011591
3.48686,279.53,0.458238,0.011910,0.446328,0.011644
3.48726,279.57,0.458686,0.011963,0.446722,0.011698
3.48766,279.60,0.459134,0.012017,0.447117,0.011752
3.48806,279.63,0.459584,0.012072,0.447513,0.011807
3.48846,279.66,0.460035,0.012127,0.447908,0.011862
3.48886,279.69,0.460487,0.012182,0.448305,0.011917
3.48926,279.73,0.460939,0.012237,0.448702,0.011973
3.48966,279.76,0.461392,0.012293,0.449099,0.012029
3.49006,279.79,0.461847,0.012350,0.449497,0.012086
3.49046,279.82,0.462302,0.012406,0.449896,0.012142
3.49086,279.86,0.462758,0.012464,0.450295,0.012200
3.49126,279.89,0.463215,0.012521,0.450694,0.012258
3.49166,279.92,0.463673,0.012579,0.451094,0.012316
3.49206,279.95,0.464132,0.012638,0.451495,0.012374
3.49246,279.98,0.464592,0.012696,0.451896,0.012433
3.49286,280.02,0.465053,0.012756,0.452297,0.012493
3.49326,280.05,0.465515,0.012815,0.452700,0.012552
3.49366,280.08,0.465978,0.012875,0.453102,0.012613
3.49406,280.11,0.466441,0.012936,0.453505,0.012673
3.49446,280.14,0.466906,0.012997,0.453909,0.012734
3.49486,280.18,0.467372,0.013058,0.454313,0.012796
3.49526,280.21,0.467838,0.013120,0.454718,0.012858
3.49566,280.24,0.468306,0.013183,0.455123,0.012921
3.49606,280.27,0.468775,0.013245,0.455529,0.012983
3.49646,280.30,0.469244,0.013309,0.455936,0.013047
3.49686,280.34,0.469715,0.013372,0.456343,0.013111
3.49726,280.37,0.470187,0.013436,0.456750,0.013175
3.49766,280.40,0.470659,0.013501,0.457158,0.013240
3.49806,280.43,0.471133,0.013566,0.457567,0.013305
3.49846,280.46,0.471607,0.013632,0.457976,0.013371
3.49886,280.50,0.472083,0.013698,0.458385,0.013437
3.49926,280.53,0.472560,0.013764,0.458795,0.013504
3.49966,280.56,0.473038,0.013832,0.459206,0.013571
3.50006,280.59,0.473517,0.013899,0.459617,0.013639
3.50046,280.62,0.473996,0.013967,0.460029,0.013707
3.50086,280.66,0.474477,0.014036,0.460442,0.013776
3.50126,280.69,0.474959,0.014105,0.460854,0.013845
3.50166,280.72,0.475442,0.014175,0.461268,0.013915
3.50206,280.75,0.475927,0.014245,0.461682,0.013985
3.50246,280.79,0.476412,0.014315,0.462096,0.014056
3.50286,280.82,0.476898,0.014387,0.462511,0.014127
3.50326,280.85,0.477386,0.014459,0.462927,0.014199
3.50366,280.88,0.477874,0.014531,0.463343,0.014272
3.50406,280.91,0.478364,0.014604,0.463760,0.014345
3.50446,280.95,0.478854,0.014677,0.464177,0.014418
3.50486,280.98,0.479346,0.014751,0.464595,0.014493
3.50526,281.01,0.479839,0.014826,0.465013,0.014567
3.50566,281.04,0.480333,0.014901,0.465432,0.014643
3.50606,281.07,0.480829,0.014977,0.465852,0.014719
3.50646,281.11,0.481325,0.015053,0.466272,0.014795
3.50686,281.14,0.481823,0.015130,0.466693,0.014872
3.50726,281.17,0.482321,0.015208,0.467114,0.014950
3.50766,281.20,0.482821,0.015286,0.467535,0.015028
3.50806,281.23,0.483322,0.015365,0.467958,0.015107
3.50846,281.27,0.483825,0.015444,0.468381,0.015187
3.50886,281.30,0.484328,0.015524,0.468804,0.015267
3.50926,281.33,0.484833,0.015605,0.469228,0.015348
3.50966,281.36,0.485339,0.015686,0.469653,0.015429
3.51006,281.39,0.485846,0.015768,0.470078,0.015511
3.51046,281.43,0.486354,0.015851,0.470503,0.015594
3.51086,281.46,0.486864,0.015934,0.470930,0.015678
3.51126,281.49,0.487374,0.016018,0.471356,0.015762
3.51166,281.52,0.487887,0.016103,0.471784,0.015846
3.51206,281.55,0.488400,0.016188,0.472212,0.015932
3.51246,281.59,0.488914,0.016274,0.472640,0.016018
3.51286,281.62,0.489430,0.016361,0.473070,0.016105
3.51326,281.65,0.489947,0.016448,0.473499,0.016192
3.51366,281.68,0.490466,0.016536,0.473930,0.016281
3.51406,281.72,0.490985,0.016625,0.474360,0.016370
3.51446,281.75,0.491506,0.016715,0.474792,0.016459
3.51486,281.78,0.492029,0.016805,0.475224,0.016550
3.51526,281.81,0.492552,0.016896,0.475656,0.016641
3.51566,281.84,0.493077,0.016988,0.476090,0.016733
3.51606,281.88,0.493604,0.017081,0.476523,0.016826
3.51646,281.91,0.494132,0.017174,0.476958,0.016919
3.51686,281.94,0.494661,0.017268,0.477393,0.017014
3.51726,281.97,0.495191,0.017363,0.477828,0.017109
3.51766,282.00,0.495723,0.017459,0.478264,0.017205
3.51806,282.04,0.496256,0.017555,0.478701,0.017301
3.51846,282.07,0.496791,0.017653,0.479138,0.017399
3.51886,282.10,0.497327,0.017751,0.479576,0.017497
3.51926,282.13,0.497864,0.017850,0.480014,0.017596
3.51966,282.16,0.498403,0.017950,0.480453,0.017696
3.52006,282.20,0.498943,0.018050,0.480893,0.017797
3.52046,282.23,0.499485,0.018152,0.481333,0.017899
3.52086,282.26,0.500029,0.018254,0.481774,0.018002
3.52126,282.29,0.500573,0.018358,0.482215,0.018105
3.52166,282.32,0.501120,0.018462,0.482657,0.018209
3.52206,282.36,0.501667,0.018567,0.483100,0.018315
3.52246,282.39,0.502217,0.018673,0.483543,0.018421
3.52286,282.42,0.502767,0.018780,0.483987,0.018528
3.52326,282.45,0.503320,0.018888,0.484432,0.018636
3.52366,282.48,0.503873,0.018997,0.484877,0.018745
3.52406,282.52,0.504429,0.019107,0.485322,0.018855
3.52446,282.55,0.504986,0.019218,0.485768,0.018966
3.52486,282.58,0.505544,0.019329,0.486215,0.019078
3.52526,282.61,0.506105,0.019442,0.486663,0.019191
3.52566,282.65,0.506666,0.019556,0.487111,0.019305
3.52606,282.68,0.507230,0.019671,0.487559,0.019420
3.52646,282.71,0.507795,0.019786,0.488009,0.019535
3.52686,282.74,0.508362,0.019903,0.488458,0.019652
3.52726,282.77,0.508930,0.020021,0.488909,0.019770
3.52766,282.81,0.509500,0.020140,0.489360,0.019890
3.52806,282.84,0.510072,0.020260,0.489812,0.020010
3.52846,282.87,0.510645,0.020381,0.490264,0.020131
3.52886,282.90,0.511220,0.020504,0.490717,0.020253
3.52926,282.93,0.511797,0.020627,0.491170,0.020377
3.52966,282.97,0.512376,0.020751,0.491625,0.020501
3.53006,283.00,0.512956,0.020877,0.492079,0.020627
3.53046,283.03,0.513539,0.021004,0.492535,0.020754
3.53086,283.06,0.514123,0.021132,0.492991,0.020882
3.53126,283.09,0.514708,0.021261,0.493447,0.021012
3.53166,283.13,0.515296,0.021391,0.493905,0.021142
3.53206,283.16,0.515885,0.021523,0.494363,0.021274
3.53246,283.19,0.516477,0.021656,0.494821,0.021407
3.53286,283.22,0.517070,0.021790,0.495280,0.021541
3.53326,283.25,0.517665,0.021925,0.495740,0.021676
3.53366,283.29,0.518262,0.022062,0.496201,0.021813
3.53406,283.32,0.518861,0.022199,0.496662,0.021951
3.53446,283.35,0.519462,0.022339,0.497123,0.022090
3.53486,283.38,0.520065,0.022479,0.497586,0.022231
3.53526,283.41,0.520669,0.022621,0.498048,0.022373
3.53566,283.45,0.521276,0.022764,0.498512,0.022516
3.53606,283.48,0.521885,0.022909,0.498976,0.022661
3.53646,283.51,0.522496,0.023055,0.499441,0.022807
3.53686,283.54,0.523109,0.023202,0.499907,0.022955
3.53726,283.57,0.523724,0.023351,0.500373,0.023104
3.53766,283.61,0.524341,0.023501,0.500839,0.023254
3.53806,283.64,0.524960,0.023653,0.501307,0.023406
3.53846,283.67,0.525581,0.023807,0.501775,0.023560
3.53886,283.70,0.526205,0.023961,0.502244,0.023715
3.53926,283.74,0.526831,0.024118,0.502713,0.023871
3.53966,283.77,0.527458,0.024275,0.503183,0.024029
3.54006,283.80,0.528089,0.024435,0.503654,0.024189
3.54046,283.83,0.528721,0.024596,0.504125,0.024350
3.54086,283.86,0.529355,0.024759,0.504597,0.024513
3.54126,283.90,0.529992,0.024923,0.505069,0.024677
3.54166,283.93,0.530631,0.025089,0.505543,0.024843
3.54206,283.96,0.531273,0.025256,0.506017,0.025011
3.54246,283.99,0.531917,0.025426,0.506491,0.025180
3.54286,284.02,0.532563,0.025597,0.506966,0.025351
3.54326,284.06,0.533212,0.025770,0.507442,0.025524
3.54366,284.09,0.533863,0.025944,0.507919,0.025699
3.54406,284.12,0.534516,0.026120,0.508396,0.025875
3.54446,284.15,0.535172,0.026299,0.508874,0.026054
3.54486,284.18,0.535831,0.026479,0.509352,0.026234
3.54526,284.22,0.536492,0.026661,0.509831,0.026416
3.54566,284.25,0.537155,0.026844,0.510311,0.026600
3.54606,284.28,0.537822,0.027030,0.510792,0.026786
3.54646,284.31,0.538490,0.027218,0.511273,0.026973
3.54686,284.34,0.539162,0.027407,0.511755,0.027163
3.54726,284.38,0.539836,0.027599,0.512237,0.027355
3.54766,284.41,0.540513,0.027793,0.512720,0.027549
3.54806,284.44,0.541192,0.027988,0.513204,0.027745
3.54846,284.47,0.541875,0.028186,0.513689,0.027943
3.54886,284.50,0.542560,0.028386,0.514174,0.028143
3.54926,284.54,0.543248,0.028588,0.514660,0.028345
3.54966,284.57,0.543939,0.028793,0.515146,0.028549
3.55006,284.60,0.544632,0.028999,0.515633,0.028756
3.55046,284.63,0.545329,0.029208,0.516121,0.028965
3.55086,284.67,0.546029,0.029419,0.516610,0.029176
3.55126,284.70,0.546731,0.029632,0.517099,0.029390
3.55166,284.73,0.547437,0.029848,0.517589,0.029605
3.55206,284.76,0.548146,0.030066,0.518080,0.029824
3.55246,284.79,0.548857,0.030286,0.518571,0.030044
3.55286,284.83,0.549572,0.030509,0.519063,0.030267
3.55326,284.86,0.550290,0.030735,0.519556,0.030493
3.55366,284.89,0.551012,0.030963,0.520049,0.030721
3.55406,284.92,0.551736,0.031193,0.520543,0.030951
3.55446,284.95,0.552464,0.031426,0.521038,0.031185
3.55486,284.99,0.553195,0.031662,0.521533,0.031421
3.55526,285.02,0.553930,0.031900,0.522029,0.031659
3.55566,285.05,0.554668,0.032141,0.522526,0.031900
3.55606,285.08,0.555409,0.032385,0.523024,0.032144
3.55646,285.11,0.556154,0.032632,0.523522,0.032391
3.55686,285.15,0.556903,0.032882,0.524021,0.032641
3.55726,285.18,0.557655,0.033134,0.524521,0.032893
3.55766,285.21,0.558410,0.033389,0.525021,0.033149
3.55806,285.24,0.559170,0.033648,0.525522,0.033407
3.55846,285.27,0.559933,0.033909,0.526024,0.033669
3.55886,285.31,0.560700,0.034174,0.526526,0.033933
3.55926,285.34,0.561470,0.034441,0.527029,0.034201
3.55966,285.37,0.562245,0.034712,0.527533,0.034472
3.56006,285.40,0.563024,0.034986,0.528038,0.034746
3.56046,285.43,0.563806,0.035263,0.528543,0.035024
3.56086,285.47,0.564593,0.035544,0.529049,0.035304
3.56126,285.50,0.565383,0.035828,0.529556,0.035588
3.56166,285.53,0.566178,0.036115,0.530063,0.035876
3.56206,285.56,0.566977,0.036406,0.530571,0.036167
3.56246,285.60,0.567780,0.036700,0.531080,0.036461
3.56286,285.63,0.568588,0.036998,0.531590,0.036759
3.56326,285.66,0.569400,0.037300,0.532100,0.037061
3.56366,285.69,0.570216,0.037605,0.532611,0.037367
3.56406,285.72,0.571037,0.037914,0.533123,0.037676
3.56446,285.76,0.571863,0.038228,0.533635,0.037989
3.56486,285.79,0.572693,0.038544,0.534148,0.038306
3.56526,285.82,0.573528,0.038865,0.534662,0.038627
3.56566,285.85,0.574367,0.039190,0.535177,0.038952
3.56606,285.88,0.575212,0.039519,0.535692,0.039281
3.56646,285.92,0.576061,0.039852,0.536208,0.039615
3.56686,285.95,0.576915,0.040190,0.536725,0.039952
3.56726,285.98,0.577774,0.040532,0.537243,0.040294
3.56766,286.01,0.578639,0.040878,0.537761,0.040641
3.56806,286.04,0.579509,0.041229,0.538280,0.040991
3.56846,286.08,0.580384,0.041584,0.538800,0.041347
3.56886,286.11,0.581264,0.041944,0.539320,0.041707
3.56926,286.14,0.582150,0.042308,0.539842,0.042071
3.56966,286.17,0.583041,0.042677,0.540364,0.042441
3.57006,286.20,0.583938,0.043052,0.540886,0.042815
3.57046,286.24,0.584840,0.043431,0.541410,0.043194
3.57086,286.27,0.585749,0.043815,0.541934,0.043579
3.57126,286.30,0.586663,0.044204,0.542459,0.043968
3.57166,286.33,0.587583,0.044599,0.542985,0.044363
3.57206,286.36,0.588510,0.044998,0.543511,0.044763
3.57246,286.40,0.589442,0.045404,0.544038,0.045168
3.57286,286.43,0.590381,0.045815,0.544566,0.045579
3.57326,286.46,0.591326,0.046231,0.545095,0.045995
3.57366,286.49,0.592278,0.046653,0.545625,0.046418
3.57406,286.53,0.593236,0.047081,0.546155,0.046846
3.57446,286.56,0.594201,0.047515,0.546686,0.047280
3.57486,286.59,0.595172,0.047955,0.547218,0.047720
3.57526,286.62,0.596151,0.048401,0.547750,0.048166
3.57566,286.65,0.597136,0.048853,0.548283,0.048618
3.57606,286.69,0.598129,0.049311,0.548817,0.049077
3.57646,286.72,0.599129,0.049777,0.549352,0.049542
3.57686,286.75,0.600136,0.050248,0.549888,0.050014
3.57726,286.78,0.601151,0.050727,0.550424,0.050493
3.57766,286.81,0.602174,0.051212,0.550961,0.050978
3.57806,286.85,0.603204,0.051705,0.551499,0.051471
3.57846,286.88,0.604242,0.052204,0.552038,0.051970
3.57886,286.91,0.605288,0.052711,0.552577,0.052477
3.57926,286.94,0.606343,0.053225,0.553118,0.052992
3.57966,286.97,0.607406,0.053747,0.553659,0.053514
3.58006,287.01,0.608477,0.054277,0.554200,0.054043
3.58046,287.04,0.609557,0.054814,0.554743,0.054581
3.58086,287.07,0.610646,0.055359,0.555286,0.055126
3.58126,287.10,0.611743,0.055913,0.555830,0.055680
3.58166,287.13,0.612850,0.056475,0.556375,0.056242
3.58206,287.17,0.613966,0.057045,0.556921,0.056812
3.58246,287.20,0.615092,0.057624,0.557467,0.057392
3.58286,287.23,0.616227,0.058212,0.558015,0.057980
3.58326,287.26,0.617372,0.058809,0.558563,0.058577
3.58366,287.29,0.618527,0.059416,0.559112,0.059183
3.58406,287.33,0.619692,0.060031,0.559661,0.059799
3.58446,287.36,0.620868,0.060656,0.560212,0.060424
3.58486,287.39,0.622054,0.061292,0.560763,0.061060
3.58526,287.42,0.623251,0.061937,0.561315,0.061705
3.58566,287.46,0.624460,0.062592,0.561868,0.062360
3.58606,287.49,0.625679,0.063258,0.562421,0.063026
3.58646,287.52,0.626910,0.063934,0.562976,0.063703
3.58686,287.55,0.628152,0.064621,0.563531,0.064390
3.58726,287.58,0.629407,0.065320,0.564087,0.065089
3.58766,287.62,0.630674,0.066030,0.564644,0.065799
3.58806,287.65,0.631953,0.066751,0.565201,0.066520
3.58846,287.68,0.633244,0.067484,0.565760,0.067254
3.58886,287.71,0.634549,0.068230,0.566319,0.067999
3.58926,287.74,0.635867,0.068988,0.566879,0.068757
3.58966,287.78,0.637198,0.069758,0.567440,0.069528
3.59006,287.81,0.638544,0.070542,0.568002,0.070311
3.59046,287.84,0.639903,0.071338,0.568564,0.071108
3.59086,287.87,0.641276,0.072148,0.569128,0.071918
3.59126,287.90,0.642665,0.072973,0.569692,0.072743
3.59166,287.94,0.644068,0.073811,0.570257,0.073581
3.59206,287.97,0.645486,0.074663,0.570823,0.074434
