ppm,hz,total_with_exchange,total_carbon_bound,exchangeable pool (H2O/OH/COOH),EG O-CH2
4.39007,351.94,9.613532,0.000755,9.612777,0.000657
4.39047,351.98,9.605566,0.000754,9.604811,0.000656
4.39087,352.01,9.597528,0.000754,9.596775,0.000655
4.39127,352.04,9.589421,0.000753,9.588668,0.000655
4.39167,352.07,9.581243,0.000752,9.580491,0.000654
4.39207,352.10,9.572995,0.000751,9.572244,0.000653
4.39247,352.14,9.564678,0.000751,9.563927,0.000652
4.39287,352.17,9.556291,0.000750,9.555542,0.000652
4.39327,352.20,9.547837,0.000749,9.547087,0.000651
4.39367,352.23,9.539313,0.000748,9.538565,0.000650
4.39407,352.26,9.530723,0.000748,9.529975,0.000650
4.39447,352.30,9.522064,0.000747,9.521317,0.000649
4.39487,352.33,9.513339,0.000746,9.512593,0.000648
4.39527,352.36,9.504547,0.000745,9.503802,0.000647
4.39567,352.39,9.495689,0.000745,9.494944,0.000647
4.39607,352.42,9.486765,0.000744,9.486021,0.000646
4.39647,352.46,9.477776,0.000743,9.477033,0.000645
4.39687,352.49,9.468722,0.000742,9.467979,0.000645
4.39727,352.52,9.459603,0.000742,9.458862,0.000644
4.39767,352.55,9.450421,0.000741,9.449680,0.000643
4.39807,352.58,9.441174,0.000740,9.440434,0.000643
4.39847,352.62,9.431865,0.000740,9.431125,0.000642
4.39887,352.65,9.422492,0.000739,9.421754,0.000641
4.39927,352.68,9.413058,0.000738,9.412320,0.000640
4.39967,352.71,9.403561,0.000737,9.402824,0.000640
4.40007,352.75,9.394003,0.000737,9.393266,0.000639
4.40047,352.78,9.384384,0.000736,9.383648,0.000638
4.40087,352.81,9.374704,0.000735,9.373969,0.000638
4.40127,352.84,9.364964,0.000734,9.364229,0.000637
4.40167,352.87,9.355164,0.000734,9.354430,0.000636
4.40207,352.91,9.345305,0.000733,9.344571,0.000636
4.40247,352.94,9.335386,0.000732,9.334654,0.000635
4.40287,352.97,9.325410,0.000732,9.324678,0.000634
4.40327,353.00,9.315375,0.000731,9.314644,0.000634
4.40367,353.03,9.305283,0.000730,9.304553,0.000633
4.40407,353.07,9.295134,0.000729,9.294405,0.000632
4.40447,353.10,9.284928,0.000729,9.284199,0.000632
4.40487,353.13,9.274666,0.000728,9.273938,0.000631
4.40527,353.16,9.264348,0.000727,9.263621,0.000630
4.40567,353.19,9.253975,0.000727,9.253248,0.000630
4.40607,353.23,9.243547,0.000726,9.242821,0.000629
4.40647,353.26,9.233064,0.000725,9.232339,0.000628
4.40687,353.29,9.222527,0.000724,9.221803,0.000628
4.40727,353.32,9.211937,0.000724,9.211213,0.000627
4.40767,353.35,9.201294,0.000723,9.200571,0.000626
4.40807,353.39,9.190598,0.000722,9.189876,0.000625
4.40847,353.42,9.179850,0.000722,9.179129,0.000625
4.40887,353.45,9.169050,0.000721,9.168330,0.000624
4.40927,353.48,9.158199,0.000720,9.157479,0.000623
4.40967,353.51,9.147298,0.000720,9.146578,0.000623
4.41007,353.55,9.136345,0.000719,9.135627,0.000622
4.41047,353.58,9.125343,0.000718,9.124625,0.000622
4.41087,353.61,9.114292,0.000717,9.113574,0.000621
4.41127,353.64,9.103191,0.000717,9.102474,0.000620
4.41167,353.68,9.092042,0.000716,9.091326,0.000620
4.41207,353.71,9.080845,0.000715,9.080129,0.000619
4.41247,353.74,9.069600,0.000715,9.068885,0.000618
4.41287,353.77,9.058308,0.000714,9.057594,0.000618
4.41327,353.80,9.046969,0.000713,9.046256,0.000617
4.41367,353.84,9.035584,0.000713,9.034872,0.000616
4.41407,353.87,9.024154,0.000712,9.023442,0.000616
4.41447,353.90,9.012677,0.000711,9.011966,0.000615
4.41487,353.93,9.001156,0.000711,9.000446,0.000614
4.41527,353.96,8.989591,0.000710,8.988881,0.000614
4.41567,354.00,8.977981,0.000709,8.977272,0.000613
4.41607,354.03,8.966328,0.000709,8.965620,0.000612
4.41647,354.06,8.954632,0.000708,8.953924,0.000612
4.41687,354.09,8.942894,0.000707,8.942186,0.000611
4.41727,354.12,8.931113,0.000707,8.930406,0.000610
4.41767,354.16,8.919290,0.000706,8.918584,0.000610
4.41807,354.19,8.907426,0.000705,8.906721,0.000609
4.41847,354.22,8.895522,0.000704,8.894817,0.000608
4.41887,354.25,8.883577,0.000704,8.882873,0.000608
4.41927,354.28,8.871592,0.000703,8.870889,0.000607
4.41967,354.32,8.859567,0.000702,8.858865,0.000607
4.42007,354.35,8.847504,0.000702,8.846802,0.000606
4.42047,354.38,8.835402,0.000701,8.834701,0.000605
4.42087,354.41,8.823262,0.000700,8.822562,0.000605
4.42127,354.44,8.811085,0.000700,8.810385,0.000604
4.42167,354.48,8.798870,0.000699,8.798171,0.000603
4.42207,354.51,8.786618,0.000698,8.785920,0.000603
4.42247,354.54,8.774331,0.000698,8.773633,0.000602
4.42287,354.57,8.762007,0.000697,8.761310,0.000601
4.42327,354.61,8.749648,0.000696,8.748951,0.000601
4.42367,354.64,8.737254,0.000696,8.736558,0.000600
4.42407,354.67,8.724825,0.000695,8.724130,0.000600
4.42447,354.70,8.712363,0.000694,8.711668,0.000599
4.42487,354.73,8.699867,0.000694,8.699173,0.000598
4.42527,354.77,8.687337,0.000693,8.686644,0.000598
4.42567,354.80,8.674775,0.000693,8.674083,0.000597
4.42607,354.83,8.662181,0.000692,8.661489,0.000596
4.42647,354.86,8.649554,0.000691,8.648863,0.000596
4.42687,354.89,8.636897,0.000691,8.636206,0.000595
4.42727,354.93,8.624208,0.000690,8.623518,0.000595
4.42767,354.96,8.611489,0.000689,8.610800,0.000594
4.42807,354.99,8.598740,0.000689,8.598051,0.000593
4.42847,355.02,8.585961,0.000688,8.585273,0.000593
4.42887,355.05,8.573152,0.000687,8.572465,0.000592
4.42927,355.09,8.560315,0.000687,8.559629,0.000591
4.42967,355.12,8.547450,0.000686,8.546764,0.000591
4.43007,355.15,8.534556,0.000685,8.533871,0.000590
4.43047,355.18,8.521635,0.000685,8.520951,0.000590
4.43087,355.21,8.508687,0.000684,8.508003,0.000589
4.43127,355.25,8.495713,0.000683,8.495029,0.000588
4.43167,355.28,8.482712,0.000683,8.482029,0.000588
4.43207,355.31,8.469685,0.000682,8.469003,0.000587
4.43247,355.34,8.456633,0.000681,8.455951,0.000587
4.43287,355.37,8.443555,0.000681,8.442874,0.000586
4.43327,355.41,8.430454,0.000680,8.429773,0.000585
4.43367,355.44,8.417328,0.000680,8.416648,0.000585
4.43407,355.47,8.404178,0.000679,8.403499,0.000584
4.43447,355.50,8.391005,0.000678,8.390327,0.000584
4.43487,355.53,8.377809,0.000678,8.377131,0.000583
4.43527,355.57,8.364590,0.000677,8.363913,0.000582
4.43567,355.60,8.351350,0.000676,8.350674,0.000582
4.43607,355.63,8.338088,0.000676,8.337412,0.000581
4.43647,355.66,8.324804,0.000675,8.324129,0.000581
4.43687,355.70,8.311500,0.000675,8.310825,0.000580
4.43727,355.73,8.298175,0.000674,8.297501,0.000579
4.43767,355.76,8.284830,0.000673,8.284157,0.000579
4.43807,355.79,8.271465,0.000673,8.270793,0.000578
4.43847,355.82,8.258082,0.000672,8.257410,0.000578
4.43887,355.86,8.244679,0.000671,8.244007,0.000577
4.43927,355.89,8.231258,0.000671,8.230587,0.000576
4.43967,355.92,8.217818,0.000670,8.217148,0.000576
4.44007,355.95,8.204361,0.000670,8.203692,0.000575
4.44047,355.98,8.190887,0.000669,8.190218,0.000575
4.44087,356.02,8.177395,0.000668,8.176727,0.000574
4.44127,356.05,8.163888,0.000668,8.163220,0.000573
4.44167,356.08,8.150364,0.000667,8.149697,0.000573
4.44207,356.11,8.136824,0.000666,8.136157,0.000572
4.44247,356.14,8.123269,0.000666,8.122603,0.000572
4.44287,356.18,8.109698,0.000665,8.109033,0.000571
4.44327,356.21,8.096114,0.000665,8.095449,0.000571
4.44367,356.24,8.082515,0.000664,8.081851,0.000570
4.44407,356.27,8.068902,0.000663,8.068238,0.000569
4.44447,356.30,8.055275,0.000663,8.054612,0.000569
4.44487,356.34,8.041635,0.000662,8.040973,0.000568
4.44527,356.37,8.027983,0.000662,8.027321,0.000568
4.44567,356.40,8.014318,0.000661,8.013657,0.000567
4.44607,356.43,8.000641,0.000660,7.999981,0.000566
4.44647,356.46,7.986952,0.000660,7.986293,0.000566
4.44687,356.50,7.973252,0.000659,7.972593,0.000565
4.44727,356.53,7.959541,0.000658,7.958883,0.000565
4.44767,356.56,7.945820,0.000658,7.945162,0.000564
4.44807,356.59,7.932088,0.000657,7.931431,0.000564
4.44847,356.63,7.918346,0.000657,7.917689,0.000563
4.44887,356.66,7.904595,0.000656,7.903939,0.000562
4.44927,356.69,7.890834,0.000655,7.890179,0.000562
4.44967,356.72,7.877065,0.000655,7.876410,0.000561
4.45007,356.75,7.863287,0.000654,7.862632,0.000561
4.45047,356.79,7.849500,0.000654,7.848847,0.000560
4.45087,356.82,7.835706,0.000653,7.835053,0.000560
4.45127,356.85,7.821905,0.000652,7.821252,0.000559
4.45167,356.88,7.808096,0.000652,7.807444,0.000559
4.45207,356.91,7.794280,0.000651,7.793629,0.000558
4.45247,356.95,7.780458,0.000651,7.779808,0.000557
4.45287,356.98,7.766630,0.000650,7.765980,0.000557
4.45327,357.01,7.752796,0.000649,7.752146,0.000556
4.45367,357.04,7.738956,0.000649,7.738307,0.000556
4.45407,357.07,7.725111,0.000648,7.724463,0.000555
4.45447,357.11,7.711261,0.000648,7.710614,0.000555
4.45487,357.14,7.697407,0.000647,7.696760,0.000554
4.45527,357.17,7.683548,0.000647,7.682902,0.000553
4.45567,357.20,7.669685,0.000646,7.669040,0.000553
4.45607,357.23,7.655819,0.000645,7.655174,0.000552
4.45647,357.27,7.641950,0.000645,7.641305,0.000552
4.45687,357.30,7.628077,0.000644,7.627433,0.000551
4.45727,357.33,7.614202,0.000644,7.613558,0.000551
4.45767,357.36,7.600324,0.000643,7.599681,0.000550
4.45807,357.39,7.586444,0.000642,7.585802,0.000550
4.45847,357.43,7.572563,0.000642,7.571921,0.000549
4.45887,357.46,7.558679,0.000641,7.558038,0.000548
4.45927,357.49,7.544795,0.000641,7.544154,0.000548
4.45967,357.52,7.530910,0.000640,7.530270,0.000547
4.46007,357.56,7.517024,0.000640,7.516384,0.000547
4.46047,357.59,7.503138,0.000639,7.502499,0.000546
4.46087,357.62,7.489251,0.000638,7.488613,0.000546
4.46127,357.65,7.475365,0.000638,7.474727,0.000545
4.46167,357.68,7.461480,0.000637,7.460843,0.000545
4.46207,357.72,7.447595,0.000637,7.446958,0.000544
4.46247,357.75,7.433711,0.000636,7.433075,0.000544
4.46287,357.78,7.419829,0.000636,7.419194,0.000543
4.46327,357.81,7.405948,0.000635,7.405313,0.000542
4.46367,357.84,7.392070,0.000634,7.391435,0.000542
4.46407,357.88,7.378193,0.000634,7.377559,0.000541
4.46447,357.91,7.364319,0.000633,7.363686,0.000541
4.46487,357.94,7.350447,0.000633,7.349815,0.000540
4.46527,357.97,7.336579,0.000632,7.335947,0.000540
4.46567,358.00,7.322714,0.000632,7.322082,0.000539
4.46607,358.04,7.308852,0.000631,7.308221,0.000539
4.46647,358.07,7.294994,0.000630,7.294363,0.000538
4.46687,358.10,7.281140,0.000630,7.280510,0.000538
4.46727,358.13,7.267290,0.000629,7.266661,0.000537
4.46767,358.16,7.253445,0.000629,7.252816,0.000537
4.46807,358.20,7.239604,0.000628,7.238976,0.000536
4.46847,358.23,7.225769,0.000628,7.225141,0.000536
4.46887,358.26,7.211938,0.000627,7.211311,0.000535
4.46927,358.29,7.198113,0.000626,7.197487,0.000534
4.46967,358.32,7.184294,0.000626,7.183668,0.000534
4.47007,358.36,7.170481,0.000625,7.169856,0.000533
4.47047,358.39,7.156674,0.000625,7.156050,0.000533
4.47087,358.42,7.142874,0.000624,7.142250,0.000532
4.47127,358.45,7.129080,0.000624,7.128457,0.000532
4.47167,358.49,7.115293,0.000623,7.114670,0.000531
4.47207,358.52,7.101514,0.000623,7.100891,0.000531
4.47247,358.55,7.087741,0.000622,7.087119,0.000530
4.47287,358.58,7.073976,0.000621,7.073355,0.000530
4.47327,358.61,7.060219,0.000621,7.059599,0.000529
4.47367,358.65,7.046471,0.000620,7.045850,0.000529
4.47407,358.68,7.032730,0.000620,7.032110,0.000528
4.47447,358.71,7.018998,0.000619,7.018378,0.000528
4.47487,358.74,7.005274,0.000619,7.004655,0.000527
4.47527,358.77,6.991559,0.000618,6.990941,0.000527
4.47567,358.81,6.977854,0.000618,6.977236,0.000526
4.47607,358.84,6.964157,0.000617,6.963540,0.000526
4.47647,358.87,6.950471,0.000617,6.949854,0.000525
4.47687,358.90,6.936794,0.000616,6.936178,0.000525
4.47727,358.93,6.923126,0.000615,6.922511,0.000524
4.47767,358.97,6.909469,0.000615,6.908854,0.000524
4.47807,359.00,6.895823,0.000614,6.895208,0.000523
4.47847,359.03,6.882186,0.000614,6.881573,0.000523
4.47887,359.06,6.868561,0.000613,6.867948,0.000522
4.47927,359.09,6.854946,0.000613,6.854334,0.000522
4.47967,359.13,6.841343,0.000612,6.840731,0.000521
4.48007,359.16,6.827751,0.000612,6.827139,0.000520
4.48047,359.19,6.814170,0.000611,6.813559,0.000520
4.48087,359.22,6.800601,0.000611,6.799990,0.000519
4.48127,359.25,6.787044,0.000610,6.786434,0.000519
4.48167,359.29,6.773498,0.000610,6.772889,0.000518
4.48207,359.32,6.759965,0.000609,6.759356,0.000518
4.48247,359.35,6.746445,0.000608,6.745836,0.000517
4.48287,359.38,6.732937,0.000608,6.732329,0.000517
4.48327,359.42,6.719441,0.000607,6.718834,0.000516
4.48367,359.45,6.705959,0.000607,6.705352,0.000516
4.48407,359.48,6.692489,0.000606,6.691883,0.000515
4.48447,359.51,6.679033,0.000606,6.678427,0.000515
4.48487,359.54,6.665590,0.000605,6.664985,0.000514
4.48527,359.58,6.652161,0.000605,6.651556,0.000514
4.48567,359.61,6.638745,0.000604,6.638141,0.000513
4.48607,359.64,6.625344,0.000604,6.624740,0.000513
4.48647,359.67,6.611956,0.000603,6.611353,0.000512
4.48687,359.70,6.598583,0.000603,6.597980,0.000512
4.48727,359.74,6.585224,0.000602,6.584622,0.000511
4.48767,359.77,6.571879,0.000602,6.571278,0.000511
4.48807,359.80,6.558549,0.000601,6.557948,0.000510
4.48847,359.83,6.545234,0.000601,6.544634,0.000510
4.48887,359.86,6.531934,0.000600,6.531334,0.000510
4.48927,359.90,6.518649,0.000599,6.518050,0.000509
4.48967,359.93,6.505380,0.000599,6.504781,0.000509
4.49007,359.96,6.492125,0.000598,6.491527,0.000508
4.49047,359.99,6.478887,0.000598,6.478289,0.000508
4.49087,360.02,6.465663,0.000597,6.465066,0.000507
4.49127,360.06,6.452456,0.000597,6.451859,0.000507
4.49167,360.09,6.439265,0.000596,6.438668,0.000506
4.49207,360.12,6.426090,0.000596,6.425494,0.000506
4.49247,360.15,6.412931,0.000595,6.412335,0.000505
4.49287,360.18,6.399788,0.000595,6.399193,0.000505
4.49327,360.22,6.386662,0.000594,6.386067,0.000504
4.49367,360.25,6.373552,0.000594,6.372958,0.000504
4.49407,360.28,6.360459,0.000593,6.359866,0.000503
4.49447,360.31,6.347383,0.000593,6.346791,0.000503
4.49487,360.35,6.334324,0.000592,6.333732,0.000502
4.49527,360.38,6.321282,0.000592,6.320691,0.000502
4.49567,360.41,6.308258,0.000591,6.307667,0.000501
4.49607,360.44,6.295250,0.000591,6.294660,0.000501
4.49647,360.47,6.282261,0.000590,6.281670,0.000500
4.49687,360.51,6.269288,0.000590,6.268699,0.000500
4.49727,360.54,6.256334,0.000589,6.255745,0.000499
4.49767,360.57,6.243397,0.000589,6.242808,0.000499
4.49807,360.60,6.230478,0.000588,6.229890,0.000498
4.49847,360.63,6.217577,0.000588,6.216990,0.000498
4.49887,360.67,6.204695,0.000587,6.204107,0.000497
4.49927,360.70,6.191830,0.000587,6.191244,0.000497
4.49967,360.73,6.178984,0.000586,6.178398,0.000496
4.50008,360.76,6.166156,0.000586,6.165571,0.000496
4.50048,360.79,6.153347,0.000585,6.152762,0.000496
4.50088,360.83,6.140557,0.000585,6.139972,0.000495
4.50128,360.86,6.127785,0.000584,6.127201,0.000495
4.50168,360.89,6.115032,0.000584,6.114449,0.000494
4.50208,360.92,6.102298,0.000583,6.101715,0.000494
4.50248,360.95,6.089583,0.000583,6.089001,0.000493
4.50288,360.99,6.076888,0.000582,6.076305,0.000493
4.50328,361.02,6.064211,0.000582,6.063629,0.000492
4.50368,361.05,6.051554,0.000581,6.050973,0.000492
4.50408,361.08,6.038916,0.000581,6.038335,0.000491
4.50448,361.11,6.026298,0.000580,6.025717,0.000491
4.50488,361.15,6.013699,0.000580,6.013119,0.000490
4.50528,361.18,6.001120,0.000579,6.000540,0.000490
4.50568,361.21,5.988560,0.000579,5.987982,0.000489
4.50608,361.24,5.976021,0.000578,5.975442,0.000489
4.50648,361.28,5.963501,0.000578,5.962923,0.000489
4.50688,361.31,5.951001,0.000577,5.950424,0.000488
4.50728,361.34,5.938522,0.000577,5.937945,0.000488
4.50768,361.37,5.926062,0.000576,5.925486,0.000487
4.50808,361.40,5.913623,0.000576,5.913047,0.000487
4.50848,361.44,5.901204,0.000575,5.900629,0.000486
4.50888,361.47,5.888805,0.000575,5.888231,0.000486
4.50928,361.50,5.876427,0.000574,5.875853,0.000485
4.50968,361.53,5.864069,0.000574,5.863496,0.000485
4.51008,361.56,5.851732,0.000573,5.851159,0.000484
4.51048,361.60,5.839416,0.000573,5.838843,0.000484
4.51088,361.63,5.827120,0.000572,5.826548,0.000483
4.51128,361.66,5.814845,0.000572,5.814273,0.000483
4.51168,361.69,5.802591,0.000571,5.802020,0.000483
4.51208,361.72,5.790358,0.000571,5.789787,0.000482
4.51248,361.76,5.778145,0.000570,5.777575,0.000482
4.51288,361.79,5.765954,0.000570,5.765384,0.000481
4.51328,361.82,5.753784,0.000569,5.753215,0.000481
4.51368,361.85,5.741635,0.000569,5.741066,0.000480
4.51408,361.88,5.729507,0.000569,5.728939,0.000480
4.51448,361.92,5.717401,0.000568,5.716832,0.000479
4.51488,361.95,5.705315,0.000568,5.704748,0.000479
4.51528,361.98,5.693251,0.000567,5.692684,0.000479
4.51568,362.01,5.681209,0.000567,5.680642,0.000478
4.51608,362.04,5.669188,0.000566,5.668622,0.000478
4.51648,362.08,5.657188,0.000566,5.656623,0.000477
4.51688,362.11,5.645210,0.000565,5.644645,0.000477
4.51728,362.14,5.633254,0.000565,5.632689,0.000476
4.51768,362.17,5.621319,0.000564,5.620755,0.000476
4.51808,362.21,5.609406,0.000564,5.608843,0.000475
4.51848,362.24,5.597515,0.000563,5.596952,0.000475
4.51888,362.27,5.585646,0.000563,5.585083,0.000475
4.51928,362.30,5.573798,0.000562,5.573236,0.000474
4.51968,362.33,5.561972,0.000562,5.561411,0.000474
4.52008,362.37,5.550169,0.000561,5.549607,0.000473
4.52048,362.40,5.538387,0.000561,5.537826,0.000473
4.52088,362.43,5.526627,0.000560,5.526067,0.000472
4.52128,362.46,5.514889,0.000560,5.514329,0.000472
4.52168,362.49,5.503174,0.000560,5.502614,0.000471
4.52208,362.53,5.491480,0.000559,5.490921,0.000471
4.52248,362.56,5.479809,0.000559,5.479250,0.000471
4.52288,362.59,5.468159,0.000558,5.467601,0.000470
4.52328,362.62,5.456532,0.000558,5.455975,0.000470
4.52368,362.65,5.444927,0.000557,5.444370,0.000469
4.52408,362.69,5.433345,0.000557,5.432788,0.000469
4.52448,362.72,5.421785,0.000556,5.421229,0.000468
4.52488,362.75,5.410247,0.000556,5.409691,0.000468
4.52528,362.78,5.398731,0.000555,5.398176,0.000468
4.52568,362.81,5.387238,0.000555,5.386683,0.000467
4.52608,362.85,5.375768,0.000554,5.375213,0.000467
4.52648,362.88,5.364319,0.000554,5.363765,0.000466
4.52688,362.91,5.352894,0.000554,5.352340,0.000466
4.52728,362.94,5.341490,0.000553,5.340937,0.000465
4.52768,362.97,5.330110,0.000553,5.329557,0.000465
4.52808,363.01,5.318752,0.000552,5.318199,0.000465
4.52848,363.04,5.307416,0.000552,5.306864,0.000464
4.52888,363.07,5.296103,0.000551,5.295552,0.000464
4.52928,363.10,5.284812,0.000551,5.284262,0.000463
4.52968,363.14,5.273545,0.000550,5.272994,0.000463
4.53008,363.17,5.262299,0.000550,5.261750,0.000462
4.53048,363.20,5.251077,0.000549,5.250527,0.000462
4.53088,363.23,5.239877,0.000549,5.239328,0.000462
4.53128,363.26,5.228700,0.000549,5.228151,0.000461
4.53168,363.30,5.217545,0.000548,5.216997,0.000461
4.53208,363.33,5.206414,0.000548,5.205866,0.000460
4.53248,363.36,5.195305,0.000547,5.194758,0.000460
4.53288,363.39,5.184218,0.000547,5.183672,0.000459
4.53328,363.42,5.173155,0.000546,5.172609,0.000459
4.53368,363.46,5.162114,0.000546,5.161568,0.000459
4.53408,363.49,5.151096,0.000545,5.150551,0.000458
4.53448,363.52,5.140101,0.000545,5.139556,0.000458
4.53488,363.55,5.129129,0.000544,5.128584,0.000457
4.53528,363.58,5.118179,0.000544,5.117635,0.000457
4.53568,363.62,5.107252,0.000544,5.106709,0.000457
4.53608,363.65,5.096349,0.000543,5.095805,0.000456
4.53648,363.68,5.085467,0.000543,5.084925,0.000456
4.53688,363.71,5.074609,0.000542,5.074067,0.000455
4.53728,363.74,5.063774,0.000542,5.063232,0.000455
4.53768,363.78,5.052961,0.000541,5.052420,0.000454
4.53808,363.81,5.042171,0.000541,5.041631,0.000454
4.53848,363.84,5.031405,0.000540,5.030864,0.000454
4.53888,363.87,5.020660,0.000540,5.020120,0.000453
4.53928,363.90,5.009939,0.000540,5.009400,0.000453
4.53968,363.94,4.999241,0.000539,4.998702,0.000452
4.54008,363.97,4.988565,0.000539,4.988027,0.000452
4.54048,364.00,4.977913,0.000538,4.977375,0.000452
4.54088,364.03,4.967283,0.000538,4.966745,0.000451
4.54128,364.06,4.956676,0.000537,4.956139,0.000451
4.54168,364.10,4.946092,0.000537,4.945555,0.000450
4.54208,364.13,4.935531,0.000537,4.934994,0.000450
4.54248,364.16,4.924992,0.000536,4.924456,0.000449
4.54288,364.19,4.914477,0.000536,4.913941,0.000449
4.54328,364.23,4.903984,0.000535,4.903449,0.000449
4.54368,364.26,4.893514,0.000535,4.892979,0.000448
4.54408,364.29,4.883067,0.000534,4.882533,0.000448
4.54448,364.32,4.872643,0.000534,4.872109,0.000447
4.54488,364.35,4.862241,0.000533,4.861708,0.000447
4.54528,364.39,4.851863,0.000533,4.851330,0.000447
4.54568,364.42,4.841507,0.000533,4.840974,0.000446
4.54608,364.45,4.831174,0.000532,4.830642,0.000446
4.54648,364.48,4.820864,0.000532,4.820332,0.000445
4.54688,364.51,4.810576,0.000531,4.810045,0.000445
4.54728,364.55,4.800311,0.000531,4.799780,0.000445
4.54768,364.58,4.790069,0.000530,4.789539,0.000444
4.54808,364.61,4.779850,0.000530,4.779320,0.000444
4.54848,364.64,4.769653,0.000530,4.769124,0.000443
4.54888,364.67,4.759479,0.000529,4.758950,0.000443
4.54928,364.71,4.749328,0.000529,4.748800,0.000443
4.54968,364.74,4.739200,0.000528,4.738671,0.000442
4.55008,364.77,4.729094,0.000528,4.728566,0.000442
4.55048,364.80,4.719011,0.000527,4.718483,0.000441
4.55088,364.83,4.708950,0.000527,4.708423,0.000441
4.55128,364.87,4.698912,0.000527,4.698386,0.000441
4.55168,364.90,4.688897,0.000526,4.688371,0.000440
4.55208,364.93,4.678905,0.000526,4.678379,0.000440
4.55248,364.96,4.668934,0.000525,4.668409,0.000439
4.55288,364.99,4.658987,0.000525,4.658462,0.000439
4.55328,365.03,4.649062,0.000525,4.648537,0.000439
4.55368,365.06,4.639160,0.000524,4.638635,0.000438
4.55408,365.09,4.629280,0.000524,4.628756,0.000438
4.55448,365.12,4.619422,0.000523,4.618899,0.000438
4.55488,365.16,4.609587,0.000523,4.609064,0.000437
4.55528,365.19,4.599775,0.000522,4.599252,0.000437
4.55568,365.22,4.589985,0.000522,4.589463,0.000436
4.55608,365.25,4.580217,0.000522,4.579695,0.000436
4.55648,365.28,4.570472,0.000521,4.569950,0.000436
4.55688,365.32,4.560749,0.000521,4.560228,0.000435
4.55728,365.35,4.551048,0.000520,4.550528,0.000435
4.55768,365.38,4.541370,0.000520,4.540850,0.000434
4.55808,365.41,4.531714,0.000520,4.531195,0.000434
4.55848,365.44,4.522080,0.000519,4.521561,0.000434
4.55888,365.48,4.512469,0.000519,4.511950,0.000433
4.55928,365.51,4.502880,0.000518,4.502362,0.000433
4.55968,365.54,4.493313,0.000518,4.492795,0.000432
4.56008,365.57,4.483768,0.000517,4.483251,0.000432
4.56048,365.60,4.474246,0.000517,4.473729,0.000432
4.56088,365.64,4.464746,0.000517,4.464229,0.000431
4.56128,365.67,4.455267,0.000516,4.454751,0.000431
4.56168,365.70,4.445811,0.000516,4.445295,0.000431
4.56208,365.73,4.436377,0.000515,4.435862,0.000430
4.56248,365.76,4.426965,0.000515,4.426450,0.000430
4.56288,365.80,4.417575,0.000515,4.417060,0.000429
4.56328,365.83,4.408207,0.000514,4.407693,0.000429
4.56368,365.86,4.398861,0.000514,4.398347,0.000429
4.56408,365.89,4.389537,0.000513,4.389023,0.000428
4.56448,365.92,4.380235,0.000513,4.379722,0.000428
4.56488,365.96,4.370954,0.000513,4.370442,0.000428
4.56528,365.99,4.361696,0.000512,4.361184,0.000427
4.56568,366.02,4.352459,0.000512,4.351947,0.000427
4.56608,366.05,4.343244,0.000511,4.342733,0.000426
4.56648,366.09,4.334051,0.000511,4.333540,0.000426
4.56688,366.12,4.324880,0.000511,4.324369,0.000426
4.56728,366.15,4.315730,0.000510,4.315220,0.000425
4.56768,366.18,4.306602,0.000510,4.306093,0.000425
4.56808,366.21,4.297496,0.000509,4.296987,0.000425
4.56848,366.25,4.288412,0.000509,4.287903,0.000424
4.56888,366.28,4.279348,0.000509,4.278840,0.000424
4.56928,366.31,4.270307,0.000508,4.269799,0.000423
4.56968,366.34,4.261287,0.000508,4.260779,0.000423
4.57008,366.37,4.252289,0.000507,4.251781,0.000423
4.57048,366.41,4.243312,0.000507,4.242805,0.000422
4.57088,366.44,4.234356,0.000507,4.233849,0.000422
4.57128,366.47,4.225422,0.000506,4.224916,0.000422
4.57168,366.50,4.216509,0.000506,4.216003,0.000421
4.57208,366.53,4.207618,0.000505,4.207112,0.000421
4.57248,366.57,4.198748,0.000505,4.198243,0.000420
4.57288,366.60,4.189899,0.000505,4.189394,0.000420
4.57328,366.63,4.181071,0.000504,4.180567,0.000420
4.57368,366.66,4.172265,0.000504,4.171761,0.000419
4.57408,366.69,4.163480,0.000503,4.162976,0.000419
4.57448,366.73,4.154716,0.000503,4.154213,0.000419
4.57488,366.76,4.145973,0.000503,4.145470,0.000418
4.57528,366.79,4.137251,0.000502,4.136749,0.000418
4.57568,366.82,4.128550,0.000502,4.128048,0.000417
4.57608,366.85,4.119870,0.000501,4.119369,0.000417
4.57648,366.89,4.111211,0.000501,4.110710,0.000417
4.57688,366.92,4.102573,0.000501,4.102073,0.000416
4.57728,366.95,4.093956,0.000500,4.093456,0.000416
4.57768,366.98,4.085360,0.000500,4.084860,0.000416
4.57808,367.02,4.076785,0.000499,4.076286,0.000415
4.57848,367.05,4.068231,0.000499,4.067732,0.000415
4.57888,367.08,4.059697,0.000499,4.059198,0.000415
4.57928,367.11,4.051184,0.000498,4.050686,0.000414
4.57968,367.14,4.042692,0.000498,4.042194,0.000414
4.58008,367.18,4.034220,0.000498,4.033722,0.000414
4.58048,367.21,4.025769,0.000497,4.025272,0.000413
4.58088,367.24,4.017339,0.000497,4.016842,0.000413
4.58128,367.27,4.008929,0.000496,4.008432,0.000412
4.58168,367.30,4.000539,0.000496,4.000043,0.000412
4.58208,367.34,3.992170,0.000496,3.991675,0.000412
