ppm,hz,total_with_exchange,total_carbon_bound,exchangeable pool (H2O/OH/COOH),EGDA O-CH2,EGMA CH2-OC(O),EGMA CH2-OH,EG O-CH2
3.72286,298.45,0.993873,0.163589,0.830284,0.000009,0.000118,0.093060,0.070206
3.72326,298.49,0.992754,0.161490,0.831264,0.000009,0.000118,0.091827,0.069340
3.72366,298.52,0.991398,0.159152,0.832246,0.000009,0.000118,0.090339,0.068490
3.72406,298.55,0.989834,0.156604,0.833230,0.000009,0.000118,0.088626,0.067655
3.72446,298.58,0.988094,0.153878,0.834215,0.000009,0.000119,0.086720,0.066835
3.72486,298.61,0.986208,0.151006,0.835203,0.000009,0.000119,0.084652,0.066030
3.72526,298.65,0.984211,0.148020,0.836191,0.000009,0.000119,0.082457,0.065239
3.72566,298.68,0.982133,0.144951,0.837182,0.000009,0.000119,0.080164,0.064463
3.72606,298.71,0.980002,0.141828,0.838174,0.000009,0.000119,0.077805,0.063700
3.72646,298.74,0.977847,0.138679,0.839168,0.000009,0.000119,0.075405,0.062950
3.72686,298.78,0.975691,0.135527,0.840164,0.000009,0.000120,0.072990,0.062214
3.72726,298.81,0.973556,0.132395,0.841161,0.000009,0.000120,0.070581,0.061490
3.72766,298.84,0.971459,0.129299,0.842160,0.000009,0.000120,0.068196,0.060778
3.72806,298.87,0.969416,0.126255,0.843161,0.000010,0.000120,0.065851,0.060079
3.72846,298.90,0.967439,0.123275,0.844164,0.000010,0.000120,0.063559,0.059392
3.72886,298.94,0.965538,0.120370,0.845168,0.000010,0.000121,0.061329,0.058717
3.72926,298.97,0.963722,0.117547,0.846174,0.000010,0.000121,0.059170,0.058053
3.72966,299.00,0.961994,0.114812,0.847182,0.000010,0.000121,0.057088,0.057400
3.73006,299.03,0.960359,0.112167,0.848192,0.000010,0.000121,0.055085,0.056757
3.73046,299.06,0.958820,0.109617,0.849203,0.000010,0.000121,0.053166,0.056126
3.73086,299.10,0.957377,0.107161,0.850216,0.000010,0.000122,0.051331,0.055505
3.73126,299.13,0.956031,0.104800,0.851231,0.000010,0.000122,0.049581,0.054894
3.73166,299.16,0.954780,0.102533,0.852247,0.000010,0.000122,0.047914,0.054293
3.73206,299.19,0.953623,0.100358,0.853266,0.000010,0.000122,0.046330,0.053702
3.73246,299.22,0.952559,0.098273,0.854286,0.000010,0.000122,0.044827,0.053121
3.73286,299.26,0.951584,0.096277,0.855308,0.000010,0.000123,0.043403,0.052548
3.73326,299.29,0.950697,0.094366,0.856331,0.000010,0.000123,0.042055,0.051985
3.73366,299.32,0.949894,0.092537,0.857357,0.000010,0.000123,0.040780,0.051431
3.73406,299.35,0.949172,0.090788,0.858384,0.000010,0.000123,0.039577,0.050886
3.73446,299.38,0.948529,0.089116,0.859413,0.000010,0.000123,0.038441,0.050349
3.73486,299.42,0.947961,0.087517,0.860444,0.000010,0.000123,0.037370,0.049821
3.73526,299.45,0.947465,0.085989,0.861476,0.000010,0.000124,0.036362,0.049301
3.73566,299.48,0.947039,0.084528,0.862511,0.000010,0.000124,0.035413,0.048788
3.73606,299.51,0.946679,0.083132,0.863547,0.000010,0.000124,0.034521,0.048284
3.73646,299.54,0.946382,0.081797,0.864585,0.000010,0.000124,0.033683,0.047788
3.73686,299.58,0.946147,0.080522,0.865625,0.000010,0.000124,0.032897,0.047299
3.73726,299.61,0.945970,0.079304,0.866666,0.000010,0.000125,0.032160,0.046818
3.73766,299.64,0.945850,0.078140,0.867710,0.000010,0.000125,0.031469,0.046343
3.73806,299.67,0.945783,0.077027,0.868755,0.000010,0.000125,0.030824,0.045876
3.73846,299.71,0.945767,0.075965,0.869802,0.000010,0.000125,0.030221,0.045416
3.73886,299.74,0.945801,0.074950,0.870851,0.000010,0.000125,0.029659,0.044963
3.73926,299.77,0.945882,0.073980,0.871902,0.000010,0.000126,0.029136,0.044517
3.73966,299.80,0.946009,0.073055,0.872955,0.000010,0.000126,0.028650,0.044077
3.74006,299.83,0.946180,0.072171,0.874009,0.000010,0.000126,0.028200,0.043643
3.74046,299.87,0.946393,0.071328,0.875066,0.000010,0.000126,0.027784,0.043216
3.74086,299.90,0.946647,0.070524,0.876124,0.000010,0.000126,0.027400,0.042796
3.74126,299.93,0.946941,0.069757,0.877184,0.000010,0.000127,0.027048,0.042381
3.74166,299.96,0.947272,0.069027,0.878246,0.000010,0.000127,0.026726,0.041972
3.74206,299.99,0.947640,0.068331,0.879310,0.000010,0.000127,0.026434,0.041569
3.74246,300.03,0.948044,0.067669,0.880375,0.000010,0.000127,0.026169,0.041172
3.74286,300.06,0.948483,0.067040,0.881443,0.000010,0.000128,0.025932,0.040780
3.74326,300.09,0.948955,0.066443,0.882512,0.000010,0.000128,0.025720,0.040394
3.74366,300.12,0.949461,0.065877,0.883583,0.000010,0.000128,0.025535,0.040014
3.74406,300.15,0.949998,0.065341,0.884657,0.000010,0.000128,0.025374,0.039638
3.74446,300.19,0.950566,0.064835,0.885732,0.000010,0.000128,0.025237,0.039268
3.74486,300.22,0.951166,0.064357,0.886809,0.000010,0.000129,0.025124,0.038903
3.74526,300.25,0.951795,0.063907,0.887887,0.000010,0.000129,0.025034,0.038544
3.74566,300.28,0.952454,0.063485,0.888968,0.000010,0.000129,0.024967,0.038189
3.74606,300.31,0.953142,0.063091,0.890051,0.000010,0.000129,0.024922,0.037839
3.74646,300.35,0.953858,0.062722,0.891136,0.000010,0.000129,0.024899,0.037493
3.74686,300.38,0.954603,0.062381,0.892222,0.000010,0.000130,0.024898,0.037153
3.74726,300.41,0.955376,0.062065,0.893311,0.000010,0.000130,0.024918,0.036817
3.74766,300.44,0.956177,0.061776,0.894401,0.000010,0.000130,0.024960,0.036485
3.74806,300.47,0.957005,0.061512,0.895493,0.000010,0.000130,0.025023,0.036158
3.74846,300.51,0.957861,0.061273,0.896587,0.000010,0.000130,0.025107,0.035836
3.74886,300.54,0.958744,0.061061,0.897684,0.000010,0.000131,0.025213,0.035517
3.74926,300.57,0.959655,0.060873,0.898782,0.000010,0.000131,0.025339,0.035203
3.74966,300.60,0.960593,0.060712,0.899882,0.000010,0.000131,0.025488,0.034893
3.75006,300.64,0.961559,0.060576,0.900984,0.000010,0.000131,0.025657,0.034587
3.75046,300.67,0.962553,0.060465,0.902088,0.000010,0.000132,0.025849,0.034285
3.75086,300.70,0.963575,0.060381,0.903194,0.000010,0.000132,0.026063,0.033987
3.75126,300.73,0.964625,0.060324,0.904302,0.000010,0.000132,0.026299,0.033693
3.75166,300.76,0.965704,0.060292,0.905412,0.000010,0.000132,0.026558,0.033403
3.75206,300.80,0.966812,0.060288,0.906523,0.000010,0.000132,0.026841,0.033116
3.75246,300.83,0.967949,0.060312,0.907637,0.000010,0.000133,0.027147,0.032833
3.75286,300.86,0.969116,0.060363,0.908753,0.000010,0.000133,0.027478,0.032554
3.75326,300.89,0.970314,0.060443,0.909871,0.000010,0.000133,0.027834,0.032278
3.75366,300.92,0.971543,0.060553,0.910991,0.000010,0.000133,0.028215,0.032005
3.75406,300.96,0.972804,0.060692,0.912113,0.000010,0.000134,0.028623,0.031736
3.75446,300.99,0.974098,0.060862,0.913236,0.000010,0.000134,0.029059,0.031471
3.75486,301.02,0.975426,0.061063,0.914362,0.000010,0.000134,0.029522,0.031208
3.75526,301.05,0.976788,0.061298,0.915490,0.000010,0.000134,0.030015,0.030949
3.75566,301.08,0.978185,0.061565,0.916620,0.000010,0.000134,0.030539,0.030694
3.75606,301.12,0.979620,0.061868,0.917752,0.000010,0.000135,0.031094,0.030441
3.75646,301.15,0.981092,0.062206,0.918886,0.000010,0.000135,0.031682,0.030191
3.75686,301.18,0.982604,0.062582,0.920022,0.000010,0.000135,0.032304,0.029945
3.75726,301.21,0.984156,0.062996,0.921160,0.000010,0.000135,0.032962,0.029701
3.75766,301.24,0.985751,0.063451,0.922300,0.000011,0.000136,0.033656,0.029461
3.75806,301.28,0.987389,0.063947,0.923442,0.000011,0.000136,0.034390,0.029223
3.75846,301.31,0.989073,0.064487,0.924586,0.000011,0.000136,0.035165,0.028988
3.75886,301.34,0.990805,0.065072,0.925732,0.000011,0.000136,0.035982,0.028756
3.75926,301.37,0.992586,0.065705,0.926880,0.000011,0.000136,0.036844,0.028527
3.75966,301.40,0.994418,0.066388,0.928031,0.000011,0.000137,0.037753,0.028300
3.76006,301.44,0.996305,0.067122,0.929183,0.000011,0.000137,0.038711,0.028076
3.76046,301.47,0.998249,0.067911,0.930337,0.000011,0.000137,0.039721,0.027855
3.76086,301.50,1.000251,0.068757,0.931494,0.000011,0.000137,0.040786,0.027637
3.76126,301.53,1.002316,0.069663,0.932653,0.000011,0.000138,0.041908,0.027421
3.76166,301.56,1.004446,0.070632,0.933813,0.000011,0.000138,0.043090,0.027207
3.76206,301.60,1.006643,0.071667,0.934976,0.000011,0.000138,0.044336,0.026996
3.76246,301.63,1.008913,0.072772,0.936141,0.000011,0.000138,0.045649,0.026787
3.76286,301.66,1.011258,0.073950,0.937308,0.000011,0.000139,0.047033,0.026581
3.76326,301.69,1.013681,0.075204,0.938477,0.000011,0.000139,0.048491,0.026377
3.76366,301.73,1.016188,0.076540,0.939648,0.000011,0.000139,0.050028,0.026176
3.76406,301.76,1.018783,0.077961,0.940822,0.000011,0.000139,0.051649,0.025976
3.76446,301.79,1.021469,0.079472,0.941997,0.000011,0.000140,0.053356,0.025779
3.76486,301.82,1.024252,0.081077,0.943175,0.000011,0.000140,0.055156,0.025585
3.76526,301.85,1.027137,0.082782,0.944354,0.000011,0.000140,0.057054,0.025392
3.76566,301.89,1.030128,0.084592,0.945536,0.000011,0.000140,0.059053,0.025202
3.76606,301.92,1.033232,0.086512,0.946720,0.000011,0.000140,0.061161,0.025013
3.76646,301.95,1.036454,0.088547,0.947906,0.000011,0.000141,0.063383,0.024827
3.76686,301.98,1.039798,0.090704,0.949095,0.000011,0.000141,0.065723,0.024643
3.76726,302.01,1.043273,0.092988,0.950285,0.000011,0.000141,0.068189,0.024461
3.76766,302.05,1.046882,0.095404,0.951478,0.000011,0.000141,0.070785,0.024281
3.76806,302.08,1.050632,0.097960,0.952672,0.000011,0.000142,0.073519,0.024103
3.76846,302.11,1.054529,0.100660,0.953869,0.000011,0.000142,0.076395,0.023927
3.76886,302.14,1.058578,0.103509,0.955069,0.000011,0.000142,0.079418,0.023753
3.76926,302.17,1.062784,0.106514,0.956270,0.000011,0.000142,0.082595,0.023580
3.76966,302.21,1.067152,0.109678,0.957473,0.000011,0.000143,0.085930,0.023410
3.77006,302.24,1.071685,0.113006,0.958679,0.000011,0.000143,0.089426,0.023241
3.77046,302.27,1.076386,0.116499,0.959887,0.000011,0.000143,0.093086,0.023074
3.77086,302.30,1.081258,0.120160,0.961097,0.000011,0.000143,0.096912,0.022909
3.77126,302.33,1.086298,0.123989,0.962309,0.000011,0.000144,0.100904,0.022746
3.77166,302.37,1.091506,0.127982,0.963524,0.000011,0.000144,0.105058,0.022584
3.77206,302.40,1.096877,0.132136,0.964741,0.000011,0.000144,0.109372,0.022425
3.77246,302.43,1.102402,0.136443,0.965960,0.000011,0.000144,0.113836,0.022267
3.77286,302.46,1.108072,0.140891,0.967181,0.000011,0.000145,0.118441,0.022110
3.77326,302.49,1.113870,0.145466,0.968404,0.000011,0.000145,0.123171,0.021955
3.77366,302.53,1.119778,0.150148,0.969630,0.000011,0.000145,0.128006,0.021802
3.77406,302.56,1.125770,0.154912,0.970858,0.000011,0.000145,0.132921,0.021650
3.77446,302.59,1.131816,0.159729,0.972088,0.000011,0.000146,0.137888,0.021500
3.77486,302.62,1.137881,0.164561,0.973320,0.000011,0.000146,0.142868,0.021352
3.77526,302.66,1.143922,0.169367,0.974555,0.000011,0.000146,0.147821,0.021205
3.77566,302.69,1.149890,0.174098,0.975792,0.000011,0.000146,0.152698,0.021059
3.77606,302.72,1.155733,0.178702,0.977031,0.000011,0.000147,0.157445,0.020915
3.77646,302.75,1.161391,0.183119,0.978273,0.000011,0.000147,0.162004,0.020773
3.77686,302.78,1.166803,0.187286,0.979516,0.000011,0.000147,0.166312,0.020632
3.77726,302.82,1.171902,0.191139,0.980763,0.000011,0.000147,0.170305,0.020492
3.77766,302.85,1.176624,0.194613,0.982011,0.000011,0.000148,0.173917,0.020354
3.77806,302.88,1.180905,0.197644,0.983262,0.000011,0.000148,0.177084,0.020217
3.77846,302.91,1.184686,0.200172,0.984514,0.000011,0.000148,0.179747,0.020082
3.77886,302.94,1.187914,0.202145,0.985770,0.000011,0.000148,0.181854,0.019948
3.77926,302.98,1.190547,0.203519,0.987027,0.000011,0.000149,0.183361,0.019815
3.77966,303.01,1.192551,0.204263,0.988287,0.000011,0.000149,0.184237,0.019683
3.78006,303.04,1.193908,0.204358,0.989549,0.000011,0.000149,0.184462,0.019553
3.78046,303.07,1.194613,0.203799,0.990814,0.000011,0.000150,0.184031,0.019424
3.78086,303.10,1.194675,0.202594,0.992081,0.000011,0.000150,0.182954,0.019297
3.78126,303.14,1.194118,0.200768,0.993350,0.000011,0.000150,0.181254,0.019170
3.78166,303.17,1.192977,0.198356,0.994622,0.000011,0.000150,0.178966,0.019045
3.78206,303.20,1.191299,0.195404,0.995896,0.000011,0.000151,0.176138,0.018921
3.78246,303.23,1.189139,0.191967,0.997172,0.000011,0.000151,0.172824,0.018799
3.78286,303.26,1.186558,0.188107,0.998451,0.000011,0.000151,0.169086,0.018677
3.78326,303.30,1.183620,0.183888,0.999732,0.000011,0.000151,0.164986,0.018557
3.78366,303.33,1.180390,0.179375,1.001015,0.000012,0.000152,0.160592,0.018438
3.78406,303.36,1.176933,0.174632,1.002301,0.000012,0.000152,0.155967,0.018320
3.78446,303.39,1.173310,0.169721,1.003589,0.000012,0.000152,0.151173,0.018203
3.78486,303.42,1.169579,0.164699,1.004879,0.000012,0.000152,0.146266,0.018087
3.78526,303.46,1.165791,0.159618,1.006172,0.000012,0.000153,0.141300,0.017972
3.78566,303.49,1.161992,0.154525,1.007468,0.000012,0.000153,0.136320,0.017859
3.78606,303.52,1.158224,0.149458,1.008766,0.000012,0.000153,0.131366,0.017746
3.78646,303.55,1.154520,0.144454,1.010066,0.000012,0.000154,0.126473,0.017635
3.78686,303.59,1.150908,0.139540,1.011368,0.000012,0.000154,0.121669,0.017524
3.78726,303.62,1.147412,0.134738,1.012673,0.000012,0.000154,0.116976,0.017415
3.78766,303.65,1.144049,0.130068,1.013981,0.000012,0.000154,0.112414,0.017306
3.78806,303.68,1.140834,0.125543,1.015291,0.000012,0.000155,0.107996,0.017199
3.78846,303.71,1.137776,0.121173,1.016603,0.000012,0.000155,0.103732,0.017093
3.78886,303.75,1.134882,0.116964,1.017918,0.000012,0.000155,0.099628,0.016987
3.78926,303.78,1.132155,0.112920,1.019235,0.000012,0.000156,0.095689,0.016883
3.78966,303.81,1.129598,0.109043,1.020555,0.000012,0.000156,0.091915,0.016779
3.79006,303.84,1.127210,0.105332,1.021877,0.000012,0.000156,0.088307,0.016677
3.79046,303.87,1.124988,0.101786,1.023202,0.000012,0.000156,0.084862,0.016575
3.79086,303.91,1.122930,0.098401,1.024529,0.000012,0.000157,0.081578,0.016475
3.79126,303.94,1.121032,0.095174,1.025859,0.000012,0.000157,0.078450,0.016375
3.79166,303.97,1.119289,0.092098,1.027191,0.000012,0.000157,0.075473,0.016276
3.79206,304.00,1.117696,0.089170,1.028525,0.000012,0.000157,0.072643,0.016178
3.79246,304.03,1.116246,0.086384,1.029862,0.000012,0.000158,0.069953,0.016081
3.79286,304.07,1.114935,0.083733,1.031202,0.000012,0.000158,0.067398,0.015985
3.79326,304.10,1.113757,0.081212,1.032544,0.000012,0.000158,0.064973,0.015889
3.79366,304.13,1.112705,0.078816,1.033889,0.000012,0.000159,0.062670,0.015795
3.79406,304.16,1.111773,0.076537,1.035236,0.000012,0.000159,0.060485,0.015701
3.79446,304.19,1.110957,0.074371,1.036586,0.000012,0.000159,0.058412,0.015608
3.79486,304.23,1.110251,0.072313,1.037938,0.000012,0.000159,0.056445,0.015516
3.79526,304.26,1.109648,0.070356,1.039293,0.000012,0.000160,0.054579,0.015425
3.79566,304.29,1.109145,0.068495,1.040650,0.000012,0.000160,0.052809,0.015335
3.79606,304.32,1.108736,0.066726,1.042010,0.000012,0.000160,0.051129,0.015245
3.79646,304.35,1.108416,0.065044,1.043372,0.000012,0.000161,0.049535,0.015156
3.79686,304.39,1.108182,0.063444,1.044738,0.000012,0.000161,0.048024,0.015068
3.79726,304.42,1.108028,0.061923,1.046105,0.000012,0.000161,0.046589,0.014981
3.79766,304.45,1.107951,0.060475,1.047475,0.000012,0.000162,0.045228,0.014895
3.79806,304.48,1.107946,0.059098,1.048848,0.000012,0.000162,0.043936,0.014809
3.79846,304.52,1.108011,0.057788,1.050224,0.000012,0.000162,0.042711,0.014724
3.79886,304.55,1.108142,0.056541,1.051602,0.000012,0.000162,0.041548,0.014639
3.79926,304.58,1.108336,0.055354,1.052982,0.000012,0.000163,0.040444,0.014556
3.79966,304.61,1.108589,0.054224,1.054365,0.000012,0.000163,0.039397,0.014473
3.80006,304.64,1.108900,0.053149,1.055751,0.000012,0.000163,0.038404,0.014391
3.80046,304.68,1.109265,0.052125,1.057140,0.000012,0.000164,0.037462,0.014309
3.80086,304.71,1.109681,0.051151,1.058531,0.000012,0.000164,0.036568,0.014228
3.80126,304.74,1.110148,0.050223,1.059924,0.000012,0.000164,0.035720,0.014148
3.80166,304.77,1.110661,0.049340,1.061321,0.000012,0.000165,0.034916,0.014069
3.80206,304.80,1.111220,0.048500,1.062720,0.000012,0.000165,0.034155,0.013990
3.80246,304.84,1.111823,0.047701,1.064122,0.000012,0.000165,0.033433,0.013912
3.80286,304.87,1.112467,0.046941,1.065526,0.000012,0.000165,0.032750,0.013835
3.80326,304.90,1.113151,0.046218,1.066933,0.000012,0.000166,0.032104,0.013758
3.80366,304.93,1.113873,0.045531,1.068343,0.000012,0.000166,0.031493,0.013682
3.80406,304.96,1.114633,0.044878,1.069755,0.000012,0.000166,0.030916,0.013606
3.80446,305.00,1.115428,0.044258,1.071170,0.000012,0.000167,0.030371,0.013531
3.80486,305.03,1.116258,0.043671,1.072588,0.000012,0.000167,0.029857,0.013457
3.80526,305.06,1.117122,0.043113,1.074008,0.000012,0.000167,0.029373,0.013383
3.80566,305.09,1.118017,0.042586,1.075431,0.000012,0.000168,0.028918,0.013310
3.80606,305.12,1.118944,0.042087,1.076857,0.000013,0.000168,0.028492,0.013237
3.80646,305.16,1.119902,0.041616,1.078286,0.000013,0.000168,0.028092,0.013166
3.80686,305.19,1.120889,0.041171,1.079717,0.000013,0.000169,0.027719,0.013094
3.80726,305.22,1.121904,0.040753,1.081151,0.000013,0.000169,0.027371,0.013023
3.80766,305.25,1.122948,0.040360,1.082588,0.000013,0.000169,0.027048,0.012953
3.80806,305.28,1.124020,0.039992,1.084028,0.000013,0.000170,0.026749,0.012884
3.80846,305.32,1.125118,0.039648,1.085470,0.000013,0.000170,0.026474,0.012815
3.80886,305.35,1.126243,0.039328,1.086915,0.000013,0.000170,0.026222,0.012746
3.80926,305.38,1.127394,0.039031,1.088363,0.000013,0.000171,0.025993,0.012678
3.80966,305.41,1.128571,0.038757,1.089814,0.000013,0.000171,0.025786,0.012611
3.81006,305.45,1.129773,0.038506,1.091267,0.000013,0.000171,0.025602,0.012544
3.81046,305.48,1.131000,0.038277,1.092723,0.000013,0.000171,0.025439,0.012477
3.81086,305.51,1.132252,0.038070,1.094183,0.000013,0.000172,0.025297,0.012412
3.81126,305.54,1.133529,0.037885,1.095644,0.000013,0.000172,0.025177,0.012346
3.81166,305.57,1.134830,0.037721,1.097109,0.000013,0.000172,0.025078,0.012282
3.81206,305.61,1.136156,0.037580,1.098576,0.000013,0.000173,0.025001,0.012217
3.81246,305.64,1.137507,0.037460,1.100047,0.000013,0.000173,0.024945,0.012153
3.81286,305.67,1.138882,0.037362,1.101520,0.000013,0.000173,0.024910,0.012090
3.81326,305.70,1.140282,0.037286,1.102996,0.000013,0.000174,0.024896,0.012027
3.81366,305.73,1.141707,0.037232,1.104475,0.000013,0.000174,0.024904,0.011965
3.81406,305.77,1.143157,0.037200,1.105956,0.000013,0.000174,0.024934,0.011903
3.81446,305.80,1.144632,0.037191,1.107441,0.000013,0.000175,0.024986,0.011842
3.81486,305.83,1.146133,0.037205,1.108928,0.000013,0.000175,0.025060,0.011781
3.81526,305.86,1.147660,0.037242,1.110418,0.000013,0.000175,0.025157,0.011721
3.81566,305.89,1.149214,0.037303,1.111911,0.000013,0.000176,0.025278,0.011661
3.81606,305.93,1.150795,0.037388,1.113407,0.000013,0.000176,0.025422,0.011601
3.81646,305.96,1.152404,0.037497,1.114906,0.000013,0.000176,0.025591,0.011542
3.81686,305.99,1.154041,0.037633,1.116408,0.000013,0.000177,0.025784,0.011484
3.81726,306.02,1.155707,0.037794,1.117913,0.000013,0.000177,0.026004,0.011425
3.81766,306.05,1.157403,0.037983,1.119421,0.000013,0.000177,0.026249,0.011368
3.81806,306.09,1.159130,0.038199,1.120931,0.000013,0.000178,0.026523,0.011311
3.81846,306.12,1.160889,0.038444,1.122445,0.000013,0.000178,0.026825,0.011254
3.81886,306.15,1.162680,0.038719,1.123961,0.000013,0.000179,0.027156,0.011197
3.81926,306.18,1.164506,0.039026,1.125480,0.000013,0.000179,0.027518,0.011141
3.81966,306.21,1.166367,0.039364,1.127003,0.000013,0.000179,0.027911,0.011086
3.82006,306.25,1.168264,0.039736,1.128528,0.000013,0.000180,0.028338,0.011031
3.82046,306.28,1.170199,0.040143,1.130056,0.000013,0.000180,0.028799,0.010976
3.82086,306.31,1.172174,0.040586,1.131588,0.000013,0.000180,0.029297,0.010922
3.82126,306.34,1.174189,0.041068,1.133122,0.000013,0.000181,0.029832,0.010868
3.82166,306.38,1.176248,0.041589,1.134659,0.000013,0.000181,0.030407,0.010814
3.82206,306.41,1.178351,0.042152,1.136199,0.000013,0.000181,0.031023,0.010761
3.82246,306.44,1.180501,0.042759,1.137742,0.000013,0.000182,0.031682,0.010708
3.82286,306.47,1.182700,0.043412,1.139289,0.000013,0.000182,0.032387,0.010656
3.82326,306.50,1.184950,0.044112,1.140838,0.000013,0.000182,0.033139,0.010604
3.82366,306.54,1.187253,0.044863,1.142390,0.000013,0.000183,0.033941,0.010552
3.82406,306.57,1.189612,0.045667,1.143945,0.000013,0.000183,0.034796,0.010501
3.82446,306.60,1.192030,0.046526,1.145504,0.000013,0.000183,0.035706,0.010450
3.82486,306.63,1.194508,0.047443,1.147065,0.000013,0.000184,0.036673,0.010400
3.82526,306.66,1.197051,0.048421,1.148629,0.000013,0.000184,0.037701,0.010350
3.82566,306.70,1.199659,0.049462,1.150197,0.000013,0.000185,0.038791,0.010300
3.82606,306.73,1.202338,0.050570,1.151768,0.000014,0.000185,0.039948,0.010250
3.82646,306.76,1.205088,0.051747,1.153341,0.000014,0.000185,0.041174,0.010201
3.82686,306.79,1.207914,0.052996,1.154918,0.000014,0.000186,0.042471,0.010153
3.82726,306.82,1.210818,0.054320,1.156498,0.000014,0.000186,0.043843,0.010104
3.82766,306.86,1.213802,0.055721,1.158081,0.000014,0.000186,0.045292,0.010056
3.82806,306.89,1.216869,0.057202,1.159667,0.000014,0.000187,0.046820,0.010009
3.82846,306.92,1.220021,0.058765,1.161256,0.000014,0.000187,0.048430,0.009961
3.82886,306.95,1.223259,0.060411,1.162848,0.000014,0.000187,0.050123,0.009914
3.82926,306.98,1.226585,0.062142,1.164444,0.000014,0.000188,0.051900,0.009868
3.82966,307.02,1.229999,0.063957,1.166042,0.000014,0.000188,0.053762,0.009821
3.83006,307.05,1.233501,0.065857,1.167644,0.000014,0.000189,0.055707,0.009775
3.83046,307.08,1.237088,0.067840,1.169249,0.000014,0.000189,0.057735,0.009730
3.83086,307.11,1.240759,0.069902,1.170857,0.000014,0.000189,0.059842,0.009684
3.83126,307.14,1.244507,0.072039,1.172468,0.000014,0.000190,0.062024,0.009639
3.83166,307.18,1.248327,0.074245,1.174082,0.000014,0.000190,0.064275,0.009594
3.83206,307.21,1.252211,0.076511,1.175700,0.000014,0.000190,0.066585,0.009550
3.83246,307.24,1.256147,0.078826,1.177321,0.000014,0.000191,0.068944,0.009506
3.83286,307.27,1.260122,0.081177,1.178945,0.000014,0.000191,0.071338,0.009462
3.83326,307.31,1.264119,0.083547,1.180572,0.000014,0.000192,0.073751,0.009419
3.83366,307.34,1.268119,0.085917,1.182202,0.000014,0.000192,0.076164,0.009375
3.83406,307.37,1.272100,0.088264,1.183836,0.000014,0.000192,0.078554,0.009332
3.83446,307.40,1.276036,0.090563,1.185473,0.000014,0.000193,0.080895,0.009290
3.83486,307.43,1.279899,0.092786,1.187113,0.000014,0.000193,0.083160,0.009247
3.83526,307.47,1.283660,0.094903,1.188756,0.000014,0.000194,0.085319,0.009205
3.83566,307.50,1.287285,0.096882,1.190403,0.000014,0.000194,0.087339,0.009164
3.83606,307.53,1.290743,0.098690,1.192053,0.000014,0.000194,0.089188,0.009122
3.83646,307.56,1.294000,0.100294,1.193706,0.000014,0.000195,0.090834,0.009081
3.83686,307.59,1.297027,0.101665,1.195362,0.000014,0.000195,0.092244,0.009040
3.83726,307.63,1.299794,0.102772,1.197022,0.000014,0.000195,0.093392,0.008999
3.83766,307.66,1.302277,0.103592,1.198685,0.000014,0.000196,0.094252,0.008959
3.83806,307.69,1.304457,0.104105,1.200352,0.000014,0.000196,0.094805,0.008919
3.83846,307.72,1.306320,0.104298,1.202021,0.000014,0.000197,0.095038,0.008879
3.83886,307.75,1.307860,0.104166,1.203694,0.000014,0.000197,0.094944,0.008840
3.83926,307.79,1.309077,0.103707,1.205371,0.000014,0.000197,0.094524,0.008800
3.83966,307.82,1.309980,0.102930,1.207050,0.000014,0.000198,0.093786,0.008761
3.84006,307.85,1.310583,0.101850,1.208733,0.000014,0.000198,0.092744,0.008722
3.84046,307.88,1.310906,0.100486,1.210420,0.000014,0.000199,0.091419,0.008684
3.84086,307.91,1.310974,0.098864,1.212110,0.000014,0.000199,0.089835,0.008646
3.84126,307.95,1.310816,0.097013,1.213803,0.000014,0.000200,0.088022,0.008608
3.84166,307.98,1.310464,0.094964,1.215499,0.000014,0.000200,0.086010,0.008570
3.84206,308.01,1.309949,0.092750,1.217199,0.000014,0.000200,0.083833,0.008532
3.84246,308.04,1.309306,0.090403,1.218902,0.000014,0.000201,0.081523,0.008495
3.84286,308.07,1.308564,0.087955,1.220609,0.000014,0.000201,0.079111,0.008458
3.84326,308.11,1.307755,0.085435,1.222319,0.000014,0.000202,0.076628,0.008421
3.84366,308.14,1.306905,0.082872,1.224033,0.000014,0.000202,0.074101,0.008385
3.84406,308.17,1.306040,0.080290,1.225750,0.000015,0.000202,0.071555,0.008348
3.84446,308.20,1.305180,0.077710,1.227471,0.000015,0.000203,0.069010,0.008312
3.84486,308.24,1.304346,0.075151,1.229194,0.000015,0.000203,0.066488,0.008277
3.84526,308.27,1.303552,0.072630,1.230922,0.000015,0.000204,0.064002,0.008241
3.84566,308.30,1.302812,0.070159,1.232653,0.000015,0.000204,0.061566,0.008206
3.84606,308.33,1.302136,0.067749,1.234387,0.000015,0.000205,0.059190,0.008170
3.84646,308.36,1.301532,0.065408,1.236125,0.000015,0.000205,0.056883,0.008135
3.84686,308.40,1.301007,0.063141,1.237866,0.000015,0.000205,0.054651,0.008101
3.84726,308.43,1.300564,0.060952,1.239611,0.000015,0.000206,0.052497,0.008066
3.84766,308.46,1.300205,0.058846,1.241360,0.000015,0.000206,0.050424,0.008032
3.84806,308.49,1.299933,0.056822,1.243111,0.000015,0.000207,0.048433,0.007998
3.84846,308.52,1.299748,0.054881,1.244867,0.000015,0.000207,0.046526,0.007964
3.84886,308.56,1.299648,0.053023,1.246626,0.000015,0.000208,0.044701,0.007931
