ppm,hz,total_with_exchange,total_carbon_bound,exchangeable pool (H2O/OH/COOH),AcOH CH3
2.22504,178.38,0.101785,0.025031,0.076754,0.024861
2.22524,178.39,0.101731,0.024962,0.076768,0.024792
2.22544,178.41,0.101677,0.024895,0.076783,0.024725
2.22564,178.42,0.101624,0.024827,0.076797,0.024657
2.22584,178.44,0.101571,0.024760,0.076811,0.024590
2.22604,178.46,0.101519,0.024693,0.076826,0.024523
2.22624,178.47,0.101466,0.024626,0.076840,0.024456
2.22644,178.49,0.101414,0.024560,0.076855,0.024389
2.22664,178.51,0.101362,0.024494,0.076869,0.024323
2.22684,178.52,0.101311,0.024428,0.076883,0.024257
2.22704,178.54,0.101260,0.024362,0.076898,0.024192
2.22724,178.55,0.101209,0.024297,0.076912,0.024126
2.22744,178.57,0.101158,0.024232,0.076926,0.024061
2.22764,178.59,0.101107,0.024167,0.076941,0.023996
2.22784,178.60,0.101057,0.024102,0.076955,0.023931
2.22804,178.62,0.101007,0.024038,0.076969,0.023867
2.22824,178.63,0.100958,0.023974,0.076984,0.023803
2.22844,178.65,0.100908,0.023910,0.076998,0.023739
2.22864,178.67,0.100859,0.023846,0.077013,0.023676
2.22884,178.68,0.100810,0.023783,0.077027,0.023612
2.22904,178.70,0.100761,0.023720,0.077041,0.023549
2.22924,178.71,0.100713,0.023657,0.077056,0.023486
2.22944,178.73,0.100665,0.023595,0.077070,0.023424
2.22964,178.75,0.100617,0.023532,0.077085,0.023361
2.22984,178.76,0.100569,0.023470,0.077099,0.023299
2.23004,178.78,0.100522,0.023409,0.077113,0.023237
2.23024,178.79,0.100475,0.023347,0.077128,0.023176
2.23044,178.81,0.100428,0.023286,0.077142,0.023115
2.23064,178.83,0.100381,0.023225,0.077157,0.023053
2.23084,178.84,0.100335,0.023164,0.077171,0.022993
2.23104,178.86,0.100289,0.023103,0.077186,0.022932
2.23124,178.87,0.100243,0.023043,0.077200,0.022872
2.23144,178.89,0.100197,0.022983,0.077214,0.022811
2.23164,178.91,0.100152,0.022923,0.077229,0.022752
2.23184,178.92,0.100107,0.022863,0.077243,0.022692
2.23204,178.94,0.100062,0.022804,0.077258,0.022632
2.23224,178.95,0.100017,0.022745,0.077272,0.022573
2.23244,178.97,0.099973,0.022686,0.077287,0.022514
2.23264,178.99,0.099929,0.022627,0.077301,0.022455
2.23284,179.00,0.099885,0.022569,0.077316,0.022397
2.23304,179.02,0.099841,0.022511,0.077330,0.022339
2.23324,179.03,0.099797,0.022453,0.077345,0.022281
2.23344,179.05,0.099754,0.022395,0.077359,0.022223
2.23364,179.07,0.099711,0.022337,0.077374,0.022165
2.23384,179.08,0.099668,0.022280,0.077388,0.022108
2.23404,179.10,0.099625,0.022223,0.077403,0.022051
2.23424,179.11,0.099583,0.022166,0.077417,0.021994
2.23444,179.13,0.099541,0.022109,0.077432,0.021937
2.23464,179.15,0.099499,0.022053,0.077446,0.021880
2.23484,179.16,0.099457,0.021997,0.077461,0.021824
2.23504,179.18,0.099416,0.021941,0.077475,0.021768
2.23524,179.19,0.099374,0.021885,0.077490,0.021712
2.23544,179.21,0.099333,0.021829,0.077504,0.021657
2.23564,179.23,0.099293,0.021774,0.077519,0.021601
2.23584,179.24,0.099252,0.021719,0.077533,0.021546
2.23604,179.26,0.099212,0.021664,0.077548,0.021491
2.23624,179.27,0.099171,0.021609,0.077562,0.021436
2.23644,179.29,0.099131,0.021554,0.077577,0.021382
2.23664,179.31,0.099092,0.021500,0.077592,0.021327
2.23684,179.32,0.099052,0.021446,0.077606,0.021273
2.23704,179.34,0.099013,0.021392,0.077621,0.021219
2.23724,179.35,0.098974,0.021338,0.077635,0.021165
2.23744,179.37,0.098935,0.021285,0.077650,0.021112
2.23764,179.39,0.098896,0.021232,0.077664,0.021058
2.23784,179.40,0.098857,0.021178,0.077679,0.021005
2.23804,179.42,0.098819,0.021126,0.077694,0.020952
2.23824,179.44,0.098781,0.021073,0.077708,0.020900
2.23844,179.45,0.098743,0.021020,0.077723,0.020847
2.23864,179.47,0.098705,0.020968,0.077737,0.020795
2.23884,179.48,0.098668,0.020916,0.077752,0.020743
2.23904,179.50,0.098630,0.020864,0.077766,0.020691
2.23924,179.52,0.098593,0.020812,0.077781,0.020639
2.23944,179.53,0.098556,0.020761,0.077796,0.020587
2.23964,179.55,0.098520,0.020709,0.077810,0.020536
2.23984,179.56,0.098483,0.020658,0.077825,0.020485
2.24004,179.58,0.098447,0.020607,0.077840,0.020434
2.24024,179.60,0.098411,0.020557,0.077854,0.020383
2.24044,179.61,0.098375,0.020506,0.077869,0.020332
2.24064,179.63,0.098339,0.020456,0.077883,0.020282
2.24084,179.64,0.098304,0.020405,0.077898,0.020232
2.24104,179.66,0.098268,0.020355,0.077913,0.020182
2.24124,179.68,0.098233,0.020306,0.077927,0.020132
2.24144,179.69,0.098198,0.020256,0.077942,0.020082
2.24164,179.71,0.098163,0.020207,0.077957,0.020033
2.24184,179.72,0.098129,0.020157,0.077971,0.019983
2.24204,179.74,0.098094,0.020108,0.077986,0.019934
2.24224,179.76,0.098060,0.020059,0.078001,0.019885
2.24244,179.77,0.098026,0.020011,0.078015,0.019836
2.24264,179.79,0.097992,0.019962,0.078030,0.019788
2.24284,179.80,0.097958,0.019914,0.078045,0.019739
2.24304,179.82,0.097925,0.019865,0.078059,0.019691
2.24324,179.84,0.097892,0.019817,0.078074,0.019643
2.24344,179.85,0.097858,0.019770,0.078089,0.019595
2.24364,179.87,0.097825,0.019722,0.078103,0.019547
2.24384,179.88,0.097793,0.019674,0.078118,0.019500
2.24404,179.90,0.097760,0.019627,0.078133,0.019453
2.24424,179.92,0.097728,0.019580,0.078148,0.019405
2.24444,179.93,0.097695,0.019533,0.078162,0.019358
2.24464,179.95,0.097663,0.019486,0.078177,0.019311
2.24484,179.96,0.097631,0.019440,0.078192,0.019265
2.24504,179.98,0.097600,0.019393,0.078206,0.019218
2.24524,180.00,0.097568,0.019347,0.078221,0.019172
2.24544,180.01,0.097537,0.019301,0.078236,0.019126
2.24564,180.03,0.097505,0.019255,0.078251,0.019080
2.24584,180.04,0.097474,0.019209,0.078265,0.019034
2.24604,180.06,0.097443,0.019163,0.078280,0.018988
2.24624,180.08,0.097413,0.019118,0.078295,0.018943
2.24644,180.09,0.097382,0.019072,0.078310,0.018897
2.24664,180.11,0.097352,0.019027,0.078324,0.018852
2.24684,180.12,0.097322,0.018982,0.078339,0.018807
2.24704,180.14,0.097291,0.018938,0.078354,0.018762
2.24724,180.16,0.097262,0.018893,0.078369,0.018717
2.24744,180.17,0.097232,0.018848,0.078383,0.018673
2.24764,180.19,0.097202,0.018804,0.078398,0.018629
2.24784,180.20,0.097173,0.018760,0.078413,0.018584
2.24804,180.22,0.097144,0.018716,0.078428,0.018540
2.24824,180.24,0.097115,0.018672,0.078443,0.018496
2.24844,180.25,0.097086,0.018628,0.078457,0.018453
2.24864,180.27,0.097057,0.018585,0.078472,0.018409
2.24884,180.28,0.097028,0.018541,0.078487,0.018365
2.24904,180.30,0.097000,0.018498,0.078502,0.018322
2.24924,180.32,0.096972,0.018455,0.078517,0.018279
2.24944,180.33,0.096943,0.018412,0.078531,0.018236
2.24964,180.35,0.096915,0.018369,0.078546,0.018193
2.24984,180.36,0.096888,0.018327,0.078561,0.018151
2.25004,180.38,0.096860,0.018284,0.078576,0.018108
2.25024,180.40,0.096832,0.018242,0.078591,0.018066
2.25044,180.41,0.096805,0.018200,0.078606,0.018023
2.25064,180.43,0.096778,0.018157,0.078620,0.017981
2.25084,180.45,0.096751,0.018116,0.078635,0.017939
2.25104,180.46,0.096724,0.018074,0.078650,0.017897
2.25124,180.48,0.096697,0.018032,0.078665,0.017856
2.25144,180.49,0.096671,0.017991,0.078680,0.017814
2.25164,180.51,0.096644,0.017949,0.078695,0.017773
2.25184,180.53,0.096618,0.017908,0.078710,0.017732
2.25204,180.54,0.096592,0.017867,0.078724,0.017691
2.25224,180.56,0.096566,0.017826,0.078739,0.017650
2.25244,180.57,0.096540,0.017786,0.078754,0.017609
2.25264,180.59,0.096514,0.017745,0.078769,0.017568
2.25284,180.61,0.096489,0.017704,0.078784,0.017528
2.25304,180.62,0.096463,0.017664,0.078799,0.017487
2.25324,180.64,0.096438,0.017624,0.078814,0.017447
2.25344,180.65,0.096413,0.017584,0.078829,0.017407
2.25364,180.67,0.096388,0.017544,0.078844,0.017367
2.25384,180.69,0.096363,0.017504,0.078859,0.017327
2.25404,180.70,0.096338,0.017465,0.078873,0.017288
2.25424,180.72,0.096313,0.017425,0.078888,0.017248
2.25444,180.73,0.096289,0.017386,0.078903,0.017209
2.25464,180.75,0.096265,0.017347,0.078918,0.017169
2.25484,180.77,0.096241,0.017307,0.078933,0.017130
2.25504,180.78,0.096217,0.017268,0.078948,0.017091
2.25524,180.80,0.096193,0.017230,0.078963,0.017052
2.25544,180.81,0.096169,0.017191,0.078978,0.017013
2.25564,180.83,0.096145,0.017152,0.078993,0.016975
2.25584,180.85,0.096122,0.017114,0.079008,0.016936
2.25604,180.86,0.096098,0.017076,0.079023,0.016898
2.25624,180.88,0.096075,0.017037,0.079038,0.016860
2.25644,180.89,0.096052,0.016999,0.079053,0.016822
2.25664,180.91,0.096029,0.016961,0.079068,0.016784
2.25684,180.93,0.096006,0.016924,0.079083,0.016746
2.25704,180.94,0.095984,0.016886,0.079098,0.016708
2.25724,180.96,0.095961,0.016849,0.079113,0.016671
2.25744,180.97,0.095939,0.016811,0.079128,0.016633
2.25764,180.99,0.095916,0.016774,0.079143,0.016596
2.25784,181.01,0.095894,0.016737,0.079158,0.016559
2.25804,181.02,0.095872,0.016700,0.079173,0.016522
2.25824,181.04,0.095850,0.016663,0.079188,0.016485
2.25844,181.05,0.095829,0.016626,0.079203,0.016448
2.25864,181.07,0.095807,0.016589,0.079218,0.016411
2.25884,181.09,0.095785,0.016553,0.079233,0.016374
2.25904,181.10,0.095764,0.016516,0.079248,0.016338
2.25924,181.12,0.095743,0.016480,0.079263,0.016302
2.25944,181.13,0.095722,0.016444,0.079278,0.016265
2.25964,181.15,0.095701,0.016408,0.079293,0.016229
2.25984,181.17,0.095680,0.016372,0.079308,0.016193
2.26004,181.18,0.095659,0.016336,0.079323,0.016157
2.26024,181.20,0.095638,0.016300,0.079338,0.016122
2.26044,181.21,0.095618,0.016265,0.079353,0.016086
2.26064,181.23,0.095597,0.016229,0.079368,0.016051
2.26084,181.25,0.095577,0.016194,0.079383,0.016015
2.26104,181.26,0.095557,0.016159,0.079398,0.015980
2.26124,181.28,0.095537,0.016124,0.079413,0.015945
2.26144,181.29,0.095517,0.016089,0.079428,0.015910
2.26164,181.31,0.095497,0.016054,0.079443,0.015875
2.26184,181.33,0.095477,0.016019,0.079458,0.015840
2.26204,181.34,0.095458,0.015984,0.079473,0.015805
2.26224,181.36,0.095438,0.015950,0.079489,0.015771
2.26244,181.38,0.095419,0.015916,0.079504,0.015736
2.26264,181.39,0.095400,0.015881,0.079519,0.015702
2.26284,181.41,0.095381,0.015847,0.079534,0.015668
2.26304,181.42,0.095362,0.015813,0.079549,0.015634
2.26324,181.44,0.095343,0.015779,0.079564,0.015600
2.26344,181.46,0.095324,0.015745,0.079579,0.015566
2.26364,181.47,0.095306,0.015711,0.079594,0.015532
2.26384,181.49,0.095287,0.015678,0.079609,0.015498
2.26404,181.50,0.095269,0.015644,0.079625,0.015465
2.26424,181.52,0.095250,0.015611,0.079640,0.015431
2.26444,181.54,0.095232,0.015577,0.079655,0.015398
2.26464,181.55,0.095214,0.015544,0.079670,0.015364
2.26484,181.57,0.095196,0.015511,0.079685,0.015331
2.26504,181.58,0.095178,0.015478,0.079700,0.015298
2.26524,181.60,0.095161,0.015445,0.079715,0.015265
2.26544,181.62,0.095143,0.015413,0.079731,0.015233
2.26564,181.63,0.095126,0.015380,0.079746,0.015200
2.26584,181.65,0.095108,0.015347,0.079761,0.015167
2.26604,181.66,0.095091,0.015315,0.079776,0.015135
2.26624,181.68,0.095074,0.015282,0.079791,0.015102
2.26644,181.70,0.095057,0.015250,0.079806,0.015070
2.26664,181.71,0.095040,0.015218,0.079822,0.015038
2.26684,181.73,0.095023,0.015186,0.079837,0.015006
2.26704,181.74,0.095006,0.015154,0.079852,0.014974
2.26724,181.76,0.094989,0.015122,0.079867,0.014942
2.26744,181.78,0.094973,0.015090,0.079882,0.014910
2.26764,181.79,0.094956,0.015059,0.079898,0.014878
2.26784,181.81,0.094940,0.015027,0.079913,0.014847
2.26804,181.82,0.094924,0.014996,0.079928,0.014815
2.26824,181.84,0.094908,0.014965,0.079943,0.014784
2.26844,181.86,0.094892,0.014933,0.079958,0.014753
2.26864,181.87,0.094876,0.014902,0.079974,0.014721
2.26884,181.89,0.094860,0.014871,0.079989,0.014690
2.26904,181.90,0.094844,0.014840,0.080004,0.014659
2.26924,181.92,0.094829,0.014809,0.080019,0.014628
2.26944,181.94,0.094813,0.014779,0.080035,0.014598
2.26964,181.95,0.094798,0.014748,0.080050,0.014567
2.26984,181.97,0.094783,0.014717,0.080065,0.014536
2.27004,181.98,0.094767,0.014687,0.080080,0.014506
2.27024,182.00,0.094752,0.014657,0.080096,0.014475
2.27044,182.02,0.094737,0.014626,0.080111,0.014445
2.27064,182.03,0.094722,0.014596,0.080126,0.014415
2.27084,182.05,0.094708,0.014566,0.080141,0.014385
2.27104,182.06,0.094693,0.014536,0.080157,0.014355
2.27124,182.08,0.094678,0.014506,0.080172,0.014325
2.27144,182.10,0.094664,0.014476,0.080187,0.014295
2.27164,182.11,0.094649,0.014447,0.080203,0.014265
2.27184,182.13,0.094635,0.014417,0.080218,0.014235
2.27204,182.14,0.094621,0.014388,0.080233,0.014206
2.27224,182.16,0.094607,0.014358,0.080248,0.014176
2.27244,182.18,0.094593,0.014329,0.080264,0.014147
2.27264,182.19,0.094579,0.014300,0.080279,0.014118
2.27284,182.21,0.094565,0.014270,0.080294,0.014089
2.27304,182.22,0.094551,0.014241,0.080310,0.014059
2.27324,182.24,0.094538,0.014212,0.080325,0.014030
2.27344,182.26,0.094524,0.014184,0.080340,0.014001
2.27364,182.27,0.094510,0.014155,0.080356,0.013973
2.27384,182.29,0.094497,0.014126,0.080371,0.013944
2.27404,182.31,0.094484,0.014097,0.080386,0.013915
2.27424,182.32,0.094471,0.014069,0.080402,0.013887
2.27444,182.34,0.094458,0.014041,0.080417,0.013858
2.27464,182.35,0.094445,0.014012,0.080432,0.013830
2.27484,182.37,0.094432,0.013984,0.080448,0.013801
2.27504,182.39,0.094419,0.013956,0.080463,0.013773
2.27524,182.40,0.094406,0.013928,0.080479,0.013745
2.27544,182.42,0.094394,0.013900,0.080494,0.013717
2.27564,182.43,0.094381,0.013872,0.080509,0.013689
2.27584,182.45,0.094369,0.013844,0.080525,0.013661
2.27604,182.47,0.094356,0.013816,0.080540,0.013633
2.27624,182.48,0.094344,0.013788,0.080555,0.013606
2.27644,182.50,0.094332,0.013761,0.080571,0.013578
2.27664,182.51,0.094320,0.013733,0.080586,0.013550
2.27684,182.53,0.094308,0.013706,0.080602,0.013523
2.27704,182.55,0.094296,0.013679,0.080617,0.013496
2.27724,182.56,0.094284,0.013651,0.080633,0.013468
2.27744,182.58,0.094272,0.013624,0.080648,0.013441
2.27764,182.59,0.094261,0.013597,0.080663,0.013414
2.27784,182.61,0.094249,0.013570,0.080679,0.013387
2.27804,182.63,0.094238,0.013543,0.080694,0.013360
2.27824,182.64,0.094226,0.013516,0.080710,0.013333
2.27844,182.66,0.094215,0.013490,0.080725,0.013306
2.27864,182.67,0.094204,0.013463,0.080741,0.013280
2.27884,182.69,0.094192,0.013436,0.080756,0.013253
2.27904,182.71,0.094181,0.013410,0.080771,0.013226
2.27924,182.72,0.094170,0.013384,0.080787,0.013200
2.27944,182.74,0.094160,0.013357,0.080802,0.013174
2.27964,182.75,0.094149,0.013331,0.080818,0.013147
2.27984,182.77,0.094138,0.013305,0.080833,0.013121
2.28004,182.79,0.094127,0.013279,0.080849,0.013095
2.28024,182.80,0.094117,0.013253,0.080864,0.013069
2.28044,182.82,0.094106,0.013227,0.080880,0.013043
2.28064,182.83,0.094096,0.013201,0.080895,0.013017
2.28084,182.85,0.094086,0.013175,0.080911,0.012991
2.28104,182.87,0.094075,0.013149,0.080926,0.012965
2.28124,182.88,0.094065,0.013124,0.080942,0.012939
2.28144,182.90,0.094055,0.013098,0.080957,0.012914
2.28164,182.91,0.094045,0.013072,0.080973,0.012888
2.28184,182.93,0.094035,0.013047,0.080988,0.012863
2.28204,182.95,0.094025,0.013022,0.081004,0.012837
2.28224,182.96,0.094016,0.012996,0.081019,0.012812
2.28244,182.98,0.094006,0.012971,0.081035,0.012787
2.28264,182.99,0.093996,0.012946,0.081050,0.012762
2.28284,183.01,0.093987,0.012921,0.081066,0.012736
2.28304,183.03,0.093978,0.012896,0.081081,0.012711
2.28324,183.04,0.093968,0.012871,0.081097,0.012687
2.28344,183.06,0.093959,0.012846,0.081113,0.012662
2.28364,183.07,0.093950,0.012822,0.081128,0.012637
2.28384,183.09,0.093941,0.012797,0.081144,0.012612
2.28404,183.11,0.093932,0.012772,0.081159,0.012587
2.28424,183.12,0.093923,0.012748,0.081175,0.012563
2.28444,183.14,0.093914,0.012723,0.081190,0.012538
2.28464,183.15,0.093905,0.012699,0.081206,0.012514
2.28484,183.17,0.093896,0.012675,0.081222,0.012490
2.28504,183.19,0.093887,0.012650,0.081237,0.012465
2.28524,183.20,0.093879,0.012626,0.081253,0.012441
2.28544,183.22,0.093870,0.012602,0.081268,0.012417
2.28564,183.24,0.093862,0.012578,0.081284,0.012393
2.28584,183.25,0.093854,0.012554,0.081300,0.012369
2.28604,183.27,0.093845,0.012530,0.081315,0.012345
2.28624,183.28,0.093837,0.012506,0.081331,0.012321
2.28644,183.30,0.093829,0.012483,0.081346,0.012297
2.28664,183.32,0.093821,0.012459,0.081362,0.012273
2.28684,183.33,0.093813,0.012435,0.081378,0.012250
2.28704,183.35,0.093805,0.012412,0.081393,0.012226
2.28724,183.36,0.093797,0.012388,0.081409,0.012202
2.28744,183.38,0.093789,0.012365,0.081425,0.012179
2.28764,183.40,0.093782,0.012341,0.081440,0.012156
2.28784,183.41,0.093774,0.012318,0.081456,0.012132
2.28804,183.43,0.093766,0.012295,0.081471,0.012109
2.28824,183.44,0.093759,0.012272,0.081487,0.012086
2.28844,183.46,0.093752,0.012249,0.081503,0.012063
2.28864,183.48,0.093744,0.012226,0.081518,0.012040
2.28884,183.49,0.093737,0.012203,0.081534,0.012017
2.28904,183.51,0.093730,0.012180,0.081550,0.011994
2.28924,183.52,0.093723,0.012157,0.081565,0.011971
2.28944,183.54,0.093716,0.012134,0.081581,0.011948
2.28964,183.56,0.093709,0.012112,0.081597,0.011925
2.28984,183.57,0.093702,0.012089,0.081613,0.011903
2.29004,183.59,0.093695,0.012066,0.081628,0.011880
2.29024,183.60,0.093688,0.012044,0.081644,0.011857
2.29044,183.62,0.093681,0.012022,0.081660,0.011835
2.29064,183.64,0.093675,0.011999,0.081675,0.011812
2.29084,183.65,0.093668,0.011977,0.081691,0.011790
2.29104,183.67,0.093661,0.011955,0.081707,0.011768
2.29124,183.68,0.093655,0.011932,0.081723,0.011746
2.29144,183.70,0.093649,0.011910,0.081738,0.011723
2.29164,183.72,0.093642,0.011888,0.081754,0.011701
2.29184,183.73,0.093636,0.011866,0.081770,0.011679
2.29204,183.75,0.093630,0.011844,0.081786,0.011657
2.29224,183.76,0.093624,0.011823,0.081801,0.011635
2.29244,183.78,0.093618,0.011801,0.081817,0.011614
2.29264,183.80,0.093612,0.011779,0.081833,0.011592
2.29284,183.81,0.093606,0.011757,0.081849,0.011570
2.29304,183.83,0.093600,0.011736,0.081864,0.011548
2.29324,183.84,0.093594,0.011714,0.081880,0.011527
2.29344,183.86,0.093588,0.011693,0.081896,0.011505
2.29364,183.88,0.093583,0.011671,0.081912,0.011484
2.29384,183.89,0.093577,0.011650,0.081927,0.011462
2.29404,183.91,0.093572,0.011629,0.081943,0.011441
2.29424,183.92,0.093566,0.011607,0.081959,0.011420
2.29444,183.94,0.093561,0.011586,0.081975,0.011398
2.29464,183.96,0.093556,0.011565,0.081991,0.011377
2.29484,183.97,0.093550,0.011544,0.082006,0.011356
2.29504,183.99,0.093545,0.011523,0.082022,0.011335
2.29524,184.00,0.093540,0.011502,0.082038,0.011314
2.29544,184.02,0.093535,0.011481,0.082054,0.011293
2.29564,184.04,0.093530,0.011460,0.082070,0.011272
2.29584,184.05,0.093525,0.011439,0.082086,0.011251
2.29604,184.07,0.093520,0.011419,0.082101,0.011230
2.29624,184.08,0.093515,0.011398,0.082117,0.011210
2.29644,184.10,0.093510,0.011377,0.082133,0.011189
2.29664,184.12,0.093506,0.011357,0.082149,0.011168
2.29684,184.13,0.093501,0.011336,0.082165,0.011148
2.29704,184.15,0.093496,0.011316,0.082181,0.011127
2.29724,184.16,0.093492,0.011295,0.082196,0.011107
2.29744,184.18,0.093487,0.011275,0.082212,0.011087
2.29764,184.20,0.093483,0.011255,0.082228,0.011066
2.29784,184.21,0.093479,0.011235,0.082244,0.011046
2.29804,184.23,0.093474,0.011214,0.082260,0.011026
2.29824,184.25,0.093470,0.011194,0.082276,0.011006
2.29844,184.26,0.093466,0.011174,0.082292,0.010985
2.29864,184.28,0.093462,0.011154,0.082308,0.010965
2.29884,184.29,0.093458,0.011134,0.082324,0.010945
2.29904,184.31,0.093454,0.011114,0.082339,0.010925
2.29924,184.33,0.093450,0.011095,0.082355,0.010906
2.29944,184.34,0.093446,0.011075,0.082371,0.010886
2.29964,184.36,0.093442,0.011055,0.082387,0.010866
2.29984,184.37,0.093439,0.011035,0.082403,0.010846
2.30004,184.39,0.093435,0.011016,0.082419,0.010827
2.30024,184.41,0.093431,0.010996,0.082435,0.010807
2.30044,184.42,0.093428,0.010977,0.082451,0.010787
2.30064,184.44,0.093424,0.010957,0.082467,0.010768
2.30084,184.45,0.093421,0.010938,0.082483,0.010748
2.30104,184.47,0.093417,0.010919,0.082499,0.010729
2.30124,184.49,0.093414,0.010899,0.082515,0.010710
2.30144,184.50,0.093411,0.010880,0.082531,0.010690
2.30164,184.52,0.093407,0.010861,0.082547,0.010671
2.30184,184.53,0.093404,0.010842,0.082563,0.010652
2.30204,184.55,0.093401,0.010823,0.082579,0.010633
2.30224,184.57,0.093398,0.010804,0.082595,0.010614
2.30244,184.58,0.093395,0.010785,0.082611,0.010595
2.30264,184.60,0.093392,0.010766,0.082627,0.010576
2.30284,184.61,0.093389,0.010747,0.082643,0.010557
2.30304,184.63,0.093386,0.010728,0.082659,0.010538
2.30324,184.65,0.093384,0.010709,0.082675,0.010519
2.30344,184.66,0.093381,0.010690,0.082691,0.010500
2.30364,184.68,0.093378,0.010672,0.082707,0.010481
2.30384,184.69,0.093376,0.010653,0.082723,0.010463
2.30404,184.71,0.093373,0.010634,0.082739,0.010444
2.30424,184.73,0.093371,0.010616,0.082755,0.010425
2.30444,184.74,0.093368,0.010597,0.082771,0.010407
2.30464,184.76,0.093366,0.010579,0.082787,0.010388
2.30484,184.77,0.093363,0.010561,0.082803,0.010370
2.30504,184.79,0.093361,0.010542,0.082819,0.010352
2.30524,184.81,0.093359,0.010524,0.082835,0.010333
2.30544,184.82,0.093357,0.010506,0.082851,0.010315
2.30564,184.84,0.093354,0.010488,0.082867,0.010297
2.30584,184.85,0.093352,0.010469,0.082883,0.010279
2.30604,184.87,0.093350,0.010451,0.082899,0.010260
2.30624,184.89,0.093348,0.010433,0.082915,0.010242
2.30644,184.90,0.093346,0.010415,0.082931,0.010224
2.30664,184.92,0.093345,0.010397,0.082947,0.010206
2.30684,184.93,0.093343,0.010379,0.082963,0.010188
2.30704,184.95,0.093341,0.010362,0.082979,0.010170
2.30724,184.97,0.093339,0.010344,0.082996,0.010152
2.30744,184.98,0.093338,0.010326,0.083012,0.010135
2.30764,185.00,0.093336,0.010308,0.083028,0.010117
2.30784,185.01,0.093334,0.010291,0.083044,0.010099
2.30804,185.03,0.093333,0.010273,0.083060,0.010081
2.30824,185.05,0.093332,0.010255,0.083076,0.010064
2.30844,185.06,0.093330,0.010238,0.083092,0.010046
2.30864,185.08,0.093329,0.010220,0.083108,0.010029
2.30884,185.09,0.093327,0.010203,0.083124,0.010011
2.30904,185.11,0.093326,0.010186,0.083141,0.009994
2.30924,185.13,0.093325,0.010168,0.083157,0.009976
2.30944,185.14,0.093324,0.010151,0.083173,0.009959
2.30964,185.16,0.093323,0.010134,0.083189,0.009942
2.30984,185.18,0.093322,0.010117,0.083205,0.009924
2.31004,185.19,0.093321,0.010099,0.083221,0.009907
2.31024,185.21,0.093320,0.010082,0.083238,0.009890
2.31044,185.22,0.093319,0.010065,0.083254,0.009873
2.31064,185.24,0.093318,0.010048,0.083270,0.009856
2.31084,185.26,0.093317,0.010031,0.083286,0.009839
2.31104,185.27,0.093316,0.010014,0.083302,0.009822
2.31124,185.29,0.093316,0.009997,0.083318,0.009805
2.31144,185.30,0.093315,0.009980,0.083335,0.009788
2.31164,185.32,0.093314,0.009964,0.083351,0.009771
2.31184,185.34,0.093314,0.009947,0.083367,0.009754
2.31204,185.35,0.093313,0.009930,0.083383,0.009737
2.31224,185.37,0.093313,0.009913,0.083399,0.009721
2.31244,185.38,0.093312,0.009897,0.083416,0.009704
2.31264,185.40,0.093312,0.009880,0.083432,0.009687
2.31284,185.42,0.093312,0.009864,0.083448,0.009671
2.31304,185.43,0.093311,0.009847,0.083464,0.009654
2.31324,185.45,0.093311,0.009831,0.083481,0.009638
2.31344,185.46,0.093311,0.009814,0.083497,0.009621
2.31364,185.48,0.093311,0.009798,0.083513,0.009605
2.31384,185.50,0.093311,0.009782,0.083529,0.009588
2.31404,185.51,0.093311,0.009765,0.083546,0.009572
2.31424,185.53,0.093311,0.009749,0.083562,0.009556
2.31444,185.54,0.093311,0.009733,0.083578,0.009539
2.31464,185.56,0.093311,0.009717,0.083594,0.009523
2.31484,185.58,0.093311,0.009700,0.083611,0.009507
2.31504,185.59,0.093311,0.009684,0.083627,0.009491
2.31524,185.61,0.093312,0.009668,0.083643,0.009475
2.31544,185.62,0.093312,0.009652,0.083659,0.009459
2.31564,185.64,0.093312,0.009636,0.083676,0.009443
2.31584,185.66,0.093312,0.009620,0.083692,0.009427
2.31604,185.67,0.093313,0.009605,0.083708,0.009411
2.31624,185.69,0.093313,0.009589,0.083725,0.009395
2.31644,185.70,0.093314,0.009573,0.083741,0.009379
2.31664,185.72,0.093314,0.009557,0.083757,0.009363
2.31684,185.74,0.093315,0.009541,0.083774,0.009347
2.31704,185.75,0.093316,0.009526,0.083790,0.009332
2.31724,185.77,0.093316,0.009510,0.083806,0.009316
2.31744,185.78,0.093317,0.009494,0.083823,0.009300
2.31764,185.80,0.093318,0.009479,0.083839,0.009285
2.31784,185.82,0.093319,0.009463,0.083855,0.009269
2.31804,185.83,0.093320,0.009448,0.083872,0.009254
2.31824,185.85,0.093320,0.009432,0.083888,0.009238
2.31844,185.86,0.093321,0.009417,0.083904,0.009223
2.31864,185.88,0.093322,0.009402,0.083921,0.009207
2.31884,185.90,0.093323,0.009386,0.083937,0.009192
2.31904,185.91,0.093325,0.009371,0.083953,0.009176
2.31924,185.93,0.093326,0.009356,0.083970,0.009161
2.31944,185.94,0.093327,0.009341,0.083986,0.009146
2.31964,185.96,0.093328,0.009325,0.084003,0.009131
2.31984,185.98,0.093329,0.009310,0.084019,0.009115
2.32004,185.99,0.093331,0.009295,0.084035,0.009100
2.32024,186.01,0.093332,0.009280,0.084052,0.009085
2.32044,186.02,0.093333,0.009265,0.084068,0.009070
2.32064,186.04,0.093335,0.009250,0.084085,0.009055
2.32084,186.06,0.093336,0.009235,0.084101,0.009040
2.32104,186.07,0.093338,0.009220,0.084117,0.009025
