ppm,hz,total_with_exchange,total_carbon_bound,exchangeable pool (H2O/OH/COOH),AcOH CH3
1.90003,152.32,0.074152,0.016283,0.057869,0.016170
1.90023,152.34,0.074197,0.016319,0.057878,0.016206
1.90043,152.35,0.074243,0.016355,0.057888,0.016242
1.90063,152.37,0.074288,0.016391,0.057897,0.016278
1.90083,152.39,0.074334,0.016427,0.057907,0.016314
1.90103,152.40,0.074380,0.016464,0.057916,0.016351
1.90123,152.42,0.074426,0.016500,0.057925,0.016387
1.90143,152.43,0.074472,0.016537,0.057935,0.016424
1.90163,152.45,0.074518,0.016574,0.057944,0.016461
1.90183,152.47,0.074564,0.016611,0.057954,0.016497
1.90203,152.48,0.074611,0.016648,0.057963,0.016534
1.90223,152.50,0.074657,0.016685,0.057972,0.016572
1.90243,152.51,0.074704,0.016722,0.057982,0.016609
1.90263,152.53,0.074751,0.016759,0.057991,0.016646
1.90283,152.55,0.074798,0.016797,0.058001,0.016684
1.90303,152.56,0.074845,0.016835,0.058010,0.016721
1.90323,152.58,0.074892,0.016872,0.058019,0.016759
1.90343,152.59,0.074939,0.016910,0.058029,0.016797
1.90363,152.61,0.074987,0.016948,0.058038,0.016835
1.90383,152.63,0.075034,0.016987,0.058048,0.016873
1.90403,152.64,0.075082,0.017025,0.058057,0.016911
1.90423,152.66,0.075130,0.017063,0.058067,0.016950
1.90443,152.67,0.075178,0.017102,0.058076,0.016988
1.90463,152.69,0.075226,0.017141,0.058085,0.017027
1.90483,152.71,0.075274,0.017179,0.058095,0.017066
1.90503,152.72,0.075323,0.017218,0.058104,0.017105
1.90523,152.74,0.075371,0.017257,0.058114,0.017144
1.90543,152.75,0.075420,0.017297,0.058123,0.017183
1.90563,152.77,0.075469,0.017336,0.058133,0.017222
1.90583,152.79,0.075518,0.017375,0.058142,0.017262
1.90603,152.80,0.075567,0.017415,0.058152,0.017301
1.90623,152.82,0.075616,0.017455,0.058161,0.017341
1.90643,152.83,0.075665,0.017495,0.058170,0.017381
1.90663,152.85,0.075715,0.017535,0.058180,0.017421
1.90683,152.87,0.075764,0.017575,0.058189,0.017461
1.90703,152.88,0.075814,0.017615,0.058199,0.017501
1.90723,152.90,0.075864,0.017656,0.058208,0.017542
1.90743,152.91,0.075914,0.017696,0.058218,0.017582
1.90763,152.93,0.075964,0.017737,0.058227,0.017623
1.90783,152.95,0.076015,0.017778,0.058237,0.017664
1.90803,152.96,0.076065,0.017819,0.058246,0.017705
1.90823,152.98,0.076116,0.017860,0.058256,0.017746
1.90843,153.00,0.076167,0.017901,0.058265,0.017787
1.90863,153.01,0.076217,0.017943,0.058275,0.017829
1.90883,153.03,0.076269,0.017984,0.058284,0.017870
1.90903,153.04,0.076320,0.018026,0.058294,0.017912
1.90923,153.06,0.076371,0.018068,0.058303,0.017954
1.90943,153.08,0.076423,0.018110,0.058313,0.017996
1.90963,153.09,0.076474,0.018152,0.058322,0.018038
1.90983,153.11,0.076526,0.018195,0.058332,0.018080
1.91003,153.12,0.076578,0.018237,0.058341,0.018123
1.91023,153.14,0.076630,0.018280,0.058351,0.018165
1.91043,153.16,0.076682,0.018322,0.058360,0.018208
1.91063,153.17,0.076735,0.018365,0.058370,0.018251
1.91083,153.19,0.076787,0.018408,0.058379,0.018294
1.91103,153.20,0.076840,0.018452,0.058389,0.018337
1.91123,153.22,0.076893,0.018495,0.058398,0.018381
1.91143,153.24,0.076946,0.018539,0.058408,0.018424
1.91163,153.25,0.076999,0.018582,0.058417,0.018468
1.91183,153.27,0.077053,0.018626,0.058427,0.018512
1.91203,153.28,0.077106,0.018670,0.058436,0.018556
1.91223,153.30,0.077160,0.018714,0.058446,0.018600
1.91243,153.32,0.077214,0.018759,0.058455,0.018644
1.91263,153.33,0.077268,0.018803,0.058465,0.018688
1.91283,153.35,0.077322,0.018848,0.058474,0.018733
1.91303,153.36,0.077376,0.018892,0.058484,0.018778
1.91323,153.38,0.077431,0.018937,0.058493,0.018823
1.91343,153.40,0.077485,0.018983,0.058503,0.018868
1.91363,153.41,0.077540,0.019028,0.058512,0.018913
1.91383,153.43,0.077595,0.019073,0.058522,0.018958
1.91403,153.44,0.077650,0.019119,0.058532,0.019004
1.91423,153.46,0.077706,0.019165,0.058541,0.019050
1.91443,153.48,0.077761,0.019211,0.058551,0.019096
1.91463,153.49,0.077817,0.019257,0.058560,0.019142
1.91483,153.51,0.077873,0.019303,0.058570,0.019188
1.91503,153.52,0.077929,0.019349,0.058579,0.019234
1.91523,153.54,0.077985,0.019396,0.058589,0.019281
1.91543,153.56,0.078041,0.019443,0.058598,0.019328
1.91563,153.57,0.078098,0.019490,0.058608,0.019375
1.91583,153.59,0.078154,0.019537,0.058618,0.019422
1.91603,153.60,0.078211,0.019584,0.058627,0.019469
1.91623,153.62,0.078268,0.019631,0.058637,0.019516
1.91643,153.64,0.078325,0.019679,0.058646,0.019564
1.91663,153.65,0.078383,0.019727,0.058656,0.019612
1.91683,153.67,0.078440,0.019775,0.058665,0.019660
1.91703,153.68,0.078498,0.019823,0.058675,0.019708
1.91723,153.70,0.078556,0.019871,0.058685,0.019756
1.91743,153.72,0.078614,0.019920,0.058694,0.019805
1.91763,153.73,0.078672,0.019969,0.058704,0.019853
1.91783,153.75,0.078731,0.020017,0.058713,0.019902
1.91803,153.76,0.078789,0.020066,0.058723,0.019951
1.91823,153.78,0.078848,0.020116,0.058732,0.020000
1.91843,153.80,0.078907,0.020165,0.058742,0.020050
1.91863,153.81,0.078966,0.020215,0.058752,0.020099
1.91883,153.83,0.079026,0.020264,0.058761,0.020149
1.91903,153.84,0.079085,0.020314,0.058771,0.020199
1.91923,153.86,0.079145,0.020365,0.058780,0.020249
1.91943,153.88,0.079205,0.020415,0.058790,0.020299
1.91963,153.89,0.079265,0.020465,0.058800,0.020350
1.91983,153.91,0.079325,0.020516,0.058809,0.020401
1.92003,153.93,0.079386,0.020567,0.058819,0.020451
1.92023,153.94,0.079447,0.020618,0.058829,0.020502
1.92043,153.96,0.079508,0.020669,0.058838,0.020554
1.92063,153.97,0.079569,0.020721,0.058848,0.020605
1.92083,153.99,0.079630,0.020773,0.058857,0.020657
1.92103,154.01,0.079691,0.020824,0.058867,0.020709
1.92123,154.02,0.079753,0.020876,0.058877,0.020761
1.92143,154.04,0.079815,0.020929,0.058886,0.020813
1.92163,154.05,0.079877,0.020981,0.058896,0.020865
1.92183,154.07,0.079939,0.021034,0.058906,0.020918
1.92203,154.09,0.080002,0.021087,0.058915,0.020971
1.92223,154.10,0.080064,0.021140,0.058925,0.021024
1.92243,154.12,0.080127,0.021193,0.058934,0.021077
1.92263,154.13,0.080190,0.021246,0.058944,0.021130
1.92283,154.15,0.080254,0.021300,0.058954,0.021184
1.92303,154.17,0.080317,0.021354,0.058963,0.021238
1.92323,154.18,0.080381,0.021408,0.058973,0.021292
1.92343,154.20,0.080445,0.021462,0.058983,0.021346
1.92363,154.21,0.080509,0.021517,0.058992,0.021401
1.92383,154.23,0.080573,0.021571,0.059002,0.021455
1.92403,154.25,0.080638,0.021626,0.059012,0.021510
1.92423,154.26,0.080703,0.021681,0.059021,0.021565
1.92443,154.28,0.080768,0.021737,0.059031,0.021620
1.92463,154.29,0.080833,0.021792,0.059041,0.021676
1.92483,154.31,0.080898,0.021848,0.059050,0.021732
1.92503,154.33,0.080964,0.021904,0.059060,0.021788
1.92523,154.34,0.081030,0.021960,0.059070,0.021844
1.92543,154.36,0.081096,0.022016,0.059079,0.021900
1.92563,154.37,0.081162,0.022073,0.059089,0.021957
1.92583,154.39,0.081229,0.022130,0.059099,0.022013
1.92603,154.41,0.081295,0.022187,0.059108,0.022070
1.92623,154.42,0.081362,0.022244,0.059118,0.022128
1.92643,154.44,0.081429,0.022302,0.059128,0.022185
1.92663,154.45,0.081497,0.022359,0.059138,0.022243
1.92683,154.47,0.081564,0.022417,0.059147,0.022301
1.92703,154.49,0.081632,0.022475,0.059157,0.022359
1.92723,154.50,0.081700,0.022534,0.059167,0.022417
1.92743,154.52,0.081769,0.022592,0.059176,0.022476
1.92763,154.53,0.081837,0.022651,0.059186,0.022535
1.92783,154.55,0.081906,0.022710,0.059196,0.022594
1.92803,154.57,0.081975,0.022770,0.059205,0.022653
1.92823,154.58,0.082044,0.022829,0.059215,0.022712
1.92843,154.60,0.082114,0.022889,0.059225,0.022772
1.92863,154.61,0.082184,0.022949,0.059235,0.022832
1.92883,154.63,0.082254,0.023009,0.059244,0.022892
1.92903,154.65,0.082324,0.023070,0.059254,0.022953
1.92923,154.66,0.082394,0.023131,0.059264,0.023014
1.92943,154.68,0.082465,0.023191,0.059273,0.023075
1.92963,154.69,0.082536,0.023253,0.059283,0.023136
1.92983,154.71,0.082607,0.023314,0.059293,0.023197
1.93003,154.73,0.082678,0.023376,0.059303,0.023259
1.93023,154.74,0.082750,0.023438,0.059312,0.023321
1.93043,154.76,0.082822,0.023500,0.059322,0.023383
1.93063,154.77,0.082894,0.023562,0.059332,0.023445
1.93083,154.79,0.082967,0.023625,0.059342,0.023508
1.93103,154.81,0.083039,0.023688,0.059351,0.023571
1.93123,154.82,0.083112,0.023751,0.059361,0.023634
1.93143,154.84,0.083186,0.023815,0.059371,0.023698
1.93163,154.86,0.083259,0.023878,0.059381,0.023761
1.93183,154.87,0.083333,0.023942,0.059390,0.023825
1.93203,154.89,0.083407,0.024007,0.059400,0.023889
1.93223,154.90,0.083481,0.024071,0.059410,0.023954
1.93243,154.92,0.083555,0.024136,0.059420,0.024019
1.93263,154.94,0.083630,0.024201,0.059429,0.024084
1.93283,154.95,0.083705,0.024266,0.059439,0.024149
1.93303,154.97,0.083781,0.024332,0.059449,0.024214
1.93323,154.98,0.083856,0.024397,0.059459,0.024280
1.93343,155.00,0.083932,0.024464,0.059468,0.024346
1.93363,155.02,0.084008,0.024530,0.059478,0.024412
1.93383,155.03,0.084084,0.024596,0.059488,0.024479
1.93403,155.05,0.084161,0.024663,0.059498,0.024546
1.93423,155.06,0.084238,0.024730,0.059508,0.024613
1.93443,155.08,0.084315,0.024798,0.059517,0.024680
1.93463,155.10,0.084393,0.024866,0.059527,0.024748
1.93483,155.11,0.084471,0.024934,0.059537,0.024816
1.93503,155.13,0.084549,0.025002,0.059547,0.024884
1.93523,155.14,0.084627,0.025070,0.059557,0.024953
1.93543,155.16,0.084706,0.025139,0.059566,0.025022
1.93563,155.18,0.084784,0.025208,0.059576,0.025091
1.93583,155.19,0.084864,0.025278,0.059586,0.025160
1.93603,155.21,0.084943,0.025347,0.059596,0.025230
1.93623,155.22,0.085023,0.025417,0.059606,0.025300
1.93643,155.24,0.085103,0.025488,0.059615,0.025370
1.93663,155.26,0.085183,0.025558,0.059625,0.025440
1.93683,155.27,0.085264,0.025629,0.059635,0.025511
1.93703,155.29,0.085345,0.025700,0.059645,0.025582
1.93723,155.30,0.085426,0.025772,0.059655,0.025654
1.93743,155.32,0.085508,0.025843,0.059664,0.025725
1.93763,155.34,0.085590,0.025915,0.059674,0.025797
1.93783,155.35,0.085672,0.025988,0.059684,0.025870
1.93803,155.37,0.085754,0.026060,0.059694,0.025942
1.93823,155.38,0.085837,0.026133,0.059704,0.026015
1.93843,155.40,0.085920,0.026207,0.059714,0.026089
1.93863,155.42,0.086004,0.026280,0.059723,0.026162
1.93883,155.43,0.086087,0.026354,0.059733,0.026236
1.93903,155.45,0.086172,0.026428,0.059743,0.026310
1.93923,155.46,0.086256,0.026503,0.059753,0.026385
1.93943,155.48,0.086341,0.026578,0.059763,0.026459
1.93963,155.50,0.086426,0.026653,0.059773,0.026535
1.93983,155.51,0.086511,0.026728,0.059783,0.026610
1.94003,155.53,0.086597,0.026804,0.059792,0.026686
1.94023,155.54,0.086682,0.026880,0.059802,0.026762
1.94043,155.56,0.086769,0.026957,0.059812,0.026838
1.94063,155.58,0.086855,0.027033,0.059822,0.026915
1.94083,155.59,0.086942,0.027111,0.059832,0.026992
1.94103,155.61,0.087030,0.027188,0.059842,0.027070
1.94123,155.62,0.087117,0.027266,0.059852,0.027147
1.94143,155.64,0.087205,0.027344,0.059861,0.027225
1.94163,155.66,0.087294,0.027422,0.059871,0.027304
1.94183,155.67,0.087382,0.027501,0.059881,0.027382
1.94203,155.69,0.087471,0.027580,0.059891,0.027462
1.94223,155.70,0.087561,0.027660,0.059901,0.027541
1.94243,155.72,0.087650,0.027739,0.059911,0.027621
1.94263,155.74,0.087740,0.027820,0.059921,0.027701
1.94283,155.75,0.087831,0.027900,0.059931,0.027781
1.94303,155.77,0.087921,0.027981,0.059940,0.027862
1.94323,155.79,0.088012,0.028062,0.059950,0.027943
1.94343,155.80,0.088104,0.028144,0.059960,0.028025
1.94363,155.82,0.088196,0.028226,0.059970,0.028107
1.94383,155.83,0.088288,0.028308,0.059980,0.028189
1.94403,155.85,0.088380,0.028390,0.059990,0.028272
1.94423,155.87,0.088473,0.028473,0.060000,0.028355
1.94443,155.88,0.088567,0.028557,0.060010,0.028438
1.94463,155.90,0.088660,0.028641,0.060020,0.028522
1.94483,155.91,0.088754,0.028725,0.060030,0.028606
1.94503,155.93,0.088849,0.028809,0.060039,0.028690
1.94523,155.95,0.088943,0.028894,0.060049,0.028775
1.94543,155.96,0.089038,0.028979,0.060059,0.028860
1.94563,155.98,0.089134,0.029065,0.060069,0.028946
1.94583,155.99,0.089230,0.029151,0.060079,0.029032
1.94603,156.01,0.089326,0.029237,0.060089,0.029118
1.94623,156.03,0.089423,0.029324,0.060099,0.029205
1.94643,156.04,0.089520,0.029411,0.060109,0.029292
1.94663,156.06,0.089617,0.029498,0.060119,0.029379
1.94683,156.07,0.089715,0.029586,0.060129,0.029467
1.94703,156.09,0.089813,0.029675,0.060139,0.029555
1.94723,156.11,0.089912,0.029763,0.060149,0.029644
1.94743,156.12,0.090011,0.029852,0.060159,0.029733
1.94763,156.14,0.090111,0.029942,0.060169,0.029823
1.94783,156.15,0.090210,0.030032,0.060179,0.029912
1.94803,156.17,0.090311,0.030122,0.060188,0.030003
1.94823,156.19,0.090411,0.030213,0.060198,0.030093
1.94843,156.20,0.090512,0.030304,0.060208,0.030184
1.94863,156.22,0.090614,0.030396,0.060218,0.030276
1.94883,156.23,0.090716,0.030488,0.060228,0.030368
1.94903,156.25,0.090818,0.030580,0.060238,0.030460
1.94923,156.27,0.090921,0.030673,0.060248,0.030553
1.94943,156.28,0.091024,0.030766,0.060258,0.030646
1.94963,156.30,0.091128,0.030860,0.060268,0.030740
1.94983,156.31,0.091232,0.030954,0.060278,0.030834
1.95003,156.33,0.091336,0.031048,0.060288,0.030928
1.95023,156.35,0.091441,0.031143,0.060298,0.031023
1.95043,156.36,0.091547,0.031238,0.060308,0.031119
1.95063,156.38,0.091652,0.031334,0.060318,0.031214
1.95083,156.39,0.091759,0.031431,0.060328,0.031311
1.95103,156.41,0.091865,0.031527,0.060338,0.031407
1.95123,156.43,0.091972,0.031624,0.060348,0.031505
1.95143,156.44,0.092080,0.031722,0.060358,0.031602
1.95163,156.46,0.092188,0.031820,0.060368,0.031700
1.95183,156.47,0.092297,0.031919,0.060378,0.031799
1.95203,156.49,0.092406,0.032018,0.060388,0.031898
1.95223,156.51,0.092515,0.032117,0.060398,0.031997
1.95243,156.52,0.092625,0.032217,0.060408,0.032097
1.95263,156.54,0.092735,0.032317,0.060418,0.032197
1.95283,156.55,0.092846,0.032418,0.060428,0.032298
1.95303,156.57,0.092958,0.032519,0.060438,0.032399
1.95323,156.59,0.093069,0.032621,0.060448,0.032501
1.95343,156.60,0.093182,0.032723,0.060458,0.032603
1.95363,156.62,0.093294,0.032826,0.060468,0.032706
1.95383,156.63,0.093408,0.032929,0.060478,0.032809
1.95403,156.65,0.093521,0.033033,0.060488,0.032913
1.95423,156.67,0.093636,0.033137,0.060498,0.033017
1.95443,156.68,0.093750,0.033242,0.060508,0.033122
1.95463,156.70,0.093866,0.033347,0.060518,0.033227
1.95483,156.72,0.093981,0.033453,0.060528,0.033333
1.95503,156.73,0.094098,0.033559,0.060538,0.033439
1.95523,156.75,0.094214,0.033666,0.060548,0.033546
1.95543,156.76,0.094332,0.033773,0.060558,0.033653
1.95563,156.78,0.094449,0.033881,0.060568,0.033760
1.95583,156.80,0.094568,0.033989,0.060579,0.033869
1.95603,156.81,0.094687,0.034098,0.060589,0.033977
1.95623,156.83,0.094806,0.034207,0.060599,0.034087
1.95643,156.84,0.094926,0.034317,0.060609,0.034196
1.95663,156.86,0.095046,0.034427,0.060619,0.034307
1.95683,156.88,0.095167,0.034538,0.060629,0.034418
1.95703,156.89,0.095289,0.034650,0.060639,0.034529
1.95723,156.91,0.095411,0.034762,0.060649,0.034641
1.95743,156.92,0.095533,0.034874,0.060659,0.034754
1.95763,156.94,0.095656,0.034987,0.060669,0.034867
1.95783,156.96,0.095780,0.035101,0.060679,0.034980
1.95803,156.97,0.095904,0.035215,0.060689,0.035094
1.95823,156.99,0.096029,0.035330,0.060699,0.035209
1.95843,157.00,0.096155,0.035445,0.060709,0.035324
1.95863,157.02,0.096281,0.035561,0.060719,0.035440
1.95883,157.04,0.096407,0.035677,0.060730,0.035557
1.95903,157.05,0.096534,0.035794,0.060740,0.035673
1.95923,157.07,0.096662,0.035912,0.060750,0.035791
1.95943,157.08,0.096790,0.036030,0.060760,0.035909
1.95963,157.10,0.096919,0.036149,0.060770,0.036028
1.95983,157.12,0.097048,0.036268,0.060780,0.036147
1.96003,157.13,0.097178,0.036388,0.060790,0.036267
1.96023,157.15,0.097309,0.036509,0.060800,0.036388
1.96043,157.16,0.097440,0.036630,0.060810,0.036509
1.96063,157.18,0.097572,0.036752,0.060820,0.036630
1.96083,157.20,0.097704,0.036874,0.060831,0.036753
1.96103,157.21,0.097838,0.036997,0.060841,0.036876
1.96123,157.23,0.097971,0.037120,0.060851,0.036999
1.96143,157.24,0.098106,0.037245,0.060861,0.037123
1.96163,157.26,0.098240,0.037369,0.060871,0.037248
1.96183,157.28,0.098376,0.037495,0.060881,0.037373
1.96203,157.29,0.098512,0.037621,0.060891,0.037500
1.96223,157.31,0.098649,0.037748,0.060901,0.037626
1.96243,157.32,0.098787,0.037875,0.060912,0.037754
1.96263,157.34,0.098925,0.038003,0.060922,0.037881
1.96283,157.36,0.099063,0.038132,0.060932,0.038010
1.96303,157.37,0.099203,0.038261,0.060942,0.038139
1.96323,157.39,0.099343,0.038391,0.060952,0.038269
1.96343,157.40,0.099484,0.038522,0.060962,0.038400
1.96363,157.42,0.099625,0.038653,0.060972,0.038531
1.96383,157.44,0.099767,0.038785,0.060983,0.038663
1.96403,157.45,0.099910,0.038917,0.060993,0.038796
1.96423,157.47,0.100054,0.039051,0.061003,0.038929
1.96443,157.48,0.100198,0.039185,0.061013,0.039063
1.96463,157.50,0.100343,0.039319,0.061023,0.039198
1.96483,157.52,0.100488,0.039455,0.061033,0.039333
1.96503,157.53,0.100634,0.039591,0.061043,0.039469
1.96523,157.55,0.100781,0.039728,0.061054,0.039606
1.96543,157.56,0.100929,0.039865,0.061064,0.039743
1.96563,157.58,0.101077,0.040003,0.061074,0.039882
1.96583,157.60,0.101227,0.040142,0.061084,0.040020
1.96603,157.61,0.101376,0.040282,0.061094,0.040160
1.96623,157.63,0.101527,0.040423,0.061104,0.040300
1.96643,157.64,0.101678,0.040564,0.061115,0.040442
1.96663,157.66,0.101830,0.040706,0.061125,0.040583
1.96683,157.68,0.101983,0.040848,0.061135,0.040726
1.96703,157.69,0.102137,0.040992,0.061145,0.040869
1.96723,157.71,0.102291,0.041136,0.061155,0.041014
1.96743,157.73,0.102446,0.041281,0.061166,0.041158
1.96763,157.74,0.102602,0.041426,0.061176,0.041304
1.96783,157.76,0.102759,0.041573,0.061186,0.041450
1.96803,157.77,0.102916,0.041720,0.061196,0.041598
1.96823,157.79,0.103074,0.041868,0.061206,0.041746
1.96843,157.81,0.103233,0.042017,0.061217,0.041894
1.96863,157.82,0.103393,0.042166,0.061227,0.042044
1.96883,157.84,0.103554,0.042317,0.061237,0.042194
1.96903,157.85,0.103715,0.042468,0.061247,0.042345
1.96923,157.87,0.103877,0.042620,0.061257,0.042497
1.96943,157.89,0.104040,0.042773,0.061268,0.042650
1.96963,157.90,0.104204,0.042926,0.061278,0.042804
1.96983,157.92,0.104369,0.043081,0.061288,0.042958
1.97003,157.93,0.104534,0.043236,0.061298,0.043114
1.97023,157.95,0.104701,0.043392,0.061309,0.043270
1.97043,157.97,0.104868,0.043549,0.061319,0.043427
1.97063,157.98,0.105036,0.043707,0.061329,0.043584
1.97083,158.00,0.105205,0.043866,0.061339,0.043743
1.97103,158.01,0.105375,0.044025,0.061350,0.043903
1.97123,158.03,0.105546,0.044186,0.061360,0.044063
1.97143,158.05,0.105717,0.044347,0.061370,0.044224
1.97163,158.06,0.105890,0.044509,0.061380,0.044387
1.97183,158.08,0.106063,0.044672,0.061391,0.044550
1.97203,158.09,0.106237,0.044836,0.061401,0.044714
1.97223,158.11,0.106412,0.045001,0.061411,0.044879
1.97243,158.13,0.106589,0.045167,0.061421,0.045044
1.97263,158.14,0.106766,0.045334,0.061432,0.045211
1.97283,158.16,0.106943,0.045502,0.061442,0.045379
1.97303,158.17,0.107122,0.045670,0.061452,0.045547
1.97323,158.19,0.107302,0.045840,0.061462,0.045717
1.97343,158.21,0.107483,0.046010,0.061473,0.045887
1.97363,158.22,0.107665,0.046182,0.061483,0.046059
1.97383,158.24,0.107847,0.046354,0.061493,0.046231
1.97403,158.25,0.108031,0.046527,0.061503,0.046404
1.97423,158.27,0.108215,0.046702,0.061514,0.046579
1.97443,158.29,0.108401,0.046877,0.061524,0.046754
1.97463,158.30,0.108588,0.047053,0.061534,0.046930
1.97483,158.32,0.108775,0.047231,0.061545,0.047107
1.97503,158.33,0.108964,0.047409,0.061555,0.047286
1.97523,158.35,0.109153,0.047588,0.061565,0.047465
1.97543,158.37,0.109344,0.047769,0.061575,0.047645
1.97563,158.38,0.109536,0.047950,0.061586,0.047827
1.97583,158.40,0.109728,0.048132,0.061596,0.048009
1.97603,158.41,0.109922,0.048316,0.061606,0.048192
1.97623,158.43,0.110117,0.048500,0.061617,0.048377
1.97643,158.45,0.110313,0.048686,0.061627,0.048562
1.97663,158.46,0.110510,0.048872,0.061637,0.048749
1.97683,158.48,0.110708,0.049060,0.061648,0.048937
1.97703,158.49,0.110907,0.049249,0.061658,0.049125
1.97723,158.51,0.111107,0.049439,0.061668,0.049315
1.97743,158.53,0.111308,0.049630,0.061679,0.049506
1.97763,158.54,0.111511,0.049822,0.061689,0.049698
1.97783,158.56,0.111714,0.050015,0.061699,0.049891
1.97803,158.57,0.111919,0.050209,0.061710,0.050085
1.97823,158.59,0.112125,0.050405,0.061720,0.050281
1.97843,158.61,0.112331,0.050601,0.061730,0.050477
1.97863,158.62,0.112540,0.050799,0.061741,0.050675
1.97883,158.64,0.112749,0.050998,0.061751,0.050874
1.97903,158.66,0.112959,0.051198,0.061761,0.051074
1.97923,158.67,0.113171,0.051399,0.061772,0.051275
1.97943,158.69,0.113384,0.051602,0.061782,0.051478
1.97963,158.70,0.113597,0.051805,0.061792,0.051681
1.97983,158.72,0.113813,0.052010,0.061803,0.051886
1.98003,158.74,0.114029,0.052216,0.061813,0.052092
1.98023,158.75,0.114247,0.052423,0.061823,0.052299
1.98043,158.77,0.114466,0.052632,0.061834,0.052508
1.98063,158.78,0.114686,0.052842,0.061844,0.052717
1.98083,158.80,0.114907,0.053053,0.061854,0.052928
1.98103,158.82,0.115130,0.053265,0.061865,0.053141
1.98123,158.83,0.115354,0.053478,0.061875,0.053354
1.98143,158.85,0.115579,0.053693,0.061886,0.053569
1.98163,158.86,0.115805,0.053909,0.061896,0.053785
1.98183,158.88,0.116033,0.054127,0.061906,0.054003
1.98203,158.90,0.116262,0.054346,0.061917,0.054221
1.98223,158.91,0.116493,0.054566,0.061927,0.054441
1.98243,158.93,0.116725,0.054787,0.061937,0.054663
1.98263,158.94,0.116958,0.055010,0.061948,0.054885
1.98283,158.96,0.117192,0.055234,0.061958,0.055110
1.98303,158.98,0.117428,0.055460,0.061969,0.055335
1.98323,158.99,0.117665,0.055686,0.061979,0.055562
1.98343,159.01,0.117904,0.055915,0.061989,0.055790
1.98363,159.02,0.118144,0.056144,0.062000,0.056020
1.98383,159.04,0.118386,0.056375,0.062010,0.056251
1.98403,159.06,0.118629,0.056608,0.062021,0.056483
1.98423,159.07,0.118873,0.056842,0.062031,0.056717
1.98443,159.09,0.119119,0.057077,0.062042,0.056953
1.98463,159.10,0.119366,0.057314,0.062052,0.057190
1.98483,159.12,0.119615,0.057553,0.062062,0.057428
1.98503,159.14,0.119865,0.057792,0.062073,0.057668
1.98523,159.15,0.120117,0.058034,0.062083,0.057909
1.98543,159.17,0.120370,0.058277,0.062094,0.058152
1.98563,159.18,0.120625,0.058521,0.062104,0.058396
1.98583,159.20,0.120881,0.058767,0.062114,0.058642
1.98603,159.22,0.121139,0.059014,0.062125,0.058890
1.98623,159.23,0.121399,0.059264,0.062135,0.059139
1.98643,159.25,0.121660,0.059514,0.062146,0.059389
1.98663,159.26,0.121923,0.059766,0.062156,0.059641
1.98683,159.28,0.122187,0.060020,0.062167,0.059895
1.98703,159.30,0.122453,0.060276,0.062177,0.060151
1.98723,159.31,0.122720,0.060533,0.062188,0.060408
1.98743,159.33,0.122989,0.060791,0.062198,0.060666
1.98763,159.34,0.123260,0.061052,0.062208,0.060927
1.98783,159.36,0.123533,0.061314,0.062219,0.061189
1.98803,159.38,0.123807,0.061577,0.062229,0.061452
1.98823,159.39,0.124083,0.061843,0.062240,0.061718
1.98843,159.41,0.124360,0.062110,0.062250,0.061985
1.98863,159.42,0.124640,0.062379,0.062261,0.062254
1.98883,159.44,0.124921,0.062650,0.062271,0.062524
1.98903,159.46,0.125204,0.062922,0.062282,0.062797
1.98923,159.47,0.125488,0.063196,0.062292,0.063071
1.98943,159.49,0.125775,0.063472,0.062303,0.063347
1.98963,159.50,0.126063,0.063750,0.062313,0.063624
1.98983,159.52,0.126353,0.064029,0.062324,0.063904
1.99003,159.54,0.126645,0.064311,0.062334,0.064185
1.99023,159.55,0.126939,0.064594,0.062345,0.064469
1.99043,159.57,0.127234,0.064879,0.062355,0.064754
1.99063,159.59,0.127532,0.065166,0.062366,0.065041
1.99083,159.60,0.127831,0.065455,0.062376,0.065330
1.99103,159.62,0.128133,0.065746,0.062387,0.065621
1.99123,159.63,0.128436,0.066039,0.062397,0.065913
1.99143,159.65,0.128741,0.066334,0.062408,0.066208
1.99163,159.67,0.129049,0.066631,0.062418,0.066505
1.99183,159.68,0.129358,0.066929,0.062429,0.066803
1.99203,159.70,0.129669,0.067230,0.062439,0.067104
1.99223,159.71,0.129982,0.067533,0.062450,0.067407
1.99243,159.73,0.130298,0.067838,0.062460,0.067712
1.99263,159.75,0.130615,0.068144,0.062471,0.068019
1.99283,159.76,0.130935,0.068453,0.062481,0.068327
1.99303,159.78,0.131256,0.068765,0.062492,0.068639
1.99323,159.79,0.131580,0.069078,0.062502,0.068952
1.99343,159.81,0.131906,0.069393,0.062513,0.069267
1.99363,159.83,0.132234,0.069711,0.062523,0.069584
1.99383,159.84,0.132564,0.070030,0.062534,0.069904
1.99403,159.86,0.132896,0.070352,0.062544,0.070226
1.99423,159.87,0.133231,0.070676,0.062555,0.070550
1.99443,159.89,0.133568,0.071002,0.062566,0.070876
1.99463,159.91,0.133907,0.071331,0.062576,0.071205
1.99483,159.92,0.134249,0.071662,0.062587,0.071536
1.99503,159.94,0.134592,0.071995,0.062597,0.071869
1.99523,159.95,0.134938,0.072331,0.062608,0.072204
1.99543,159.97,0.135287,0.072668,0.062618,0.072542
1.99563,159.99,0.135637,0.073009,0.062629,0.072882
1.99583,160.00,0.135991,0.073351,0.062639,0.073225
1.99603,160.02,0.136346,0.073696,0.062650,0.073570
